Year,data.Geography,data.Violations,GeoCode,Value
2021,data.Northwest Territories,"data.Assault, level 2, weapon or bodily harm [1420]",61,1363.87
2021,data.Northwest Territories,"data.Assault, level 1 [1430]",61,6814.87
2021,data.Northwest Territories,data.Total robbery [160],61,67.3
2021,data.Northwest Territories,data.Uttering threats [1627],61,2059.27
2021,data.Northwest Territories,data.Total other violent violations [180],61,89.73
2021,data.Nunavut,data.Total violent Criminal Code violations [100],62,11879.46
2021,data.Nunavut,data.Homicide [110],62,4.99
2021,data.Nunavut,data.Total other violations causing death [120],62,0.0
2021,data.Nunavut,data.Attempted murder [1210],62,14.97
2021,data.Nunavut,"data.Sexual assault, level 3, aggravated [1310]",62,2.49
2021,data.Nunavut,"data.Sexual assault, level 2, weapon or bodily harm [1320]",62,7.48
2021,data.Nunavut,"data.Sexual assault, level 1 [1330]",62,558.8
2021,data.Nunavut,data.Total sexual violations against children [130],62,399.14
2021,data.Nunavut,"data.Assault, level 3, aggravated [1410]",62,107.27
2021,data.Nunavut,"data.Assault, level 2, weapon or bodily harm [1420]",62,1534.2
2021,data.Nunavut,"data.Assault, level 1 [1430]",62,5837.45
2021,data.Nunavut,data.Total robbery [160],62,39.91
2021,data.Nunavut,data.Uttering threats [1627],62,1933.34
2021,data.Nunavut,data.Total other violent violations [180],62,104.77
2022,data.Canada,data.Homicide [110],,2.26
2022,data.Canada,data.Total other violations causing death [120],,0.28
2022,data.Canada,data.Attempted murder [1210],,2.18
2022,data.Canada,"data.Sexual assault, level 3, aggravated [1310]",,0.31
2022,data.Canada,"data.Sexual assault, level 2, weapon or bodily harm [1320]",,1.69
2022,data.Canada,"data.Sexual assault, level 1 [1330]",,91.1
2022,data.Canada,data.Total sexual violations against children [130],,31.73
2022,data.Canada,"data.Assault, level 3, aggravated [1410]",,10.83
2022,data.Canada,"data.Assault, level 2, weapon or bodily harm [1420]",,198.17
2022,data.Canada,"data.Assault, level 1 [1430]",,505.75
2022,data.Canada,data.Total robbery [160],,56.43
2022,data.Canada,data.Uttering threats [1627],,225.34
2022,data.Canada,data.Total other violent violations [180],,20.89
2022,data.Newfoundland and Labrador,data.Total violent Criminal Code violations [100],10,1795.93
2022,data.Newfoundland and Labrador,data.Homicide [110],10,0.56
2022,data.Newfoundland and Labrador,data.Total other violations causing death [120],10,0.38
2022,data.Newfoundland and Labrador,data.Attempted murder [1210],10,0.94
2022,data.Newfoundland and Labrador,"data.Sexual assault, level 3, aggravated [1310]",10,0.0
2022,data.Newfoundland and Labrador,"data.Sexual assault, level 2, weapon or bodily harm [1320]",10,1.13
2022,data.Newfoundland and Labrador,"data.Sexual assault, level 1 [1330]",10,102.78
2022,data.Newfoundland and Labrador,data.Total sexual violations against children [130],10,37.83
2022,data.Newfoundland and Labrador,"data.Assault, level 3, aggravated [1410]",10,11.67
2022,data.Newfoundland and Labrador,"data.Assault, level 2, weapon or bodily harm [1420]",10,165.46
2022,data.Newfoundland and Labrador,"data.Assault, level 1 [1430]",10,696.27
2022,data.Newfoundland and Labrador,data.Total robbery [160],10,46.68
2022,data.Newfoundland and Labrador,data.Uttering threats [1627],10,424.28
2022,data.Newfoundland and Labrador,data.Total other violent violations [180],10,27.86
2022,data.Prince Edward Island,data.Total violent Criminal Code violations [100],11,1382.18
2022,data.Prince Edward Island,data.Homicide [110],11,0.0
2022,data.Prince Edward Island,data.Total other violations causing death [120],11,1.79
2022,data.Prince Edward Island,data.Attempted murder [1210],11,0.6
2022,data.Prince Edward Island,"data.Sexual assault, level 3, aggravated [1310]",11,0.0
2022,data.Prince Edward Island,"data.Sexual assault, level 2, weapon or bodily harm [1320]",11,1.79
2022,data.Prince Edward Island,"data.Sexual assault, level 1 [1330]",11,111.24
2022,data.Prince Edward Island,data.Total sexual violations against children [130],11,29.31
2022,data.Prince Edward Island,"data.Assault, level 3, aggravated [1410]",11,2.99
2022,data.Prince Edward Island,"data.Assault, level 2, weapon or bodily harm [1420]",11,84.33
2022,data.Prince Edward Island,"data.Assault, level 1 [1430]",11,431.22
2022,data.Prince Edward Island,data.Total robbery [160],11,4.78
2022,data.Prince Edward Island,data.Uttering threats [1627],11,263.76
2022,data.Prince Edward Island,data.Total other violent violations [180],11,25.12
2022,data.Nova Scotia,data.Total violent Criminal Code violations [100],12,1596.04
2022,data.Nova Scotia,data.Homicide [110],12,1.86
2022,data.Nova Scotia,data.Total other violations causing death [120],12,0.2
2022,data.Nova Scotia,data.Attempted murder [1210],12,4.39
2022,data.Nova Scotia,"data.Sexual assault, level 3, aggravated [1310]",12,0.39
2022,data.Nova Scotia,"data.Sexual assault, level 2, weapon or bodily harm [1320]",12,1.37
2022,data.Nova Scotia,"data.Sexual assault, level 1 [1330]",12,91.11
2022,data.Nova Scotia,data.Total sexual violations against children [130],12,32.71
2022,data.Nova Scotia,"data.Assault, level 3, aggravated [1410]",12,10.06
2022,data.Nova Scotia,"data.Assault, level 2, weapon or bodily harm [1420]",12,167.57
2022,data.Nova Scotia,"data.Assault, level 1 [1430]",12,537.29
2022,data.Nova Scotia,data.Total robbery [160],12,43.36
2022,data.Nova Scotia,data.Uttering threats [1627],12,356.24
2022,data.Nova Scotia,data.Total other violent violations [180],12,29.98
2022,data.New Brunswick,data.Total violent Criminal Code violations [100],13,1763.2
2022,data.New Brunswick,data.Homicide [110],13,1.85
2022,data.New Brunswick,data.Total other violations causing death [120],13,1.24
2022,data.New Brunswick,data.Attempted murder [1210],13,1.98
2022,data.New Brunswick,"data.Sexual assault, level 3, aggravated [1310]",13,0.49
2022,data.New Brunswick,"data.Sexual assault, level 2, weapon or bodily harm [1320]",13,0.87
2022,data.New Brunswick,"data.Sexual assault, level 1 [1330]",13,101.75
2022,data.New Brunswick,data.Total sexual violations against children [130],13,31.9
2022,data.New Brunswick,"data.Assault, level 3, aggravated [1410]",13,9.27
2022,data.New Brunswick,"data.Assault, level 2, weapon or bodily harm [1420]",13,194.59
2022,data.New Brunswick,"data.Assault, level 1 [1430]",13,649.8
2022,data.New Brunswick,data.Total robbery [160],13,23.98
2022,data.New Brunswick,data.Uttering threats [1627],13,372.87
2022,data.New Brunswick,data.Total other violent violations [180],13,23.49
2022,data.Quebec,data.Total violent Criminal Code violations [100],24,1281.23
2022,data.Quebec,data.Homicide [110],24,1.28
2022,data.Quebec,data.Total other violations causing death [120],24,0.4
2022,data.Quebec,data.Attempted murder [1210],24,2.31
2022,data.Quebec,"data.Sexual assault, level 3, aggravated [1310]",24,0.35
2022,data.Quebec,"data.Sexual assault, level 2, weapon or bodily harm [1320]",24,1.35
2022,data.Quebec,"data.Sexual assault, level 1 [1330]",24,90.99
2022,data.Quebec,data.Total sexual violations against children [130],24,44.84
2022,data.Quebec,"data.Assault, level 3, aggravated [1410]",24,4.04
2022,data.Quebec,"data.Assault, level 2, weapon or bodily harm [1420]",24,164.87
2022,data.Quebec,"data.Assault, level 1 [1430]",24,474.89
2022,data.Quebec,data.Total robbery [160],24,37.43
2022,data.Quebec,data.Uttering threats [1627],24,228.07
2022,data.Quebec,data.Total other violent violations [180],24,31.73
2022,data.Ontario,data.Total violent Criminal Code violations [100],35,1000.37
2022,data.Ontario,data.Homicide [110],35,1.93
2022,data.Ontario,data.Total other violations causing death [120],35,0.14
2022,data.Ontario,data.Attempted murder [1210],35,2.12
2022,data.Ontario,"data.Sexual assault, level 3, aggravated [1310]",35,0.2
2022,data.Ontario,"data.Sexual assault, level 2, weapon or bodily harm [1320]",35,1.77
2022,data.Ontario,"data.Sexual assault, level 1 [1330]",35,80.75
2022,data.Ontario,data.Total sexual violations against children [130],35,18.45
2022,data.Ontario,"data.Assault, level 3, aggravated [1410]",35,6.71
2022,data.Ontario,"data.Assault, level 2, weapon or bodily harm [1420]",35,140.67
2022,data.Ontario,"data.Assault, level 1 [1430]",35,360.16
2022,data.Ontario,data.Total robbery [160],35,51.79
2022,data.Ontario,data.Uttering threats [1627],35,147.59
2022,data.Ontario,data.Total other violent violations [180],35,14.61
2022,data.Manitoba,data.Total violent Criminal Code violations [100],46,2448.75
2022,data.Manitoba,data.Homicide [110],46,6.3
2022,data.Manitoba,data.Total other violations causing death [120],46,0.71
2022,data.Manitoba,data.Attempted murder [1210],46,1.13
2022,data.Manitoba,"data.Sexual assault, level 3, aggravated [1310]",46,0.42
2022,data.Manitoba,"data.Sexual assault, level 2, weapon or bodily harm [1320]",46,2.62
2022,data.Manitoba,"data.Sexual assault, level 1 [1330]",46,133.85
2022,data.Manitoba,data.Total sexual violations against children [130],46,57.8
2022,data.Manitoba,"data.Assault, level 3, aggravated [1410]",46,45.42
2022,data.Manitoba,"data.Assault, level 2, weapon or bodily harm [1420]",46,528.33
2022,data.Manitoba,"data.Assault, level 1 [1430]",46,944.82
2022,data.Manitoba,data.Total robbery [160],46,196.39
2022,data.Manitoba,data.Uttering threats [1627],46,310.93
2022,data.Manitoba,data.Total other violent violations [180],46,21.44
2022,data.Saskatchewan,data.Total violent Criminal Code violations [100],47,2548.11
2022,data.Saskatchewan,data.Homicide [110],47,6.19
2022,data.Saskatchewan,data.Total other violations causing death [120],47,0.25
2022,data.Saskatchewan,data.Attempted murder [1210],47,4.33
2022,data.Saskatchewan,"data.Sexual assault, level 3, aggravated [1310]",47,1.02
2022,data.Saskatchewan,"data.Sexual assault, level 2, weapon or bodily harm [1320]",47,1.78
2022,data.Saskatchewan,"data.Sexual assault, level 1 [1330]",47,132.68
2022,data.Saskatchewan,data.Total sexual violations against children [130],47,49.71
2022,data.Saskatchewan,"data.Assault, level 3, aggravated [1410]",47,50.05
2022,data.Saskatchewan,"data.Assault, level 2, weapon or bodily harm [1420]",47,468.36
2022,data.Saskatchewan,"data.Assault, level 1 [1430]",47,1004.25
2022,data.Saskatchewan,data.Total robbery [160],47,95.1
2022,data.Saskatchewan,data.Uttering threats [1627],47,331.44
2022,data.Saskatchewan,data.Total other violent violations [180],47,30.03
2022,data.Alberta,data.Total violent Criminal Code violations [100],48,1560.92
2022,data.Alberta,data.Homicide [110],48,2.64
2022,data.Alberta,data.Total other violations causing death [120],48,0.2
2022,data.Alberta,data.Attempted murder [1210],48,1.26
2022,data.Alberta,"data.Sexual assault, level 3, aggravated [1310]",48,0.33
2022,data.Alberta,"data.Sexual assault, level 2, weapon or bodily harm [1320]",48,2.33
2022,data.Alberta,"data.Sexual assault, level 1 [1330]",48,93.87
2022,data.Alberta,data.Total sexual violations against children [130],48,34.7
2022,data.Alberta,"data.Assault, level 3, aggravated [1410]",48,19.59
2022,data.Alberta,"data.Assault, level 2, weapon or bodily harm [1420]",48,255.96
2022,data.Alberta,"data.Assault, level 1 [1430]",48,568.28
2022,data.Alberta,data.Total robbery [160],48,66.83
2022,data.Alberta,data.Uttering threats [1627],48,220.04
2022,data.Alberta,data.Total other violent violations [180],48,20.96
2022,data.British Columbia,data.Total violent Criminal Code violations [100],59,1538.67
2022,data.British Columbia,data.Homicide [110],59,2.89
2022,data.British Columbia,data.Total other violations causing death [120],59,0.22
2022,data.British Columbia,data.Attempted murder [1210],59,2.39
2022,data.British Columbia,"data.Sexual assault, level 3, aggravated [1310]",59,0.26
2022,data.British Columbia,"data.Sexual assault, level 2, weapon or bodily harm [1320]",59,1.31
2022,data.British Columbia,"data.Sexual assault, level 1 [1330]",59,83.94
2022,data.British Columbia,data.Total sexual violations against children [130],59,29.73
2022,data.British Columbia,"data.Assault, level 3, aggravated [1410]",59,6.76
2022,data.British Columbia,"data.Assault, level 2, weapon or bodily harm [1420]",59,205.7
2022,data.British Columbia,"data.Assault, level 1 [1430]",59,530.54
2022,data.British Columbia,data.Total robbery [160],59,55.65
2022,data.British Columbia,data.Uttering threats [1627],59,297.4
2022,data.British Columbia,data.Total other violent violations [180],59,14.28
2022,data.Yukon,data.Total violent Criminal Code violations [100],60,5242.88
2022,data.Yukon,data.Homicide [110],60,4.56
2022,data.Yukon,data.Total other violations causing death [120],60,0.0
2022,data.Yukon,data.Attempted murder [1210],60,6.84
2022,data.Yukon,"data.Sexual assault, level 3, aggravated [1310]",60,2.28
2022,data.Yukon,"data.Sexual assault, level 2, weapon or bodily harm [1320]",60,4.56
2022,data.Yukon,"data.Sexual assault, level 1 [1330]",60,305.45
2022,data.Yukon,data.Total sexual violations against children [130],60,59.27
2022,data.Yukon,"data.Assault, level 3, aggravated [1410]",60,59.27
2022,data.Yukon,"data.Assault, level 2, weapon or bodily harm [1420]",60,631.43
2022,data.Yukon,"data.Assault, level 1 [1430]",60,2313.71
2022,data.Yukon,data.Total robbery [160],60,82.06
2022,data.Yukon,data.Uttering threats [1627],60,948.28
2022,data.Yukon,data.Total other violent violations [180],60,41.03
2022,data.Northwest Territories,data.Total violent Criminal Code violations [100],61,12663.84
2022,data.Northwest Territories,data.Homicide [110],61,6.72
2022,data.Northwest Territories,data.Total other violations causing death [120],61,0.0
2022,data.Northwest Territories,data.Attempted murder [1210],61,2.24
2022,data.Northwest Territories,"data.Sexual assault, level 3, aggravated [1310]",61,2.24
2022,data.Northwest Territories,"data.Sexual assault, level 2, weapon or bodily harm [1320]",61,11.2
2022,data.Northwest Territories,"data.Sexual assault, level 1 [1330]",61,517.58
2022,data.Northwest Territories,data.Total sexual violations against children [130],61,170.29
2022,data.Northwest Territories,"data.Assault, level 3, aggravated [1410]",61,123.23
2022,data.Northwest Territories,"data.Assault, level 2, weapon or bodily harm [1420]",61,1494.48
2022,data.Northwest Territories,"data.Assault, level 1 [1430]",61,6914.48
2022,data.Northwest Territories,data.Total robbery [160],61,120.99
2022,data.Northwest Territories,data.Uttering threats [1627],61,1920.19
2022,data.Northwest Territories,data.Total other violent violations [180],61,98.59
2022,data.Nunavut,data.Total violent Criminal Code violations [100],62,12467.06
2022,data.Nunavut,data.Homicide [110],62,2.46
2022,data.Nunavut,data.Total other violations causing death [120],62,2.46
2022,data.Nunavut,data.Attempted murder [1210],62,14.78
2022,data.Nunavut,"data.Sexual assault, level 3, aggravated [1310]",62,7.39
2022,data.Nunavut,"data.Sexual assault, level 2, weapon or bodily harm [1320]",62,2.46
2022,data.Nunavut,"data.Sexual assault, level 1 [1330]",62,603.4
2022,data.Nunavut,data.Total sexual violations against children [130],62,386.67
2022,data.Nunavut,"data.Assault, level 3, aggravated [1410]",62,108.37
2022,data.Nunavut,"data.Assault, level 2, weapon or bodily harm [1420]",62,1817.6
2022,data.Nunavut,"data.Assault, level 1 [1430]",62,6287.71
2022,data.Nunavut,data.Total robbery [160],62,19.7
2022,data.Nunavut,data.Uttering threats [1627],62,1876.71
2022,data.Nunavut,data.Total other violent violations [180],62,108.37
2023,data.Canada,data.Homicide [110],,1.99
2023,data.Canada,data.Total other violations causing death [120],,0.3
2023,data.Canada,data.Attempted murder [1210],,2.1
2023,data.Canada,"data.Sexual assault, level 3, aggravated [1310]",,0.27
2023,data.Canada,"data.Sexual assault, level 2, weapon or bodily harm [1320]",,1.92
2023,data.Canada,"data.Sexual assault, level 1 [1330]",,90.11
2023,data.Canada,data.Total sexual violations against children [130],,29.85
2023,data.Canada,"data.Assault, level 3, aggravated [1410]",,11.18
2023,data.Canada,"data.Assault, level 2, weapon or bodily harm [1420]",,213.48
2023,data.Canada,"data.Assault, level 1 [1430]",,524.1
2023,data.Canada,data.Total robbery [160],,59.46
2023,data.Canada,data.Uttering threats [1627],,236.29
2023,data.Canada,data.Total other violent violations [180],,24.13
2023,data.Newfoundland and Labrador,data.Total violent Criminal Code violations [100],10,1895.55
2023,data.Newfoundland and Labrador,data.Homicide [110],10,1.48
2023,data.Newfoundland and Labrador,data.Total other violations causing death [120],10,0.0
2023,data.Newfoundland and Labrador,data.Attempted murder [1210],10,1.11
2023,data.Newfoundland and Labrador,"data.Sexual assault, level 3, aggravated [1310]",10,0.0
2023,data.Newfoundland and Labrador,"data.Sexual assault, level 2, weapon or bodily harm [1320]",10,3.16
2023,data.Newfoundland and Labrador,"data.Sexual assault, level 1 [1330]",10,95.03
2023,data.Newfoundland and Labrador,data.Total sexual violations against children [130],10,33.78
2023,data.Newfoundland and Labrador,"data.Assault, level 3, aggravated [1410]",10,11.88
2023,data.Newfoundland and Labrador,"data.Assault, level 2, weapon or bodily harm [1420]",10,197.11
2023,data.Newfoundland and Labrador,"data.Assault, level 1 [1430]",10,718.09
2023,data.Newfoundland and Labrador,data.Total robbery [160],10,34.71
2023,data.Newfoundland and Labrador,data.Uttering threats [1627],10,454.72
2023,data.Newfoundland and Labrador,data.Total other violent violations [180],10,29.88
2023,data.Prince Edward Island,data.Total violent Criminal Code violations [100],11,1631.23
2023,data.Prince Edward Island,data.Homicide [110],11,0.58
2023,data.Prince Edward Island,data.Total other violations causing death [120],11,0.0
2023,data.Prince Edward Island,data.Attempted murder [1210],11,2.88
2023,data.Prince Edward Island,"data.Sexual assault, level 3, aggravated [1310]",11,0.58
2023,data.Prince Edward Island,"data.Sexual assault, level 2, weapon or bodily harm [1320]",11,0.58
2023,data.Prince Edward Island,"data.Sexual assault, level 1 [1330]",11,85.19
2023,data.Prince Edward Island,data.Total sexual violations against children [130],11,39.72
2023,data.Prince Edward Island,"data.Assault, level 3, aggravated [1410]",11,5.76
2023,data.Prince Edward Island,"data.Assault, level 2, weapon or bodily harm [1420]",11,111.66
2023,data.Prince Edward Island,"data.Assault, level 1 [1430]",11,532.42
2023,data.Prince Edward Island,data.Total robbery [160],11,14.97
2023,data.Prince Edward Island,data.Uttering threats [1627],11,330.97
2023,data.Prince Edward Island,data.Total other violent violations [180],11,36.26
2023,data.Nova Scotia,data.Total violent Criminal Code violations [100],12,1628.29
2023,data.Nova Scotia,data.Homicide [110],12,1.33
2023,data.Nova Scotia,data.Total other violations causing death [120],12,0.47
2023,data.Nova Scotia,data.Attempted murder [1210],12,3.13
2023,data.Nova Scotia,"data.Sexual assault, level 3, aggravated [1310]",12,0.76
2023,data.Nova Scotia,"data.Sexual assault, level 2, weapon or bodily harm [1320]",12,2.09
2023,data.Nova Scotia,"data.Sexual assault, level 1 [1330]",12,87.75
2023,data.Nova Scotia,data.Total sexual violations against children [130],12,30.48
2023,data.Nova Scotia,"data.Assault, level 3, aggravated [1410]",12,8.36
2023,data.Nova Scotia,"data.Assault, level 2, weapon or bodily harm [1420]",12,171.22
2023,data.Nova Scotia,"data.Assault, level 1 [1430]",12,548.05
2023,data.Nova Scotia,data.Total robbery [160],12,36.75
2023,data.Nova Scotia,data.Uttering threats [1627],12,364.86
2023,data.Nova Scotia,data.Total other violent violations [180],12,36.66
2023,data.New Brunswick,data.Total violent Criminal Code violations [100],13,1829.02
2023,data.New Brunswick,data.Homicide [110],13,1.08
2023,data.New Brunswick,data.Total other violations causing death [120],13,0.84
2023,data.New Brunswick,data.Attempted murder [1210],13,2.05
2023,data.New Brunswick,"data.Sexual assault, level 3, aggravated [1310]",13,0.0
2023,data.New Brunswick,"data.Sexual assault, level 2, weapon or bodily harm [1320]",13,1.68
2023,data.New Brunswick,"data.Sexual assault, level 1 [1330]",13,102.03
2023,data.New Brunswick,data.Total sexual violations against children [130],13,27.91
2023,data.New Brunswick,"data.Assault, level 3, aggravated [1410]",13,10.35
2023,data.New Brunswick,"data.Assault, level 2, weapon or bodily harm [1420]",13,199.98
2023,data.New Brunswick,"data.Assault, level 1 [1430]",13,651.42
2023,data.New Brunswick,data.Total robbery [160],13,20.82
2023,data.New Brunswick,data.Uttering threats [1627],13,398.87
2023,data.New Brunswick,data.Total other violent violations [180],13,24.91
2023,data.Quebec,data.Total violent Criminal Code violations [100],24,1360.57
2023,data.Quebec,data.Homicide [110],24,1.2
2023,data.Quebec,data.Total other violations causing death [120],24,0.5
2023,data.Quebec,data.Attempted murder [1210],24,2.82
2023,data.Quebec,"data.Sexual assault, level 3, aggravated [1310]",24,0.33
2023,data.Quebec,"data.Sexual assault, level 2, weapon or bodily harm [1320]",24,1.69
2023,data.Quebec,"data.Sexual assault, level 1 [1330]",24,97.28
2023,data.Quebec,data.Total sexual violations against children [130],24,42.26
2023,data.Quebec,"data.Assault, level 3, aggravated [1410]",24,4.13
2023,data.Quebec,"data.Assault, level 2, weapon or bodily harm [1420]",24,184.06
2023,data.Quebec,"data.Assault, level 1 [1430]",24,485.26
2023,data.Quebec,data.Total robbery [160],24,40.54
2023,data.Quebec,data.Uttering threats [1627],24,238.07
2023,data.Quebec,data.Total other violent violations [180],24,33.29
2023,data.Ontario,data.Total violent Criminal Code violations [100],35,1067.71
2023,data.Ontario,data.Homicide [110],35,1.74
2023,data.Ontario,data.Total other violations causing death [120],35,0.19
2023,data.Ontario,data.Attempted murder [1210],35,2.0
2023,data.Ontario,"data.Sexual assault, level 3, aggravated [1310]",35,0.22
2023,data.Ontario,"data.Sexual assault, level 2, weapon or bodily harm [1320]",35,1.84
2023,data.Ontario,"data.Sexual assault, level 1 [1330]",35,78.95
2023,data.Ontario,data.Total sexual violations against children [130],35,17.14
2023,data.Ontario,"data.Assault, level 3, aggravated [1410]",35,7.14
2023,data.Ontario,"data.Assault, level 2, weapon or bodily harm [1420]",35,152.42
2023,data.Ontario,"data.Assault, level 1 [1430]",35,387.76
2023,data.Ontario,data.Total robbery [160],35,53.57
2023,data.Ontario,data.Uttering threats [1627],35,160.57
2023,data.Ontario,data.Total other violent violations [180],35,18.44
2023,data.Manitoba,data.Total violent Criminal Code violations [100],46,2563.99
2023,data.Manitoba,data.Homicide [110],46,5.16
2023,data.Manitoba,data.Total other violations causing death [120],46,0.41
2023,data.Manitoba,data.Attempted murder [1210],46,1.58
2023,data.Manitoba,"data.Sexual assault, level 3, aggravated [1310]",46,0.28
2023,data.Manitoba,"data.Sexual assault, level 2, weapon or bodily harm [1320]",46,1.51
2023,data.Manitoba,"data.Sexual assault, level 1 [1330]",46,123.31
2023,data.Manitoba,data.Total sexual violations against children [130],46,49.06
2023,data.Manitoba,"data.Assault, level 3, aggravated [1410]",46,52.23
2023,data.Manitoba,"data.Assault, level 2, weapon or bodily harm [1420]",46,534.41
2023,data.Manitoba,"data.Assault, level 1 [1430]",46,982.66
2023,data.Manitoba,data.Total robbery [160],46,233.0
2023,data.Manitoba,data.Uttering threats [1627],46,334.23
2023,data.Manitoba,data.Total other violent violations [180],46,24.36
2023,data.Saskatchewan,data.Total violent Criminal Code violations [100],47,2674.06
2023,data.Saskatchewan,data.Homicide [110],47,4.87
2023,data.Saskatchewan,data.Total other violations causing death [120],47,0.25
2023,data.Saskatchewan,data.Attempted murder [1210],47,5.54
2023,data.Saskatchewan,"data.Sexual assault, level 3, aggravated [1310]",47,0.5
2023,data.Saskatchewan,"data.Sexual assault, level 2, weapon or bodily harm [1320]",47,2.4
2023,data.Saskatchewan,"data.Sexual assault, level 1 [1330]",47,128.82
2023,data.Saskatchewan,data.Total sexual violations against children [130],47,48.58
2023,data.Saskatchewan,"data.Assault, level 3, aggravated [1410]",47,45.28
2023,data.Saskatchewan,"data.Assault, level 2, weapon or bodily harm [1420]",47,530.14
2023,data.Saskatchewan,"data.Assault, level 1 [1430]",47,1013.09
2023,data.Saskatchewan,data.Total robbery [160],47,113.53
2023,data.Saskatchewan,data.Uttering threats [1627],47,346.12
2023,data.Saskatchewan,data.Total other violent violations [180],47,35.61
2023,data.Alberta,data.Total violent Criminal Code violations [100],48,1618.1
2023,data.Alberta,data.Homicide [110],48,2.5
2023,data.Alberta,data.Total other violations causing death [120],48,0.26
2023,data.Alberta,data.Attempted murder [1210],48,1.19
2023,data.Alberta,"data.Sexual assault, level 3, aggravated [1310]",48,0.32
2023,data.Alberta,"data.Sexual assault, level 2, weapon or bodily harm [1320]",48,2.75
2023,data.Alberta,"data.Sexual assault, level 1 [1330]",48,92.29
2023,data.Alberta,data.Total sexual violations against children [130],48,32.36
2023,data.Alberta,"data.Assault, level 3, aggravated [1410]",48,19.3
2023,data.Alberta,"data.Assault, level 2, weapon or bodily harm [1420]",48,275.2
2023,data.Alberta,"data.Assault, level 1 [1430]",48,591.44
2023,data.Alberta,data.Total robbery [160],48,70.83
2023,data.Alberta,data.Uttering threats [1627],48,220.13
2023,data.Alberta,data.Total other violent violations [180],48,26.0
2023,data.British Columbia,data.Total violent Criminal Code violations [100],59,1572.37
2023,data.British Columbia,data.Homicide [110],59,2.23
2023,data.British Columbia,data.Total other violations causing death [120],59,0.22
2023,data.British Columbia,data.Attempted murder [1210],59,1.29
2023,data.British Columbia,"data.Sexual assault, level 3, aggravated [1310]",59,0.09
2023,data.British Columbia,"data.Sexual assault, level 2, weapon or bodily harm [1320]",59,1.45
2023,data.British Columbia,"data.Sexual assault, level 1 [1330]",59,79.56
2023,data.British Columbia,data.Total sexual violations against children [130],59,29.83
2023,data.British Columbia,"data.Assault, level 3, aggravated [1410]",59,7.14
2023,data.British Columbia,"data.Assault, level 2, weapon or bodily harm [1420]",59,216.25
2023,data.British Columbia,"data.Assault, level 1 [1430]",59,533.64
2023,data.British Columbia,data.Total robbery [160],59,52.49
2023,data.British Columbia,data.Uttering threats [1627],59,308.0
2023,data.British Columbia,data.Total other violent violations [180],59,16.08
2023,data.Yukon,data.Total violent Criminal Code violations [100],60,4986.9
2023,data.Yukon,data.Homicide [110],60,8.81
2023,data.Yukon,data.Total other violations causing death [120],60,2.2
2023,data.Yukon,data.Attempted murder [1210],60,2.2
2023,data.Yukon,"data.Sexual assault, level 3, aggravated [1310]",60,0.0
2023,data.Yukon,"data.Sexual assault, level 2, weapon or bodily harm [1320]",60,6.61
2023,data.Yukon,"data.Sexual assault, level 1 [1330]",60,235.58
2023,data.Yukon,data.Total sexual violations against children [130],60,81.46
2023,data.Yukon,"data.Assault, level 3, aggravated [1410]",60,37.43
2023,data.Yukon,"data.Assault, level 2, weapon or bodily harm [1420]",60,587.86
2023,data.Yukon,"data.Assault, level 1 [1430]",60,2221.54
2023,data.Yukon,data.Total robbery [160],60,77.06
2023,data.Yukon,data.Uttering threats [1627],60,867.48
2023,data.Yukon,data.Total other violent violations [180],60,61.65
2023,data.Northwest Territories,data.Total violent Criminal Code violations [100],61,11709.33
2023,data.Northwest Territories,data.Homicide [110],61,13.45
2023,data.Northwest Territories,data.Total other violations causing death [120],61,0.0
2023,data.Northwest Territories,data.Attempted murder [1210],61,2.24
2023,data.Northwest Territories,"data.Sexual assault, level 3, aggravated [1310]",61,2.24
2023,data.Northwest Territories,"data.Sexual assault, level 2, weapon or bodily harm [1320]",61,6.72
2023,data.Northwest Territories,"data.Sexual assault, level 1 [1330]",61,455.01
2023,data.Northwest Territories,data.Total sexual violations against children [130],61,132.25
2023,data.Northwest Territories,"data.Assault, level 3, aggravated [1410]",61,96.38
2023,data.Northwest Territories,"data.Assault, level 2, weapon or bodily harm [1420]",61,1380.73
2023,data.Northwest Territories,"data.Assault, level 1 [1430]",61,6435.2
2023,data.Northwest Territories,data.Total robbery [160],61,121.04
2023,data.Northwest Territories,data.Uttering threats [1627],61,1806.61
2023,data.Northwest Territories,data.Total other violent violations [180],61,91.9
2023,data.Nunavut,data.Total violent Criminal Code violations [100],62,13271.09
2023,data.Nunavut,data.Homicide [110],62,4.89
2023,data.Nunavut,data.Total other violations causing death [120],62,0.0
2023,data.Nunavut,data.Attempted murder [1210],62,0.0
2023,data.Nunavut,"data.Sexual assault, level 3, aggravated [1310]",62,2.44
2023,data.Nunavut,"data.Sexual assault, level 2, weapon or bodily harm [1320]",62,26.88
2023,data.Nunavut,"data.Sexual assault, level 1 [1330]",62,618.34
2023,data.Nunavut,data.Total sexual violations against children [130],62,417.93
2023,data.Nunavut,"data.Assault, level 3, aggravated [1410]",62,193.08
2023,data.Nunavut,"data.Assault, level 2, weapon or bodily harm [1420]",62,1918.56
2023,data.Nunavut,"data.Assault, level 1 [1430]",62,6804.18
2023,data.Nunavut,data.Total robbery [160],62,63.54
2023,data.Nunavut,data.Uttering threats [1627],62,1811.03
