Year,data.Geography,data.Age group,data.Sex,Value
data.Newfoundland and Labrador,data.35 to 49 years,data.Both sexes,67.8,
data.Newfoundland and Labrador,data.35 to 49 years,data.Males,76.9,
data.Newfoundland and Labrador,data.35 to 49 years,data.Males,65.9,
data.Newfoundland and Labrador,data.35 to 49 years,data.Males,71.2,
data.Newfoundland and Labrador,data.35 to 49 years,data.Males,85.2,
data.Newfoundland and Labrador,data.35 to 49 years,data.Males,77.1,
data.Newfoundland and Labrador,data.35 to 49 years,data.Females,69.1,
data.Newfoundland and Labrador,data.35 to 49 years,data.Females,73.3,
data.Newfoundland and Labrador,data.35 to 49 years,data.Females,65.4,
data.Newfoundland and Labrador,data.35 to 49 years,data.Females,57.7,
data.Newfoundland and Labrador,data.35 to 49 years,data.Females,59.2,
data.Newfoundland and Labrador,data.50 to 64 years,data.Both sexes,73.7,
data.Newfoundland and Labrador,data.50 to 64 years,data.Both sexes,73.3,
data.Newfoundland and Labrador,data.50 to 64 years,data.Both sexes,70.6,
data.Newfoundland and Labrador,data.50 to 64 years,data.Both sexes,66.4,
data.Newfoundland and Labrador,data.50 to 64 years,data.Both sexes,72.0,
data.Newfoundland and Labrador,data.50 to 64 years,data.Males,72.0,
data.Newfoundland and Labrador,data.50 to 64 years,data.Males,71.6,
data.Newfoundland and Labrador,data.50 to 64 years,data.Males,70.0,
data.Newfoundland and Labrador,data.50 to 64 years,data.Males,66.6,
data.Newfoundland and Labrador,data.50 to 64 years,data.Males,71.6,
data.Newfoundland and Labrador,data.50 to 64 years,data.Females,75.4,
data.Newfoundland and Labrador,data.50 to 64 years,data.Females,74.9,
data.Newfoundland and Labrador,data.50 to 64 years,data.Females,71.2,
data.Newfoundland and Labrador,data.50 to 64 years,data.Females,66.2,
data.Newfoundland and Labrador,data.50 to 64 years,data.Females,72.3,
data.Newfoundland and Labrador,data.65 years and over,data.Both sexes,68.7,
data.Newfoundland and Labrador,data.65 years and over,data.Both sexes,67.4,
data.Newfoundland and Labrador,data.65 years and over,data.Both sexes,70.3,
data.Newfoundland and Labrador,data.65 years and over,data.Both sexes,69.8,
data.Newfoundland and Labrador,data.65 years and over,data.Both sexes,69.2,
data.Newfoundland and Labrador,data.65 years and over,data.Males,71.0,
data.Newfoundland and Labrador,data.65 years and over,data.Males,63.7,
data.Newfoundland and Labrador,data.65 years and over,data.Males,67.8,
data.Newfoundland and Labrador,data.65 years and over,data.Males,66.9,
data.Newfoundland and Labrador,data.65 years and over,data.Males,68.3,
data.Newfoundland and Labrador,data.65 years and over,data.Females,66.7,
data.Newfoundland and Labrador,data.65 years and over,data.Females,70.5,
data.Newfoundland and Labrador,data.65 years and over,data.Females,72.4,
data.Newfoundland and Labrador,data.65 years and over,data.Females,72.2,
data.Newfoundland and Labrador,data.65 years and over,data.Females,70.0,
data.Prince Edward Island,"data.Total, 12 years and over",data.Both sexes,75.0,
data.Prince Edward Island,"data.Total, 12 years and over",data.Both sexes,71.8,
data.Prince Edward Island,"data.Total, 12 years and over",data.Both sexes,69.3,
data.Prince Edward Island,"data.Total, 12 years and over",data.Both sexes,68.0,
data.Prince Edward Island,"data.Total, 12 years and over",data.Both sexes,61.7,
data.Prince Edward Island,"data.Total, 12 years and over",data.Males,76.1,
data.Prince Edward Island,"data.Total, 12 years and over",data.Males,70.8,
data.Prince Edward Island,"data.Total, 12 years and over",data.Males,70.4,
data.Prince Edward Island,"data.Total, 12 years and over",data.Males,69.6,
data.Prince Edward Island,"data.Total, 12 years and over",data.Males,63.0,
data.Prince Edward Island,"data.Total, 12 years and over",data.Females,74.1,
data.Prince Edward Island,"data.Total, 12 years and over",data.Females,72.7,
data.Prince Edward Island,"data.Total, 12 years and over",data.Females,68.3,
data.Prince Edward Island,"data.Total, 12 years and over",data.Females,66.6,
data.Prince Edward Island,"data.Total, 12 years and over",data.Females,60.5,
data.Prince Edward Island,data.12 to 17 years,data.Both sexes,83.0,
data.Prince Edward Island,data.12 to 17 years,data.Both sexes,84.8,
data.Prince Edward Island,data.12 to 17 years,data.Both sexes,74.8,
data.Prince Edward Island,data.12 to 17 years,data.Both sexes,68.2,
data.Prince Edward Island,data.12 to 17 years,data.Both sexes,79.9,
data.Prince Edward Island,data.12 to 17 years,data.Males,85.8,
data.Prince Edward Island,data.12 to 17 years,data.Males,84.7,
data.Prince Edward Island,data.12 to 17 years,data.Males,75.1,
data.Prince Edward Island,data.12 to 17 years,data.Males,81.0,
data.Prince Edward Island,data.12 to 17 years,data.Males,89.2,
data.Prince Edward Island,data.12 to 17 years,data.Females,80.1,
data.Prince Edward Island,data.12 to 17 years,data.Females,84.9,
data.Prince Edward Island,data.12 to 17 years,data.Females,74.4,
data.Prince Edward Island,data.12 to 17 years,data.Females,55.1,
data.Prince Edward Island,data.12 to 17 years,data.Females,69.3,
data.Prince Edward Island,data.18 to 34 years,data.Both sexes,78.2,
data.Prince Edward Island,data.18 to 34 years,data.Both sexes,70.9,
data.Prince Edward Island,data.18 to 34 years,data.Both sexes,62.3,
data.Prince Edward Island,data.18 to 34 years,data.Both sexes,57.8,
data.Prince Edward Island,data.18 to 34 years,data.Both sexes,46.6,
data.Prince Edward Island,data.18 to 34 years,data.Males,79.1,
data.Prince Edward Island,data.18 to 34 years,data.Males,77.8,
data.Prince Edward Island,data.18 to 34 years,data.Males,72.2,
data.Prince Edward Island,data.18 to 34 years,data.Males,55.4,
data.Prince Edward Island,data.18 to 34 years,data.Males,40.2,
data.Prince Edward Island,data.18 to 34 years,data.Females,77.4,
data.Prince Edward Island,data.18 to 34 years,data.Females,64.4,
data.Prince Edward Island,data.18 to 34 years,data.Females,52.8,
data.Prince Edward Island,data.18 to 34 years,data.Females,60.3,
data.Prince Edward Island,data.18 to 34 years,data.Females,53.4,
data.Prince Edward Island,data.35 to 49 years,data.Both sexes,70.6,
data.Prince Edward Island,data.35 to 49 years,data.Both sexes,74.4,
data.Prince Edward Island,data.35 to 49 years,data.Both sexes,72.8,
data.Prince Edward Island,data.35 to 49 years,data.Both sexes,72.1,
data.Prince Edward Island,data.35 to 49 years,data.Both sexes,61.0,
data.Prince Edward Island,data.35 to 49 years,data.Males,72.5,
data.Prince Edward Island,data.35 to 49 years,data.Males,70.8,
data.Prince Edward Island,data.35 to 49 years,data.Males,69.9,
data.Prince Edward Island,data.35 to 49 years,data.Males,73.6,
data.Prince Edward Island,data.35 to 49 years,data.Males,67.2,
data.Prince Edward Island,data.35 to 49 years,data.Females,68.7,
data.Prince Edward Island,data.35 to 49 years,data.Females,77.7,
data.Prince Edward Island,data.35 to 49 years,data.Females,75.5,
data.Prince Edward Island,data.35 to 49 years,data.Females,70.6,
data.Prince Edward Island,data.35 to 49 years,data.Females,55.1,
data.Prince Edward Island,data.50 to 64 years,data.Both sexes,74.4,
data.Prince Edward Island,data.50 to 64 years,data.Both sexes,65.1,
data.Prince Edward Island,data.50 to 64 years,data.Both sexes,64.7,
data.Prince Edward Island,data.50 to 64 years,data.Both sexes,65.9,
data.Prince Edward Island,data.50 to 64 years,data.Both sexes,62.7,
data.Prince Edward Island,data.50 to 64 years,data.Males,68.8,
data.Prince Edward Island,data.50 to 64 years,data.Males,62.3,
data.Prince Edward Island,data.50 to 64 years,data.Males,60.8,
data.Prince Edward Island,data.50 to 64 years,data.Males,67.6,
data.Prince Edward Island,data.50 to 64 years,data.Males,67.1,
data.Prince Edward Island,data.50 to 64 years,data.Females,79.8,
data.Prince Edward Island,data.50 to 64 years,data.Females,67.8,
data.Prince Edward Island,data.50 to 64 years,data.Females,68.3,
data.Prince Edward Island,data.50 to 64 years,data.Females,64.4,
data.Prince Edward Island,data.50 to 64 years,data.Females,58.5,
data.Prince Edward Island,data.65 years and over,data.Both sexes,74.2,
data.Prince Edward Island,data.65 years and over,data.Both sexes,73.8,
data.Prince Edward Island,data.65 years and over,data.Both sexes,77.5,
data.Prince Edward Island,data.65 years and over,data.Both sexes,77.6,
data.Prince Edward Island,data.65 years and over,data.Both sexes,73.1,
data.Prince Edward Island,data.65 years and over,data.Males,83.0,
data.Prince Edward Island,data.65 years and over,data.Males,68.5,
data.Prince Edward Island,data.65 years and over,data.Males,79.7,
data.Prince Edward Island,data.65 years and over,data.Males,80.3,
data.Prince Edward Island,data.65 years and over,data.Males,73.5,
data.Prince Edward Island,data.65 years and over,data.Females,67.0,
data.Prince Edward Island,data.65 years and over,data.Females,78.0,
data.Prince Edward Island,data.65 years and over,data.Females,75.6,
data.Prince Edward Island,data.65 years and over,data.Females,75.4,
data.Prince Edward Island,data.65 years and over,data.Females,72.7,
data.Nova Scotia,"data.Total, 12 years and over",data.Both sexes,68.9,
data.Nova Scotia,"data.Total, 12 years and over",data.Both sexes,66.7,
data.Nova Scotia,"data.Total, 12 years and over",data.Both sexes,66.0,
data.Nova Scotia,"data.Total, 12 years and over",data.Both sexes,66.0,
data.Nova Scotia,"data.Total, 12 years and over",data.Both sexes,62.3,
data.Nova Scotia,"data.Total, 12 years and over",data.Males,70.1,
data.Nova Scotia,"data.Total, 12 years and over",data.Males,66.8,
data.Nova Scotia,"data.Total, 12 years and over",data.Males,67.4,
data.Nova Scotia,"data.Total, 12 years and over",data.Males,68.7,
data.Nova Scotia,"data.Total, 12 years and over",data.Males,65.1,
data.Nova Scotia,"data.Total, 12 years and over",data.Females,67.7,
data.Nova Scotia,"data.Total, 12 years and over",data.Females,66.7,
data.Nova Scotia,"data.Total, 12 years and over",data.Females,64.7,
data.Nova Scotia,"data.Total, 12 years and over",data.Females,63.4,
data.Nova Scotia,"data.Total, 12 years and over",data.Females,59.7,
data.Nova Scotia,data.12 to 17 years,data.Both sexes,78.1,
data.Nova Scotia,data.12 to 17 years,data.Both sexes,72.5,
data.Nova Scotia,data.12 to 17 years,data.Both sexes,74.4,
data.Nova Scotia,data.12 to 17 years,data.Both sexes,70.0,
data.Nova Scotia,data.12 to 17 years,data.Both sexes,72.2,
data.Nova Scotia,data.12 to 17 years,data.Males,84.7,
data.Nova Scotia,data.12 to 17 years,data.Males,77.7,
data.Nova Scotia,data.12 to 17 years,data.Males,80.4,
data.Nova Scotia,data.12 to 17 years,data.Males,76.2,
data.Nova Scotia,data.12 to 17 years,data.Males,82.9,
data.Nova Scotia,data.12 to 17 years,data.Females,71.6,
data.Nova Scotia,data.12 to 17 years,data.Females,67.1,
data.Nova Scotia,data.12 to 17 years,data.Females,68.3,
data.Nova Scotia,data.12 to 17 years,data.Females,63.6,
data.Nova Scotia,data.12 to 17 years,data.Females,61.1,
data.Nova Scotia,data.18 to 34 years,data.Both sexes,65.0,
data.Nova Scotia,data.18 to 34 years,data.Both sexes,63.2,
data.Nova Scotia,data.18 to 34 years,data.Both sexes,63.1,
data.Nova Scotia,data.18 to 34 years,data.Both sexes,60.0,
data.Nova Scotia,data.18 to 34 years,data.Both sexes,54.4,
data.Nova Scotia,data.18 to 34 years,data.Males,64.6,
data.Nova Scotia,data.18 to 34 years,data.Males,67.4,
data.Nova Scotia,data.18 to 34 years,data.Males,72.0,
data.Nova Scotia,data.18 to 34 years,data.Males,64.8,
data.Nova Scotia,data.18 to 34 years,data.Males,64.0,
data.Nova Scotia,data.18 to 34 years,data.Females,65.3,
data.Nova Scotia,data.18 to 34 years,data.Females,58.9,
data.Nova Scotia,data.18 to 34 years,data.Females,54.1,
data.Nova Scotia,data.18 to 34 years,data.Females,55.2,
data.Nova Scotia,data.18 to 34 years,data.Females,45.3,
data.Nova Scotia,data.35 to 49 years,data.Both sexes,68.6,
data.Nova Scotia,data.35 to 49 years,data.Both sexes,70.6,
data.Nova Scotia,data.35 to 49 years,data.Both sexes,62.1,
data.Nova Scotia,data.35 to 49 years,data.Both sexes,64.1,
data.Nova Scotia,data.35 to 49 years,data.Both sexes,63.5,
data.Nova Scotia,data.35 to 49 years,data.Males,71.0,
data.Nova Scotia,data.35 to 49 years,data.Males,68.6,
data.Nova Scotia,data.35 to 49 years,data.Males,60.3,
data.Nova Scotia,data.35 to 49 years,data.Males,68.7,
data.Nova Scotia,data.35 to 49 years,data.Males,63.8,
data.Nova Scotia,data.35 to 49 years,data.Females,66.4,
data.Nova Scotia,data.35 to 49 years,data.Females,72.5,
data.Nova Scotia,data.35 to 49 years,data.Females,63.8,
data.Nova Scotia,data.35 to 49 years,data.Females,59.7,
data.Nova Scotia,data.35 to 49 years,data.Females,63.2,
data.Nova Scotia,data.50 to 64 years,data.Both sexes,69.2,
data.Nova Scotia,data.50 to 64 years,data.Both sexes,64.7,
data.Nova Scotia,data.50 to 64 years,data.Both sexes,66.2,
data.Nova Scotia,data.50 to 64 years,data.Both sexes,72.4,
data.Nova Scotia,data.50 to 64 years,data.Both sexes,62.4,
data.Nova Scotia,data.50 to 64 years,data.Males,71.1,
data.Nova Scotia,data.50 to 64 years,data.Males,64.2,
data.Nova Scotia,data.50 to 64 years,data.Males,65.4,
data.Nova Scotia,data.50 to 64 years,data.Males,72.7,
data.Nova Scotia,data.50 to 64 years,data.Males,63.7,
data.Nova Scotia,data.50 to 64 years,data.Females,67.4,
data.Nova Scotia,data.50 to 64 years,data.Females,65.2,
data.Nova Scotia,data.50 to 64 years,data.Females,67.0,
data.Nova Scotia,data.50 to 64 years,data.Females,72.0,
data.Nova Scotia,data.50 to 64 years,data.Females,61.2,
data.Nova Scotia,data.65 years and over,data.Both sexes,70.2,
data.Nova Scotia,data.65 years and over,data.Both sexes,67.5,
data.Nova Scotia,data.65 years and over,data.Both sexes,70.4,
data.Nova Scotia,data.65 years and over,data.Both sexes,65.5,
data.Nova Scotia,data.65 years and over,data.Both sexes,66.6,
data.Nova Scotia,data.65 years and over,data.Males,69.3,
data.Nova Scotia,data.65 years and over,data.Males,63.3,
data.Nova Scotia,data.65 years and over,data.Males,67.3,
data.Nova Scotia,data.65 years and over,data.Males,65.8,
data.Nova Scotia,data.65 years and over,data.Males,63.8,
data.Nova Scotia,data.65 years and over,data.Females,70.9,
data.Nova Scotia,data.65 years and over,data.Females,70.9,
data.Nova Scotia,data.65 years and over,data.Females,72.9,
data.Nova Scotia,data.65 years and over,data.Females,65.2,
data.Nova Scotia,data.65 years and over,data.Females,68.9,
data.New Brunswick,"data.Total, 12 years and over",data.Both sexes,64.7,
data.New Brunswick,"data.Total, 12 years and over",data.Both sexes,68.1,
data.New Brunswick,"data.Total, 12 years and over",data.Both sexes,66.9,
data.New Brunswick,"data.Total, 12 years and over",data.Both sexes,65.6,
data.New Brunswick,"data.Total, 12 years and over",data.Both sexes,63.1,
data.New Brunswick,"data.Total, 12 years and over",data.Males,66.2,
data.New Brunswick,"data.Total, 12 years and over",data.Males,69.5,
data.New Brunswick,"data.Total, 12 years and over",data.Males,65.8,
data.New Brunswick,"data.Total, 12 years and over",data.Males,66.3,
data.New Brunswick,"data.Total, 12 years and over",data.Males,65.1,
data.New Brunswick,"data.Total, 12 years and over",data.Females,63.4,
data.New Brunswick,"data.Total, 12 years and over",data.Females,66.8,
data.New Brunswick,"data.Total, 12 years and over",data.Females,67.9,
data.New Brunswick,"data.Total, 12 years and over",data.Females,65.0,
data.New Brunswick,"data.Total, 12 years and over",data.Females,61.2,
data.New Brunswick,data.12 to 17 years,data.Both sexes,75.5,
data.New Brunswick,data.12 to 17 years,data.Both sexes,78.2,
data.New Brunswick,data.12 to 17 years,data.Both sexes,77.5,
data.New Brunswick,data.12 to 17 years,data.Both sexes,71.7,
data.New Brunswick,data.12 to 17 years,data.Both sexes,72.0,
data.New Brunswick,data.12 to 17 years,data.Males,77.5,
data.New Brunswick,data.12 to 17 years,data.Males,83.6,
data.New Brunswick,data.12 to 17 years,data.Males,68.3,
data.New Brunswick,data.12 to 17 years,data.Males,85.8,
data.New Brunswick,data.12 to 17 years,data.Males,84.0,
data.New Brunswick,data.12 to 17 years,data.Females,73.4,
data.New Brunswick,data.12 to 17 years,data.Females,72.6,
data.New Brunswick,data.12 to 17 years,data.Females,87.0,
data.New Brunswick,data.12 to 17 years,data.Females,57.9,
data.New Brunswick,data.12 to 17 years,data.Females,58.5,
data.New Brunswick,data.18 to 34 years,data.Both sexes,72.0,
data.New Brunswick,data.18 to 34 years,data.Both sexes,67.3,
data.New Brunswick,data.18 to 34 years,data.Both sexes,67.6,
data.New Brunswick,data.18 to 34 years,data.Both sexes,62.4,
data.New Brunswick,data.18 to 34 years,data.Both sexes,55.4,
data.New Brunswick,data.18 to 34 years,data.Males,74.4,
data.New Brunswick,data.18 to 34 years,data.Males,73.1,
data.New Brunswick,data.18 to 34 years,data.Males,66.1,
data.New Brunswick,data.18 to 34 years,data.Males,61.7,
data.New Brunswick,data.18 to 34 years,data.Males,58.9,
data.New Brunswick,data.18 to 34 years,data.Females,69.5,
data.New Brunswick,data.18 to 34 years,data.Females,61.5,
data.New Brunswick,data.18 to 34 years,data.Females,69.1,
data.New Brunswick,data.18 to 34 years,data.Females,63.1,
data.New Brunswick,data.18 to 34 years,data.Females,51.8,
data.New Brunswick,data.35 to 49 years,data.Both sexes,70.9,
data.New Brunswick,data.35 to 49 years,data.Both sexes,70.6,
data.New Brunswick,data.35 to 49 years,data.Both sexes,65.7,
data.New Brunswick,data.35 to 49 years,data.Both sexes,70.2,
data.New Brunswick,data.35 to 49 years,data.Both sexes,61.7,
data.New Brunswick,data.35 to 49 years,data.Males,69.6,
data.New Brunswick,data.35 to 49 years,data.Males,70.4,
data.New Brunswick,data.35 to 49 years,data.Males,66.1,
data.New Brunswick,data.35 to 49 years,data.Males,70.3,
data.New Brunswick,data.35 to 49 years,data.Males,61.3,
data.New Brunswick,data.35 to 49 years,data.Females,72.0,
data.New Brunswick,data.35 to 49 years,data.Females,70.8,
data.New Brunswick,data.35 to 49 years,data.Females,65.4,
data.New Brunswick,data.35 to 49 years,data.Females,70.1,
data.New Brunswick,data.35 to 49 years,data.Females,62.1,
data.New Brunswick,data.50 to 64 years,data.Both sexes,54.0,
data.New Brunswick,data.50 to 64 years,data.Both sexes,66.6,
data.New Brunswick,data.50 to 64 years,data.Both sexes,65.1,
data.New Brunswick,data.50 to 64 years,data.Both sexes,60.0,
data.New Brunswick,data.50 to 64 years,data.Both sexes,65.1,
data.New Brunswick,data.50 to 64 years,data.Males,54.7,
data.New Brunswick,data.50 to 64 years,data.Males,68.3,
data.New Brunswick,data.50 to 64 years,data.Males,62.4,
data.New Brunswick,data.50 to 64 years,data.Males,57.8,
data.New Brunswick,data.50 to 64 years,data.Males,65.6,
data.New Brunswick,data.50 to 64 years,data.Females,53.3,
data.New Brunswick,data.50 to 64 years,data.Females,65.0,
data.New Brunswick,data.50 to 64 years,data.Females,67.7,
data.New Brunswick,data.50 to 64 years,data.Females,62.1,
data.New Brunswick,data.50 to 64 years,data.Females,64.7,
data.New Brunswick,data.65 years and over,data.Both sexes,60.9,
data.New Brunswick,data.65 years and over,data.Both sexes,64.7,
data.New Brunswick,data.65 years and over,data.Both sexes,66.4,
data.New Brunswick,data.65 years and over,data.Both sexes,69.4,
data.New Brunswick,data.65 years and over,data.Both sexes,66.6,
data.New Brunswick,data.65 years and over,data.Males,64.8,
data.New Brunswick,data.65 years and over,data.Males,59.7,
data.New Brunswick,data.65 years and over,data.Males,69.0,
data.New Brunswick,data.65 years and over,data.Males,72.5,
data.New Brunswick,data.65 years and over,data.Males,68.0,
data.New Brunswick,data.65 years and over,data.Females,57.9,
data.New Brunswick,data.65 years and over,data.Females,68.5,
data.New Brunswick,data.65 years and over,data.Females,64.3,
data.New Brunswick,data.65 years and over,data.Females,67.0,
data.New Brunswick,data.65 years and over,data.Females,65.4,
data.Quebec,"data.Total, 12 years and over",data.Both sexes,75.3,
