"Year","data.Geography","data.Economic family type","GeoCode","Value"
"2015","data.New Brunswick","data.Elderly females not in an economic family",13,26500
"2015","data.New Brunswick","data.Non-elderly persons not in an economic family",13,29000
"2015","data.New Brunswick","data.Non-elderly males not in an economic family",13,29900
"2015","data.New Brunswick","data.Non-elderly females not in an economic family",13,28600
"2015","data.Quebec","data.Economic families and persons not in an economic family",24,57700
"2015","data.Quebec","data.Economic families",24,82400
"2015","data.Quebec","data.Elderly families",24,60200
"2015","data.Quebec","data.Elderly couples",24,59100
"2015","data.Quebec","data.Other elderly families",24,67400
"2015","data.Quebec","data.Non-elderly families",24,88400
"2015","data.Quebec","data.Couples",24,79200
"2015","data.Quebec","data.Couples with children",24,103100
"2015","data.Quebec","data.Couples with other relatives",24,113900
"2015","data.Quebec","data.Lone-parent families",24,57000
"2015","data.Quebec","data.Male lone-parent families",24,73100
"2015","data.Quebec","data.Female lone-parent families",24,55000
"2015","data.Quebec","data.Other non-elderly families",24,77500
"2015","data.Quebec","data.Persons not in an economic family",24,32100
"2015","data.Quebec","data.Elderly persons not in an economic family",24,29400
"2015","data.Quebec","data.Elderly males not in an economic family",24,29400
"2015","data.Quebec","data.Elderly females not in an economic family",24,29500
"2015","data.Quebec","data.Non-elderly persons not in an economic family",24,34400
"2015","data.Quebec","data.Non-elderly males not in an economic family",24,36300
"2015","data.Quebec","data.Non-elderly females not in an economic family",24,31600
"2015","data.Ontario","data.Economic families and persons not in an economic family",35,69700
"2015","data.Ontario","data.Economic families",35,96200
"2015","data.Ontario","data.Elderly families",35,76300
"2015","data.Ontario","data.Elderly couples",35,74600
"2015","data.Ontario","data.Other elderly families",35,84200
"2015","data.Ontario","data.Non-elderly families",35,101500
"2015","data.Ontario","data.Couples",35,89600
"2015","data.Ontario","data.Couples with children",35,114500
"2015","data.Ontario","data.Couples with other relatives",35,146500
"2015","data.Ontario","data.Lone-parent families",35,52000
"2015","data.Ontario","data.Male lone-parent families",35,60000
"2015","data.Ontario","data.Female lone-parent families",35,49400
"2015","data.Ontario","data.Other non-elderly families",35,80800
"2015","data.Ontario","data.Persons not in an economic family",35,34400
"2015","data.Ontario","data.Elderly persons not in an economic family",35,34800
"2015","data.Ontario","data.Elderly males not in an economic family",35,38000
"2015","data.Ontario","data.Elderly females not in an economic family",35,32800
"2015","data.Ontario","data.Non-elderly persons not in an economic family",35,34400
"2015","data.Ontario","data.Non-elderly males not in an economic family",35,41100
"2015","data.Ontario","data.Non-elderly females not in an economic family",35,30000
"2015","data.Prairie provinces","data.Economic families and persons not in an economic family",,80000
"2015","data.Prairie provinces","data.Economic families",,107100
"2015","data.Prairie provinces","data.Elderly families",,75700
"2015","data.Prairie provinces","data.Elderly couples",,74000
"2015","data.Prairie provinces","data.Other elderly families",,85700
"2015","data.Prairie provinces","data.Non-elderly families",,113600
"2015","data.Prairie provinces","data.Couples",,106900
"2015","data.Prairie provinces","data.Couples with children",,120500
"2015","data.Prairie provinces","data.Couples with other relatives",,158700
"2015","data.Prairie provinces","data.Lone-parent families",,55800
"2015","data.Prairie provinces","data.Male lone-parent families",,85700
"2015","data.Prairie provinces","data.Female lone-parent families",,50300
"2015","data.Prairie provinces","data.Other non-elderly families",,97500
"2015","data.Prairie provinces","data.Persons not in an economic family",,42800
"2015","data.Prairie provinces","data.Elderly persons not in an economic family",,35800
"2015","data.Prairie provinces","data.Elderly males not in an economic family",,40700
"2015","data.Prairie provinces","data.Elderly females not in an economic family",,34300
"2015","data.Prairie provinces","data.Non-elderly persons not in an economic family",,45800
"2015","data.Prairie provinces","data.Non-elderly males not in an economic family",,49400
"2015","data.Prairie provinces","data.Non-elderly females not in an economic family",,41400
"2015","data.Manitoba","data.Economic families and persons not in an economic family",46,66400
"2015","data.Manitoba","data.Economic families",46,87500
"2015","data.Manitoba","data.Elderly families",46,72100
"2015","data.Manitoba","data.Elderly couples",46,70600
"2015","data.Manitoba","data.Other elderly families",46,91500
"2015","data.Manitoba","data.Non-elderly families",46,91600
"2015","data.Manitoba","data.Couples",46,87800
"2015","data.Manitoba","data.Couples with children",46,100200
"2015","data.Manitoba","data.Couples with other relatives",46,134600
"2015","data.Manitoba","data.Lone-parent families",46,45400
"2015","data.Manitoba","data.Male lone-parent families",46,
"2015","data.Manitoba","data.Female lone-parent families",46,44400
"2015","data.Manitoba","data.Other non-elderly families",46,74700
"2015","data.Manitoba","data.Persons not in an economic family",46,37800
"2015","data.Manitoba","data.Elderly persons not in an economic family",46,33500
"2015","data.Manitoba","data.Elderly males not in an economic family",46,39100
"2015","data.Manitoba","data.Elderly females not in an economic family",46,31300
"2015","data.Manitoba","data.Non-elderly persons not in an economic family",46,39600
"2015","data.Manitoba","data.Non-elderly males not in an economic family",46,41700
"2015","data.Manitoba","data.Non-elderly females not in an economic family",46,36700
"2015","data.Saskatchewan","data.Economic families and persons not in an economic family",47,72900
"2015","data.Saskatchewan","data.Economic families",47,100400
"2015","data.Saskatchewan","data.Elderly families",47,71700
"2015","data.Saskatchewan","data.Elderly couples",47,70200
"2015","data.Saskatchewan","data.Other elderly families",47,90200
"2015","data.Saskatchewan","data.Non-elderly families",47,106500
"2015","data.Saskatchewan","data.Couples",47,94600
"2015","data.Saskatchewan","data.Couples with children",47,115600
"2015","data.Saskatchewan","data.Couples with other relatives",47,146700
"2015","data.Saskatchewan","data.Lone-parent families",47,53800
"2015","data.Saskatchewan","data.Male lone-parent families",47,
"2015","data.Saskatchewan","data.Female lone-parent families",47,51300
"2015","data.Saskatchewan","data.Other non-elderly families",47,97400
"2015","data.Saskatchewan","data.Persons not in an economic family",47,40500
"2015","data.Saskatchewan","data.Elderly persons not in an economic family",47,35200
"2015","data.Saskatchewan","data.Elderly males not in an economic family",47,39700
"2015","data.Saskatchewan","data.Elderly females not in an economic family",47,34300
"2015","data.Saskatchewan","data.Non-elderly persons not in an economic family",47,43200
"2015","data.Saskatchewan","data.Non-elderly males not in an economic family",47,46000
"2015","data.Saskatchewan","data.Non-elderly females not in an economic family",47,38400
"2015","data.Alberta","data.Economic families and persons not in an economic family",48,87500
"2015","data.Alberta","data.Economic families",48,115400
"2015","data.Alberta","data.Elderly families",48,78800
"2015","data.Alberta","data.Elderly couples",48,76200
"2015","data.Alberta","data.Other elderly families",48,85700
"2015","data.Alberta","data.Non-elderly families",48,120800
"2015","data.Alberta","data.Couples",48,119000
"2015","data.Alberta","data.Couples with children",48,127000
"2015","data.Alberta","data.Couples with other relatives",48,163900
"2015","data.Alberta","data.Lone-parent families",48,65200
"2015","data.Alberta","data.Male lone-parent families",48,90000
"2015","data.Alberta","data.Female lone-parent families",48,54600
"2015","data.Alberta","data.Other non-elderly families",48,101200
"2015","data.Alberta","data.Persons not in an economic family",48,45800
"2015","data.Alberta","data.Elderly persons not in an economic family",48,38200
"2015","data.Alberta","data.Elderly males not in an economic family",48,41800
"2015","data.Alberta","data.Elderly females not in an economic family",48,35300
"2015","data.Alberta","data.Non-elderly persons not in an economic family",48,49400
"2015","data.Alberta","data.Non-elderly males not in an economic family",48,53600
"2015","data.Alberta","data.Non-elderly females not in an economic family",48,43300
"2015","data.British Columbia","data.Economic families and persons not in an economic family",59,63600
"2015","data.British Columbia","data.Economic families",59,95100
"2015","data.British Columbia","data.Elderly families",59,70000
"2015","data.British Columbia","data.Elderly couples",59,69900
"2015","data.British Columbia","data.Other elderly families",59,70000
"2015","data.British Columbia","data.Non-elderly families",59,106500
"2015","data.British Columbia","data.Couples",59,98400
"2015","data.British Columbia","data.Couples with children",59,115200
"2015","data.British Columbia","data.Couples with other relatives",59,143700
"2015","data.British Columbia","data.Lone-parent families",59,61600
"2015","data.British Columbia","data.Male lone-parent families",59,72500
"2015","data.British Columbia","data.Female lone-parent families",59,57100
"2015","data.British Columbia","data.Other non-elderly families",59,71400
"2015","data.British Columbia","data.Persons not in an economic family",59,28600
"2015","data.British Columbia","data.Elderly persons not in an economic family",59,29300
"2015","data.British Columbia","data.Elderly males not in an economic family",59,27000
"2015","data.British Columbia","data.Elderly females not in an economic family",59,29600
"2015","data.British Columbia","data.Non-elderly persons not in an economic family",59,28200
"2015","data.British Columbia","data.Non-elderly males not in an economic family",59,28600
"2015","data.British Columbia","data.Non-elderly females not in an economic family",59,28100
"2015","data.Québec, Quebec","data.Economic families and persons not in an economic family",,56700
"2015","data.Québec, Quebec","data.Economic families",,86300
"2015","data.Québec, Quebec","data.Elderly families",,69300
"2015","data.Québec, Quebec","data.Elderly couples",,68500
"2015","data.Québec, Quebec","data.Other elderly families",,
"2015","data.Québec, Quebec","data.Non-elderly families",,96600
"2015","data.Québec, Quebec","data.Couples",,88700
"2015","data.Québec, Quebec","data.Couples with children",,118300
"2015","data.Québec, Quebec","data.Couples with other relatives",,
"2015","data.Québec, Quebec","data.Lone-parent families",,71500
"2015","data.Québec, Quebec","data.Male lone-parent families",,
"2015","data.Québec, Quebec","data.Female lone-parent families",,
"2015","data.Québec, Quebec","data.Other non-elderly families",,
"2015","data.Québec, Quebec","data.Persons not in an economic family",,33700
"2015","data.Québec, Quebec","data.Elderly persons not in an economic family",,29700
"2015","data.Québec, Quebec","data.Elderly males not in an economic family",,
"2015","data.Québec, Quebec","data.Elderly females not in an economic family",,30900
"2015","data.Québec, Quebec","data.Non-elderly persons not in an economic family",,37700
"2015","data.Québec, Quebec","data.Non-elderly males not in an economic family",,33700
"2015","data.Québec, Quebec","data.Non-elderly females not in an economic family",,41400
"2015","data.Montréal, Quebec","data.Economic families and persons not in an economic family",,59700
"2015","data.Montréal, Quebec","data.Economic families",,84100
"2015","data.Montréal, Quebec","data.Elderly families",,62400
"2015","data.Montréal, Quebec","data.Elderly couples",,61100
"2015","data.Montréal, Quebec","data.Other elderly families",,
"2015","data.Montréal, Quebec","data.Non-elderly families",,88600
"2015","data.Montréal, Quebec","data.Couples",,83700
"2015","data.Montréal, Quebec","data.Couples with children",,98500
"2015","data.Montréal, Quebec","data.Couples with other relatives",,108100
"2015","data.Montréal, Quebec","data.Lone-parent families",,66300
"2015","data.Montréal, Quebec","data.Male lone-parent families",,
"2015","data.Montréal, Quebec","data.Female lone-parent families",,59400
"2015","data.Montréal, Quebec","data.Other non-elderly families",,80900
"2015","data.Montréal, Quebec","data.Persons not in an economic family",,33600
"2015","data.Montréal, Quebec","data.Elderly persons not in an economic family",,32300
"2015","data.Montréal, Quebec","data.Elderly males not in an economic family",,31000
"2015","data.Montréal, Quebec","data.Elderly females not in an economic family",,33800
"2015","data.Montréal, Quebec","data.Non-elderly persons not in an economic family",,34100
"2015","data.Montréal, Quebec","data.Non-elderly males not in an economic family",,38600
"2015","data.Montréal, Quebec","data.Non-elderly females not in an economic family",,30100
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Economic families and persons not in an economic family",,71000
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Economic families",,108400
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Elderly families",,92900
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Elderly couples",,87500
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Other elderly families",,
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Non-elderly families",,114700
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Couples",,104600
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Couples with children",,134900
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Couples with other relatives",,168000
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Lone-parent families",,58000
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Male lone-parent families",,
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Female lone-parent families",,43200
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Other non-elderly families",,63500
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Persons not in an economic family",,37100
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Elderly persons not in an economic family",,37200
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Elderly males not in an economic family",,
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Elderly females not in an economic family",,41300
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Non-elderly persons not in an economic family",,36400
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Non-elderly males not in an economic family",,40600
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Non-elderly females not in an economic family",,30400
"2015","data.Toronto, Ontario","data.Economic families and persons not in an economic family",,69600
"2015","data.Toronto, Ontario","data.Economic families",,98800
"2015","data.Toronto, Ontario","data.Elderly families",,76200
"2015","data.Toronto, Ontario","data.Elderly couples",,73200
"2015","data.Toronto, Ontario","data.Other elderly families",,96900
"2015","data.Toronto, Ontario","data.Non-elderly families",,102400
"2015","data.Toronto, Ontario","data.Couples",,85400
"2015","data.Toronto, Ontario","data.Couples with children",,111500
"2015","data.Toronto, Ontario","data.Couples with other relatives",,150800
"2015","data.Toronto, Ontario","data.Lone-parent families",,51300
"2015","data.Toronto, Ontario","data.Male lone-parent families",,
"2015","data.Toronto, Ontario","data.Female lone-parent families",,50000
"2015","data.Toronto, Ontario","data.Other non-elderly families",,84100
"2015","data.Toronto, Ontario","data.Persons not in an economic family",,32400
"2015","data.Toronto, Ontario","data.Elderly persons not in an economic family",,32600
"2015","data.Toronto, Ontario","data.Elderly males not in an economic family",,37200
"2015","data.Toronto, Ontario","data.Elderly females not in an economic family",,32400
"2015","data.Toronto, Ontario","data.Non-elderly persons not in an economic family",,31200
"2015","data.Toronto, Ontario","data.Non-elderly males not in an economic family",,40600
"2015","data.Toronto, Ontario","data.Non-elderly females not in an economic family",,29800
"2015","data.Winnipeg, Manitoba","data.Economic families and persons not in an economic family",,66500
"2015","data.Winnipeg, Manitoba","data.Economic families",,91300
"2015","data.Winnipeg, Manitoba","data.Elderly families",,78600
"2015","data.Winnipeg, Manitoba","data.Elderly couples",,74400
"2015","data.Winnipeg, Manitoba","data.Other elderly families",,91500
"2015","data.Winnipeg, Manitoba","data.Non-elderly families",,96000
"2015","data.Winnipeg, Manitoba","data.Couples",,87900
"2015","data.Winnipeg, Manitoba","data.Couples with children",,103500
"2015","data.Winnipeg, Manitoba","data.Couples with other relatives",,141000
"2015","data.Winnipeg, Manitoba","data.Lone-parent families",,47500
"2015","data.Winnipeg, Manitoba","data.Male lone-parent families",,
"2015","data.Winnipeg, Manitoba","data.Female lone-parent families",,44800
"2015","data.Winnipeg, Manitoba","data.Other non-elderly families",,77300
"2015","data.Winnipeg, Manitoba","data.Persons not in an economic family",,36700
"2015","data.Winnipeg, Manitoba","data.Elderly persons not in an economic family",,34900
"2015","data.Winnipeg, Manitoba","data.Elderly males not in an economic family",,41400
"2015","data.Winnipeg, Manitoba","data.Elderly females not in an economic family",,31300
"2015","data.Winnipeg, Manitoba","data.Non-elderly persons not in an economic family",,37400
"2015","data.Winnipeg, Manitoba","data.Non-elderly males not in an economic family",,39200
"2015","data.Winnipeg, Manitoba","data.Non-elderly females not in an economic family",,36100
"2015","data.Calgary, Alberta","data.Economic families and persons not in an economic family",,85400
"2015","data.Calgary, Alberta","data.Economic families",,116900
"2015","data.Calgary, Alberta","data.Elderly families",,88200
"2015","data.Calgary, Alberta","data.Elderly couples",,87900
"2015","data.Calgary, Alberta","data.Other elderly families",,
"2015","data.Calgary, Alberta","data.Non-elderly families",,119400
"2015","data.Calgary, Alberta","data.Couples",,129000
"2015","data.Calgary, Alberta","data.Couples with children",,130000
"2015","data.Calgary, Alberta","data.Couples with other relatives",,156700
"2015","data.Calgary, Alberta","data.Lone-parent families",,77800
"2015","data.Calgary, Alberta","data.Male lone-parent families",,
"2015","data.Calgary, Alberta","data.Female lone-parent families",,77800
"2015","data.Calgary, Alberta","data.Other non-elderly families",,80100
"2015","data.Calgary, Alberta","data.Persons not in an economic family",,46100
"2015","data.Calgary, Alberta","data.Elderly persons not in an economic family",,39300
"2015","data.Calgary, Alberta","data.Elderly males not in an economic family",,
"2015","data.Calgary, Alberta","data.Elderly females not in an economic family",,34300
"2015","data.Calgary, Alberta","data.Non-elderly persons not in an economic family",,47100
"2015","data.Calgary, Alberta","data.Non-elderly males not in an economic family",,51800
"2015","data.Calgary, Alberta","data.Non-elderly females not in an economic family",,41500
"2015","data.Edmonton, Alberta","data.Economic families and persons not in an economic family",,91100
"2015","data.Edmonton, Alberta","data.Economic families",,120200
"2015","data.Edmonton, Alberta","data.Elderly families",,85600
"2015","data.Edmonton, Alberta","data.Elderly couples",,82800
"2015","data.Edmonton, Alberta","data.Other elderly families",,
"2015","data.Edmonton, Alberta","data.Non-elderly families",,124300
"2015","data.Edmonton, Alberta","data.Couples",,119200
"2015","data.Edmonton, Alberta","data.Couples with children",,121400
"2015","data.Edmonton, Alberta","data.Couples with other relatives",,188100
"2015","data.Edmonton, Alberta","data.Lone-parent families",,54600
"2015","data.Edmonton, Alberta","data.Male lone-parent families",,
"2015","data.Edmonton, Alberta","data.Female lone-parent families",,
"2015","data.Edmonton, Alberta","data.Other non-elderly families",,115700
"2015","data.Edmonton, Alberta","data.Persons not in an economic family",,47500
"2015","data.Edmonton, Alberta","data.Elderly persons not in an economic family",,41800
"2015","data.Edmonton, Alberta","data.Elderly males not in an economic family",,
"2015","data.Edmonton, Alberta","data.Elderly females not in an economic family",,41000
"2015","data.Edmonton, Alberta","data.Non-elderly persons not in an economic family",,50500
"2015","data.Edmonton, Alberta","data.Non-elderly males not in an economic family",,52100
"2015","data.Edmonton, Alberta","data.Non-elderly females not in an economic family",,45800
"2015","data.Vancouver, British Columbia","data.Economic families and persons not in an economic family",,70800
"2015","data.Vancouver, British Columbia","data.Economic families",,106500
"2015","data.Vancouver, British Columbia","data.Elderly families",,75500
"2015","data.Vancouver, British Columbia","data.Elderly couples",,76700
"2015","data.Vancouver, British Columbia","data.Other elderly families",,
"2015","data.Vancouver, British Columbia","data.Non-elderly families",,111400
"2015","data.Vancouver, British Columbia","data.Couples",,107500
"2015","data.Vancouver, British Columbia","data.Couples with children",,122300
"2015","data.Vancouver, British Columbia","data.Couples with other relatives",,144700
"2015","data.Vancouver, British Columbia","data.Lone-parent families",,76100
"2015","data.Vancouver, British Columbia","data.Male lone-parent families",,
"2015","data.Vancouver, British Columbia","data.Female lone-parent families",,62800
"2015","data.Vancouver, British Columbia","data.Other non-elderly families",,73200
"2015","data.Vancouver, British Columbia","data.Persons not in an economic family",,29600
"2015","data.Vancouver, British Columbia","data.Elderly persons not in an economic family",,28800
"2015","data.Vancouver, British Columbia","data.Elderly males not in an economic family",,24700
"2015","data.Vancouver, British Columbia","data.Elderly females not in an economic family",,29700
"2015","data.Vancouver, British Columbia","data.Non-elderly persons not in an economic family",,30100
"2015","data.Vancouver, British Columbia","data.Non-elderly males not in an economic family",,30900
"2015","data.Vancouver, British Columbia","data.Non-elderly females not in an economic family",,30100
"2016","data.Canada","data.Economic families",,92900
"2016","data.Canada","data.Elderly families",,68300
"2016","data.Canada","data.Elderly couples",,67100
"2016","data.Canada","data.Other elderly families",,74900
"2016","data.Canada","data.Non-elderly families",,100400
"2016","data.Canada","data.Couples",,89800
"2016","data.Canada","data.Couples with children",,111500
"2016","data.Canada","data.Couples with other relatives",,137500
"2016","data.Canada","data.Lone-parent families",,53200
"2016","data.Canada","data.Male lone-parent families",,64400
"2016","data.Canada","data.Female lone-parent families",,48800
"2016","data.Canada","data.Other non-elderly families",,82700
"2016","data.Canada","data.Persons not in an economic family",,34100
"2016","data.Canada","data.Elderly persons not in an economic family",,31000
"2016","data.Canada","data.Elderly males not in an economic family",,32400
"2016","data.Canada","data.Elderly females not in an economic family",,30500
"2016","data.Canada","data.Non-elderly persons not in an economic family",,35700
"2016","data.Canada","data.Non-elderly males not in an economic family",,38000
"2016","data.Canada","data.Non-elderly females not in an economic family",,33000
"2016","data.Atlantic provinces","data.Economic families and persons not in an economic family",,60100
"2016","data.Atlantic provinces","data.Economic families",,80800
"2016","data.Atlantic provinces","data.Elderly families",,61500
"2016","data.Atlantic provinces","data.Elderly couples",,60100
"2016","data.Atlantic provinces","data.Other elderly families",,72900
"2016","data.Atlantic provinces","data.Non-elderly families",,89100
"2016","data.Atlantic provinces","data.Couples",,83700
"2016","data.Atlantic provinces","data.Couples with children",,106400
"2016","data.Atlantic provinces","data.Couples with other relatives",,117600
"2016","data.Atlantic provinces","data.Lone-parent families",,51300
"2016","data.Atlantic provinces","data.Male lone-parent families",,54400
"2016","data.Atlantic provinces","data.Female lone-parent families",,50100
"2016","data.Atlantic provinces","data.Other non-elderly families",,75800
"2016","data.Atlantic provinces","data.Persons not in an economic family",,30300
"2016","data.Atlantic provinces","data.Elderly persons not in an economic family",,28900
