"Year","Geography","Age group","Gender","GeoCode","Value"
"2015","Ontario","15 to 24 years","Female",35,6.3
"2015","Ontario","25 to 54 years","Total, all persons",35,13.3
"2015","Ontario","25 to 54 years","Male",35,10
"2015","Ontario","25 to 54 years","Female",35,16.3
"2015","Ontario","25 to 34 years","Total, all persons",35,11.7
"2015","Ontario","25 to 34 years","Male",35,7.1
"2015","Ontario","25 to 34 years","Female",35,15.8
"2015","Ontario","35 to 44 years","Total, all persons",35,15
"2015","Ontario","35 to 44 years","Male",35,11.7
"2015","Ontario","35 to 44 years","Female",35,18.3
"2015","Ontario","45 to 54 years","Total, all persons",35,12.9
"2015","Ontario","45 to 54 years","Male",35,10.4
"2015","Ontario","45 to 54 years","Female",35,15
"2015","Ontario","55 to 64 years","Total, all persons",35,14.6
"2015","Ontario","55 to 64 years","Male",35,11.7
"2015","Ontario","55 to 64 years","Female",35,17.5
"2015","Ontario","65 years and over","Total, all persons",35,15.4
"2015","Ontario","65 years and over","Male",35,13.3
"2015","Ontario","65 years and over","Female",35,17.5
"2015","Prairies","Total, 15 years and over","Total, all persons",4,12.9
"2015","Prairies","Total, 15 years and over","Male",4,10.4
"2015","Prairies","Total, 15 years and over","Female",4,15.8
"2015","Prairies","15 to 24 years","Total, all persons",4,6.7
"2015","Prairies","15 to 24 years","Male",4,5
"2015","Prairies","15 to 24 years","Female",4,8.3
"2015","Prairies","25 to 54 years","Total, all persons",4,14.2
"2015","Prairies","25 to 54 years","Male",4,10.4
"2015","Prairies","25 to 54 years","Female",4,17.9
"2015","Prairies","25 to 34 years","Total, all persons",4,12.5
"2015","Prairies","25 to 34 years","Male",4,7.9
"2015","Prairies","25 to 34 years","Female",4,17.5
"2015","Prairies","35 to 44 years","Total, all persons",4,15.8
"2015","Prairies","35 to 44 years","Male",4,11.3
"2015","Prairies","35 to 44 years","Female",4,20
"2015","Prairies","45 to 54 years","Total, all persons",4,14.2
"2015","Prairies","45 to 54 years","Male",4,12.1
"2015","Prairies","45 to 54 years","Female",4,16.3
"2015","Prairies","55 to 64 years","Total, all persons",4,13.3
"2015","Prairies","55 to 64 years","Male",4,11.7
"2015","Prairies","55 to 64 years","Female",4,15.4
"2015","Prairies","65 years and over","Total, all persons",4,16.3
"2015","Prairies","65 years and over","Male",4,15
"2015","Prairies","65 years and over","Female",4,17.1
"2015","British Columbia","Total, 15 years and over","Total, all persons",59,12.5
"2015","British Columbia","Total, 15 years and over","Male",59,10.4
"2015","British Columbia","Total, 15 years and over","Female",59,14.2
"2015","British Columbia","15 to 24 years","Total, all persons",59,5.4
"2015","British Columbia","15 to 24 years","Male",59,3.3
"2015","British Columbia","15 to 24 years","Female",59,7.9
"2015","British Columbia","25 to 54 years","Total, all persons",59,13.3
"2015","British Columbia","25 to 54 years","Male",59,10.8
"2015","British Columbia","25 to 54 years","Female",59,15.4
"2015","British Columbia","25 to 34 years","Total, all persons",59,11.3
"2015","British Columbia","25 to 34 years","Male",59,8.3
"2015","British Columbia","25 to 34 years","Female",59,14.2
"2015","British Columbia","35 to 44 years","Total, all persons",59,13.3
"2015","British Columbia","35 to 44 years","Male",59,10.8
"2015","British Columbia","35 to 44 years","Female",59,16.3
"2015","British Columbia","45 to 54 years","Total, all persons",59,14.6
"2015","British Columbia","45 to 54 years","Male",59,13.3
"2015","British Columbia","45 to 54 years","Female",59,16.3
"2015","British Columbia","55 to 64 years","Total, all persons",59,13.3
"2015","British Columbia","55 to 64 years","Male",59,12.5
"2015","British Columbia","55 to 64 years","Female",59,14.6
"2015","British Columbia","65 years and over","Total, all persons",59,15
"2015","British Columbia","65 years and over","Male",59,13.3
"2015","British Columbia","65 years and over","Female",59,15.8
"2022",,,,,13.3
"2022","Canada","Total, 15 years and over","Men+",,10.8
"2022","Canada","Total, 15 years and over","Women+",,15.4
"2022","Canada","15 to 24 years","Total, all persons",,5
"2022","Canada","15 to 24 years","Men+",,4.2
"2022","Canada","15 to 24 years","Women+",,6.3
"2022","Canada","25 to 54 years","Total, all persons",,14.6
"2022","Canada","25 to 54 years","Men+",,10.8
"2022","Canada","25 to 54 years","Women+",,17.9
"2022","Canada","25 to 34 years","Total, all persons",,12.5
"2022","Canada","25 to 34 years","Men+",,8.8
"2022","Canada","25 to 34 years","Women+",,16.3
"2022","Canada","35 to 44 years","Total, all persons",,16.3
"2022","Canada","35 to 44 years","Men+",,12.5
"2022","Canada","35 to 44 years","Women+",,20.4
"2022","Canada","45 to 54 years","Total, all persons",,14.2
"2022","Canada","45 to 54 years","Men+",,12.1
"2022","Canada","45 to 54 years","Women+",,16.7
"2022","Canada","55 to 64 years","Total, all persons",,14.6
"2022","Canada","55 to 64 years","Men+",,12.9
"2022","Canada","55 to 64 years","Women+",,16.7
"2022","Canada","65 years and over","Total, all persons",,14.6
"2022","Canada","65 years and over","Men+",,13.3
"2022","Canada","65 years and over","Women+",,15.8
"2022","Atlantic","Total, 15 years and over","Total, all persons",1,14.2
"2022","Atlantic","Total, 15 years and over","Men+",1,11.7
"2022","Atlantic","Total, 15 years and over","Women+",1,16.7
"2022","Atlantic","15 to 24 years","Total, all persons",1,
"2022","Atlantic","15 to 24 years","Men+",1,
"2022","Atlantic","15 to 24 years","Women+",1,
"2022","Atlantic","25 to 54 years","Total, all persons",1,14.6
"2022","Atlantic","25 to 54 years","Men+",1,11.7
"2022","Atlantic","25 to 54 years","Women+",1,17.5
"2022","Atlantic","25 to 34 years","Total, all persons",1,13.8
"2022","Atlantic","25 to 34 years","Men+",1,
"2022","Atlantic","25 to 34 years","Women+",1,16.3
"2022","Atlantic","35 to 44 years","Total, all persons",1,17.5
"2022","Atlantic","35 to 44 years","Men+",1,
"2022","Atlantic","35 to 44 years","Women+",1,20
"2022","Atlantic","45 to 54 years","Total, all persons",1,13.3
"2022","Atlantic","45 to 54 years","Men+",1,9.2
"2022","Atlantic","45 to 54 years","Women+",1,17.1
"2022","Atlantic","55 to 64 years","Total, all persons",1,14.6
"2022","Atlantic","55 to 64 years","Men+",1,13.3
"2022","Atlantic","55 to 64 years","Women+",1,15.8
"2022","Atlantic","65 years and over","Total, all persons",1,16.3
"2022","Atlantic","65 years and over","Men+",1,15
"2022","Atlantic","65 years and over","Women+",1,17.1
"2022","Quebec","Total, 15 years and over","Total, all persons",24,12.1
"2022","Quebec","Total, 15 years and over","Men+",24,10
"2022","Quebec","Total, 15 years and over","Women+",24,14.2
"2022","Quebec","15 to 24 years","Total, all persons",24,
"2022","Quebec","15 to 24 years","Men+",24,
"2022","Quebec","15 to 24 years","Women+",24,
"2022","Quebec","25 to 54 years","Total, all persons",24,12.9
"2022","Quebec","25 to 54 years","Men+",24,9.6
"2022","Quebec","25 to 54 years","Women+",24,16.3
"2022","Quebec","25 to 34 years","Total, all persons",24,11.7
"2022","Quebec","25 to 34 years","Men+",24,7.5
"2022","Quebec","25 to 34 years","Women+",24,16.7
"2022","Quebec","35 to 44 years","Total, all persons",24,14.2
"2022","Quebec","35 to 44 years","Men+",24,10.4
"2022","Quebec","35 to 44 years","Women+",24,18.3
"2022","Quebec","45 to 54 years","Total, all persons",24,12.9
"2022","Quebec","45 to 54 years","Men+",24,11.3
"2022","Quebec","45 to 54 years","Women+",24,14.6
"2022","Quebec","55 to 64 years","Total, all persons",24,14.2
"2022","Quebec","55 to 64 years","Men+",24,12.5
"2022","Quebec","55 to 64 years","Women+",24,15.4
"2022","Quebec","65 years and over","Total, all persons",24,13.3
"2022","Quebec","65 years and over","Men+",24,12.5
"2022","Quebec","65 years and over","Women+",24,14.2
"2022","Ontario","Total, 15 years and over","Total, all persons",35,13.8
"2022","Ontario","Total, 15 years and over","Men+",35,10.8
"2022","Ontario","Total, 15 years and over","Women+",35,16.3
"2022","Ontario","15 to 24 years","Total, all persons",35,5
"2022","Ontario","15 to 24 years","Men+",35,
"2022","Ontario","15 to 24 years","Women+",35,
"2022","Ontario","25 to 54 years","Total, all persons",35,15
"2022","Ontario","25 to 54 years","Men+",35,12.1
"2022","Ontario","25 to 54 years","Women+",35,18.3
"2022","Ontario","25 to 34 years","Total, all persons",35,12.5
"2022","Ontario","25 to 34 years","Men+",35,9.6
"2022","Ontario","25 to 34 years","Women+",35,15.4
"2022","Ontario","35 to 44 years","Total, all persons",35,17.5
"2022","Ontario","35 to 44 years","Men+",35,13.3
"2022","Ontario","35 to 44 years","Women+",35,21.7
"2022","Ontario","45 to 54 years","Total, all persons",35,16.3
"2022","Ontario","45 to 54 years","Men+",35,13.8
"2022","Ontario","45 to 54 years","Women+",35,18.3
"2022","Ontario","55 to 64 years","Total, all persons",35,15.4
"2022","Ontario","55 to 64 years","Men+",35,13.8
"2022","Ontario","55 to 64 years","Women+",35,17.1
"2022","Ontario","65 years and over","Total, all persons",35,14.6
"2022","Ontario","65 years and over","Men+",35,12.9
"2022","Ontario","65 years and over","Women+",35,16.3
"2022","Prairies","Total, 15 years and over","Total, all persons",4,14.2
"2022","Prairies","Total, 15 years and over","Men+",4,11.3
"2022","Prairies","Total, 15 years and over","Women+",4,16.7
"2022","Prairies","15 to 24 years","Total, all persons",4,
"2022","Prairies","15 to 24 years","Men+",4,
"2022","Prairies","15 to 24 years","Women+",4,
"2022","Prairies","25 to 54 years","Total, all persons",4,15.4
"2022","Prairies","25 to 54 years","Men+",4,11.3
"2022","Prairies","25 to 54 years","Women+",4,19.6
"2022","Prairies","25 to 34 years","Total, all persons",4,13.8
"2022","Prairies","25 to 34 years","Men+",4,8.3
"2022","Prairies","25 to 34 years","Women+",4,19.2
"2022","Prairies","35 to 44 years","Total, all persons",4,17.9
"2022","Prairies","35 to 44 years","Men+",4,13.3
"2022","Prairies","35 to 44 years","Women+",4,23.3
"2022","Prairies","45 to 54 years","Total, all persons",4,13.8
"2022","Prairies","45 to 54 years","Men+",4,11.7
"2022","Prairies","45 to 54 years","Women+",4,15.8
"2022","Prairies","55 to 64 years","Total, all persons",4,14.2
"2022","Prairies","55 to 64 years","Men+",4,12.1
"2022","Prairies","55 to 64 years","Women+",4,15.8
"2022","Prairies","65 years and over","Total, all persons",4,15.4
"2022","Prairies","65 years and over","Men+",4,14.2
"2022","Prairies","65 years and over","Women+",4,16.3
"2022","British Columbia","Total, 15 years and over","Total, all persons",59,12.5
"2022","British Columbia","Total, 15 years and over","Men+",59,10.4
"2022","British Columbia","Total, 15 years and over","Women+",59,14.2
"2022","British Columbia","15 to 24 years","Total, all persons",59,
"2022","British Columbia","15 to 24 years","Men+",59,
"2022","British Columbia","15 to 24 years","Women+",59,
"2022","British Columbia","25 to 54 years","Total, all persons",59,12.9
"2022","British Columbia","25 to 54 years","Men+",59,9.6
"2022","British Columbia","25 to 54 years","Women+",59,15.8
"2022","British Columbia","25 to 34 years","Total, all persons",59,10.8
"2022","British Columbia","25 to 34 years","Men+",59,7.1
"2022","British Columbia","25 to 34 years","Women+",59,14.6
"2022","British Columbia","35 to 44 years","Total, all persons",59,14.2
"2022","British Columbia","35 to 44 years","Men+",59,10.8
"2022","British Columbia","35 to 44 years","Women+",59,17.5
"2022","British Columbia","45 to 54 years","Total, all persons",59,13.8
"2022","British Columbia","45 to 54 years","Men+",59,12.1
"2022","British Columbia","45 to 54 years","Women+",59,15.4
"2022","British Columbia","55 to 64 years","Total, all persons",59,15
"2022","British Columbia","55 to 64 years","Men+",59,12.5
"2022","British Columbia","55 to 64 years","Women+",59,17.1
"2022","British Columbia","65 years and over","Total, all persons",59,15.4
"2022","British Columbia","65 years and over","Men+",59,14.2
"2022","British Columbia","65 years and over","Women+",59,16.7
