"Year","Geography","Core public infrastructure assets","Type of municipality by population size","GeoCode","Value"
"2016","Newfoundland and Labrador","Public transit assets","All municipalities","10",50
"2016","Newfoundland and Labrador","Public transit assets","All urban municipalities","10",50
"2016","Newfoundland and Labrador","Public transit assets","Urban municipalities, population 1 to 4,999","10",
"2016","Newfoundland and Labrador","Public transit assets","Urban municipalities, population 5,000 to 29,999","10",0
"2016","Newfoundland and Labrador","Public transit assets","Urban municipalities, population 30,000 or more","10",100
"2016","Newfoundland and Labrador","Public transit assets","All rural municipalities","10",
"2016","Newfoundland and Labrador","Public transit assets","Rural municipalities, population 1 to 4,999","10",
"2016","Newfoundland and Labrador","Public transit assets","Rural municipalities, population 5,000 or more","10",
"2016","Newfoundland and Labrador","Potable water assets","All municipalities","10",35.4838709677419
"2016","Newfoundland and Labrador","Potable water assets","All urban municipalities","10",23.0769230769231
"2016","Newfoundland and Labrador","Potable water assets","Urban municipalities, population 1 to 4,999","10",18.75
"2016","Newfoundland and Labrador","Potable water assets","Urban municipalities, population 5,000 to 29,999","10",22.2222222222222
"2016","Newfoundland and Labrador","Potable water assets","Urban municipalities, population 30,000 or more","10",100
"2016","Newfoundland and Labrador","Potable water assets","All rural municipalities","10",44.4444444444444
"2016","Newfoundland and Labrador","Potable water assets","Rural municipalities, population 1 to 4,999","10",36.6666666666667
"2016","Newfoundland and Labrador","Potable water assets","Rural municipalities, population 5,000 or more","10",83.3333333333333
"2016","Newfoundland and Labrador","Stormwater assets","All municipalities","10",71.4285714285714
"2016","Newfoundland and Labrador","Stormwater assets","All urban municipalities","10",66.6666666666667
"2016","Newfoundland and Labrador","Stormwater assets","Urban municipalities, population 1 to 4,999","10",64.2857142857143
"2016","Newfoundland and Labrador","Stormwater assets","Urban municipalities, population 5,000 to 29,999","10",66.6666666666667
"2016","Newfoundland and Labrador","Stormwater assets","Urban municipalities, population 30,000 or more","10",100
"2016","Newfoundland and Labrador","Stormwater assets","All rural municipalities","10",75
"2016","Newfoundland and Labrador","Stormwater assets","Rural municipalities, population 1 to 4,999","10",73.0769230769231
"2016","Newfoundland and Labrador","Stormwater assets","Rural municipalities, population 5,000 or more","10",83.3333333333333
"2016","Newfoundland and Labrador","Wastewater assets","All municipalities","10",41.9354838709677
"2016","Newfoundland and Labrador","Wastewater assets","All urban municipalities","10",33.3333333333333
"2016","Newfoundland and Labrador","Wastewater assets","Urban municipalities, population 1 to 4,999","10",35.7142857142857
"2016","Newfoundland and Labrador","Wastewater assets","Urban municipalities, population 5,000 to 29,999","10",22.2222222222222
"2016","Newfoundland and Labrador","Wastewater assets","Urban municipalities, population 30,000 or more","10",100
"2016","Newfoundland and Labrador","Wastewater assets","All rural municipalities","10",47.3684210526316
"2016","Newfoundland and Labrador","Wastewater assets","Rural municipalities, population 1 to 4,999","10",43.75
"2016","Newfoundland and Labrador","Wastewater assets","Rural municipalities, population 5,000 or more","10",66.6666666666667
"2016","Newfoundland and Labrador","Solid waste assets","All municipalities","10",18.9189189189189
"2016","Newfoundland and Labrador","Solid waste assets","All urban municipalities","10",25
"2016","Newfoundland and Labrador","Solid waste assets","Urban municipalities, population 1 to 4,999","10",25
"2016","Newfoundland and Labrador","Solid waste assets","Urban municipalities, population 5,000 to 29,999","10",14.2857142857143
"2016","Newfoundland and Labrador","Solid waste assets","Urban municipalities, population 30,000 or more","10",100
"2016","Newfoundland and Labrador","Solid waste assets","All rural municipalities","10",
"2016","Newfoundland and Labrador","Solid waste assets","Rural municipalities, population 1 to 4,999","10",
"2016","Newfoundland and Labrador","Solid waste assets","Rural municipalities, population 5,000 or more","10",0
"2016","Newfoundland and Labrador","Roads","All municipalities","10",72.6027397260274
"2016","Newfoundland and Labrador","Roads","All urban municipalities","10",78.125
"2016","Newfoundland and Labrador","Roads","Urban municipalities, population 1 to 4,999","10",81.8181818181818
"2016","Newfoundland and Labrador","Roads","Urban municipalities, population 5,000 to 29,999","10",66.6666666666667
"2016","Newfoundland and Labrador","Roads","Urban municipalities, population 30,000 or more","10",100
"2016","Newfoundland and Labrador","Roads","All rural municipalities","10",68.2926829268293
"2016","Newfoundland and Labrador","Roads","Rural municipalities, population 1 to 4,999","10",68.5714285714286
"2016","Newfoundland and Labrador","Roads","Rural municipalities, population 5,000 or more","10",66.6666666666667
"2016","Newfoundland and Labrador","Bridges and tunnels","All municipalities","10",56.25
"2016","Newfoundland and Labrador","Bridges and tunnels","All urban municipalities","10",53.3333333333333
"2016","Newfoundland and Labrador","Bridges and tunnels","Urban municipalities, population 1 to 4,999","10",62.5
"2016","Newfoundland and Labrador","Bridges and tunnels","Urban municipalities, population 5,000 to 29,999","10",33.3333333333333
"2016","Newfoundland and Labrador","Bridges and tunnels","Urban municipalities, population 30,000 or more","10",100
"2016","Newfoundland and Labrador","Bridges and tunnels","All rural municipalities","10",58.8235294117647
"2016","Newfoundland and Labrador","Bridges and tunnels","Rural municipalities, population 1 to 4,999","10",57.1428571428571
"2016","Newfoundland and Labrador","Bridges and tunnels","Rural municipalities, population 5,000 or more","10",66.6666666666667
"2016","Newfoundland and Labrador","Social and affordable housing","All municipalities","10",0
"2016","Newfoundland and Labrador","Social and affordable housing","All urban municipalities","10",0
"2016","Newfoundland and Labrador","Social and affordable housing","Urban municipalities, population 1 to 4,999","10",
"2016","Newfoundland and Labrador","Social and affordable housing","Urban municipalities, population 5,000 to 29,999","10",
"2016","Newfoundland and Labrador","Social and affordable housing","Urban municipalities, population 30,000 or more","10",0
"2016","Newfoundland and Labrador","Social and affordable housing","All rural municipalities","10",
"2016","Newfoundland and Labrador","Social and affordable housing","Rural municipalities, population 1 to 4,999","10",
"2016","Newfoundland and Labrador","Social and affordable housing","Rural municipalities, population 5,000 or more","10",
"2016","Newfoundland and Labrador","Culture, recreation and sports facilities","All municipalities","10",30.4347826086957
"2016","Newfoundland and Labrador","Culture, recreation and sports facilities","All urban municipalities","10",23.3333333333333
"2016","Newfoundland and Labrador","Culture, recreation and sports facilities","Urban municipalities, population 1 to 4,999","10",10
"2016","Newfoundland and Labrador","Culture, recreation and sports facilities","Urban municipalities, population 5,000 to 29,999","10",44.4444444444444
"2016","Newfoundland and Labrador","Culture, recreation and sports facilities","Urban municipalities, population 30,000 or more","10",100
"2016","Newfoundland and Labrador","Culture, recreation and sports facilities","All rural municipalities","10",35.8974358974359
"2016","Newfoundland and Labrador","Culture, recreation and sports facilities","Rural municipalities, population 1 to 4,999","10",33.3333333333333
"2016","Newfoundland and Labrador","Culture, recreation and sports facilities","Rural municipalities, population 5,000 or more","10",50
"2016","Prince Edward Island","Public transit assets","All municipalities","11",0
"2016","Prince Edward Island","Public transit assets","All urban municipalities","11",0
"2016","Prince Edward Island","Public transit assets","Urban municipalities, population 1 to 4,999","11",
"2016","Prince Edward Island","Public transit assets","Urban municipalities, population 5,000 to 29,999","11",0
"2016","Prince Edward Island","Public transit assets","Urban municipalities, population 30,000 or more","11",0
"2016","Prince Edward Island","Public transit assets","All rural municipalities","11",
"2016","Prince Edward Island","Public transit assets","Rural municipalities, population 1 to 4,999","11",
"2016","Prince Edward Island","Public transit assets","Rural municipalities, population 5,000 or more","11",
"2016","Prince Edward Island","Potable water assets","All municipalities","11",28.5714285714286
"2016","Prince Edward Island","Potable water assets","All urban municipalities","11",50
"2016","Prince Edward Island","Potable water assets","Urban municipalities, population 1 to 4,999","11",
"2016","Prince Edward Island","Potable water assets","Urban municipalities, population 5,000 to 29,999","11",33.3333333333333
"2016","Prince Edward Island","Potable water assets","Urban municipalities, population 30,000 or more","11",100
"2016","Prince Edward Island","Potable water assets","All rural municipalities","11",0
"2016","Prince Edward Island","Potable water assets","Rural municipalities, population 1 to 4,999","11",0
"2016","Prince Edward Island","Potable water assets","Rural municipalities, population 5,000 or more","11",
"2016","Prince Edward Island","Stormwater assets","All municipalities","11",75
"2016","Prince Edward Island","Stormwater assets","All urban municipalities","11",100
"2016","Prince Edward Island","Stormwater assets","Urban municipalities, population 1 to 4,999","11",
"2016","Prince Edward Island","Stormwater assets","Urban municipalities, population 5,000 to 29,999","11",100
"2016","Prince Edward Island","Stormwater assets","Urban municipalities, population 30,000 or more","11",100
"2016","Prince Edward Island","Stormwater assets","All rural municipalities","11",50
"2016","Prince Edward Island","Stormwater assets","Rural municipalities, population 1 to 4,999","11",50
"2016","Prince Edward Island","Stormwater assets","Rural municipalities, population 5,000 or more","11",
"2016","Prince Edward Island","Wastewater assets","All municipalities","11",44.4444444444444
"2016","Prince Edward Island","Wastewater assets","All urban municipalities","11",40
"2016","Prince Edward Island","Wastewater assets","Urban municipalities, population 1 to 4,999","11",100
"2016","Prince Edward Island","Wastewater assets","Urban municipalities, population 5,000 to 29,999","11",33.3333333333333
"2016","Prince Edward Island","Wastewater assets","Urban municipalities, population 30,000 or more","11",0
"2016","Prince Edward Island","Wastewater assets","All rural municipalities","11",50
"2016","Prince Edward Island","Wastewater assets","Rural municipalities, population 1 to 4,999","11",50
"2016","Prince Edward Island","Wastewater assets","Rural municipalities, population 5,000 or more","11",
"2016","Prince Edward Island","Solid waste assets","All municipalities","11",0
"2016","Prince Edward Island","Solid waste assets","All urban municipalities","11",0
"2016","Prince Edward Island","Solid waste assets","Urban municipalities, population 1 to 4,999","11",
"2016","Prince Edward Island","Solid waste assets","Urban municipalities, population 5,000 to 29,999","11",
"2016","Prince Edward Island","Solid waste assets","Urban municipalities, population 30,000 or more","11",0
"2016","Prince Edward Island","Solid waste assets","All rural municipalities","11",
"2016","Prince Edward Island","Solid waste assets","Rural municipalities, population 1 to 4,999","11",
"2016","Prince Edward Island","Solid waste assets","Rural municipalities, population 5,000 or more","11",
"2016","Prince Edward Island","Roads","All municipalities","11",40
"2016","Prince Edward Island","Roads","All urban municipalities","11",50
"2016","Prince Edward Island","Roads","Urban municipalities, population 1 to 4,999","11",
"2016","Prince Edward Island","Roads","Urban municipalities, population 5,000 to 29,999","11",100
"2016","Prince Edward Island","Roads","Urban municipalities, population 30,000 or more","11",0
"2016","Prince Edward Island","Roads","All rural municipalities","11",33.3333333333333
"2016","Prince Edward Island","Roads","Rural municipalities, population 1 to 4,999","11",33.3333333333333
"2016","Prince Edward Island","Roads","Rural municipalities, population 5,000 or more","11",
"2016","Prince Edward Island","Bridges and tunnels","All municipalities","11",0
"2016","Prince Edward Island","Bridges and tunnels","All urban municipalities","11",0
"2016","Prince Edward Island","Bridges and tunnels","Urban municipalities, population 1 to 4,999","11",
"2016","Prince Edward Island","Bridges and tunnels","Urban municipalities, population 5,000 to 29,999","11",0
"2016","Prince Edward Island","Bridges and tunnels","Urban municipalities, population 30,000 or more","11",0
"2016","Prince Edward Island","Bridges and tunnels","All rural municipalities","11",
"2016","Prince Edward Island","Bridges and tunnels","Rural municipalities, population 1 to 4,999","11",
"2016","Prince Edward Island","Bridges and tunnels","Rural municipalities, population 5,000 or more","11",
"2016","Prince Edward Island","Social and affordable housing","All municipalities","11",
"2016","Prince Edward Island","Social and affordable housing","All urban municipalities","11",
"2016","Prince Edward Island","Social and affordable housing","Urban municipalities, population 1 to 4,999","11",
"2016","Prince Edward Island","Social and affordable housing","Urban municipalities, population 5,000 to 29,999","11",
"2016","Prince Edward Island","Social and affordable housing","Urban municipalities, population 30,000 or more","11",
"2016","Prince Edward Island","Social and affordable housing","All rural municipalities","11",
"2016","Prince Edward Island","Social and affordable housing","Rural municipalities, population 1 to 4,999","11",
"2016","Prince Edward Island","Social and affordable housing","Rural municipalities, population 5,000 or more","11",
"2016","Prince Edward Island","Culture, recreation and sports facilities","All municipalities","11",33.3333333333333
"2016","Prince Edward Island","Culture, recreation and sports facilities","All urban municipalities","11",37.5
"2016","Prince Edward Island","Culture, recreation and sports facilities","Urban municipalities, population 1 to 4,999","11",25
"2016","Prince Edward Island","Culture, recreation and sports facilities","Urban municipalities, population 5,000 to 29,999","11",33.3333333333333
"2016","Prince Edward Island","Culture, recreation and sports facilities","Urban municipalities, population 30,000 or more","11",100
"2016","Prince Edward Island","Culture, recreation and sports facilities","All rural municipalities","11",25
"2016","Prince Edward Island","Culture, recreation and sports facilities","Rural municipalities, population 1 to 4,999","11",25
"2016","Prince Edward Island","Culture, recreation and sports facilities","Rural municipalities, population 5,000 or more","11",
"2016","Nova Scotia","Public transit assets","All municipalities","12",0
"2016","Nova Scotia","Public transit assets","All urban municipalities","12",0
"2016","Nova Scotia","Public transit assets","Urban municipalities, population 1 to 4,999","12",
"2016","Nova Scotia","Public transit assets","Urban municipalities, population 5,000 to 29,999","12",
"2016","Nova Scotia","Public transit assets","Urban municipalities, population 30,000 or more","12",0
"2016","Nova Scotia","Public transit assets","All rural municipalities","12",0
"2016","Nova Scotia","Public transit assets","Rural municipalities, population 1 to 4,999","12",0
"2016","Nova Scotia","Public transit assets","Rural municipalities, population 5,000 or more","12",0
"2016","Nova Scotia","Potable water assets","All municipalities","12",56.6666666666667
"2016","Nova Scotia","Potable water assets","All urban municipalities","12",55.5555555555556
"2016","Nova Scotia","Potable water assets","Urban municipalities, population 1 to 4,999","12",33.3333333333333
"2016","Nova Scotia","Potable water assets","Urban municipalities, population 5,000 to 29,999","12",50
"2016","Nova Scotia","Potable water assets","Urban municipalities, population 30,000 or more","12",100
"2016","Nova Scotia","Potable water assets","All rural municipalities","12",57.1428571428571
"2016","Nova Scotia","Potable water assets","Rural municipalities, population 1 to 4,999","12",60
"2016","Nova Scotia","Potable water assets","Rural municipalities, population 5,000 or more","12",50
"2016","Nova Scotia","Stormwater assets","All municipalities","12",80
"2016","Nova Scotia","Stormwater assets","All urban municipalities","12",90
"2016","Nova Scotia","Stormwater assets","Urban municipalities, population 1 to 4,999","12",100
"2016","Nova Scotia","Stormwater assets","Urban municipalities, population 5,000 to 29,999","12",80
"2016","Nova Scotia","Stormwater assets","Urban municipalities, population 30,000 or more","12",100
"2016","Nova Scotia","Stormwater assets","All rural municipalities","12",75
"2016","Nova Scotia","Stormwater assets","Rural municipalities, population 1 to 4,999","12",69.2307692307692
"2016","Nova Scotia","Stormwater assets","Rural municipalities, population 5,000 or more","12",85.7142857142857
"2016","Nova Scotia","Wastewater assets","All municipalities","12",68.4210526315789
"2016","Nova Scotia","Wastewater assets","All urban municipalities","12",70
"2016","Nova Scotia","Wastewater assets","Urban municipalities, population 1 to 4,999","12",33.3333333333333
"2016","Nova Scotia","Wastewater assets","Urban municipalities, population 5,000 to 29,999","12",80
"2016","Nova Scotia","Wastewater assets","Urban municipalities, population 30,000 or more","12",100
"2016","Nova Scotia","Wastewater assets","All rural municipalities","12",67.8571428571429
"2016","Nova Scotia","Wastewater assets","Rural municipalities, population 1 to 4,999","12",64.7058823529412
"2016","Nova Scotia","Wastewater assets","Rural municipalities, population 5,000 or more","12",72.7272727272727
"2016","Nova Scotia","Solid waste assets","All municipalities","12",11.1111111111111
"2016","Nova Scotia","Solid waste assets","All urban municipalities","12",0
"2016","Nova Scotia","Solid waste assets","Urban municipalities, population 1 to 4,999","12",
"2016","Nova Scotia","Solid waste assets","Urban municipalities, population 5,000 to 29,999","12",0
"2016","Nova Scotia","Solid waste assets","Urban municipalities, population 30,000 or more","12",0
"2016","Nova Scotia","Solid waste assets","All rural municipalities","12",14.2857142857143
"2016","Nova Scotia","Solid waste assets","Rural municipalities, population 1 to 4,999","12",0
"2016","Nova Scotia","Solid waste assets","Rural municipalities, population 5,000 or more","12",25
"2016","Nova Scotia","Roads","All municipalities","12",47.2222222222222
"2016","Nova Scotia","Roads","All urban municipalities","12",30
"2016","Nova Scotia","Roads","Urban municipalities, population 1 to 4,999","12",33.3333333333333
"2016","Nova Scotia","Roads","Urban municipalities, population 5,000 to 29,999","12",20
"2016","Nova Scotia","Roads","Urban municipalities, population 30,000 or more","12",50
"2016","Nova Scotia","Roads","All rural municipalities","12",53.8461538461538
"2016","Nova Scotia","Roads","Rural municipalities, population 1 to 4,999","12",62.5
"2016","Nova Scotia","Roads","Rural municipalities, population 5,000 or more","12",40
"2016","Nova Scotia","Bridges and tunnels","All municipalities","12",13.3333333333333
"2016","Nova Scotia","Bridges and tunnels","All urban municipalities","12",0
"2016","Nova Scotia","Bridges and tunnels","Urban municipalities, population 1 to 4,999","12",
"2016","Nova Scotia","Bridges and tunnels","Urban municipalities, population 5,000 to 29,999","12",0
"2016","Nova Scotia","Bridges and tunnels","Urban municipalities, population 30,000 or more","12",0
"2016","Nova Scotia","Bridges and tunnels","All rural municipalities","12",18.1818181818182
"2016","Nova Scotia","Bridges and tunnels","Rural municipalities, population 1 to 4,999","12",20
"2016","Nova Scotia","Bridges and tunnels","Rural municipalities, population 5,000 or more","12",16.6666666666667
"2016","Nova Scotia","Social and affordable housing","All municipalities","12",
"2016","Nova Scotia","Social and affordable housing","All urban municipalities","12",
"2016","Nova Scotia","Social and affordable housing","Urban municipalities, population 1 to 4,999","12",
"2016","Nova Scotia","Social and affordable housing","Urban municipalities, population 5,000 to 29,999","12",
"2016","Nova Scotia","Social and affordable housing","Urban municipalities, population 30,000 or more","12",
"2016","Nova Scotia","Social and affordable housing","All rural municipalities","12",
"2016","Nova Scotia","Social and affordable housing","Rural municipalities, population 1 to 4,999","12",
"2016","Nova Scotia","Social and affordable housing","Rural municipalities, population 5,000 or more","12",
"2016","Nova Scotia","Culture, recreation and sports facilities","All municipalities","12",25
"2016","Nova Scotia","Culture, recreation and sports facilities","All urban municipalities","12",30
"2016","Nova Scotia","Culture, recreation and sports facilities","Urban municipalities, population 1 to 4,999","12",0
"2016","Nova Scotia","Culture, recreation and sports facilities","Urban municipalities, population 5,000 to 29,999","12",40
"2016","Nova Scotia","Culture, recreation and sports facilities","Urban municipalities, population 30,000 or more","12",50
"2016","Nova Scotia","Culture, recreation and sports facilities","All rural municipalities","12",23.0769230769231
"2016","Nova Scotia","Culture, recreation and sports facilities","Rural municipalities, population 1 to 4,999","12",26.6666666666667
"2016","Nova Scotia","Culture, recreation and sports facilities","Rural municipalities, population 5,000 or more","12",18.1818181818182
"2016","New Brunswick","Public transit assets","All municipalities","13",9.09090909090909
"2016","New Brunswick","Public transit assets","All urban municipalities","13",12.5
"2016","New Brunswick","Public transit assets","Urban municipalities, population 1 to 4,999","13",0
"2016","New Brunswick","Public transit assets","Urban municipalities, population 5,000 to 29,999","13",25
"2016","New Brunswick","Public transit assets","Urban municipalities, population 30,000 or more","13",0
"2016","New Brunswick","Public transit assets","All rural municipalities","13",0
"2016","New Brunswick","Public transit assets","Rural municipalities, population 1 to 4,999","13",0
"2016","New Brunswick","Public transit assets","Rural municipalities, population 5,000 or more","13",
"2016","New Brunswick","Potable water assets","All municipalities","13",43.1372549019608
"2016","New Brunswick","Potable water assets","All urban municipalities","13",39.1304347826087
"2016","New Brunswick","Potable water assets","Urban municipalities, population 1 to 4,999","13",41.6666666666667
"2016","New Brunswick","Potable water assets","Urban municipalities, population 5,000 to 29,999","13",50
"2016","New Brunswick","Potable water assets","Urban municipalities, population 30,000 or more","13",0
"2016","New Brunswick","Potable water assets","All rural municipalities","13",46.4285714285714
"2016","New Brunswick","Potable water assets","Rural municipalities, population 1 to 4,999","13",45.8333333333333
"2016","New Brunswick","Potable water assets","Rural municipalities, population 5,000 or more","13",20
"2016","New Brunswick","Stormwater assets","All municipalities","13",59.0163934426229
"2016","New Brunswick","Stormwater assets","All urban municipalities","13",55.5555555555556
"2016","New Brunswick","Stormwater assets","Urban municipalities, population 1 to 4,999","13",50
"2016","New Brunswick","Stormwater assets","Urban municipalities, population 5,000 to 29,999","13",75
"2016","New Brunswick","Stormwater assets","Urban municipalities, population 30,000 or more","13",66.6666666666667
"2016","New Brunswick","Stormwater assets","All rural municipalities","13",61.7647058823529
"2016","New Brunswick","Stormwater assets","Rural municipalities, population 1 to 4,999","13",65.5172413793103
"2016","New Brunswick","Stormwater assets","Rural municipalities, population 5,000 or more","13",60
"2016","New Brunswick","Wastewater assets","All municipalities","13",43.5483870967742
"2016","New Brunswick","Wastewater assets","All urban municipalities","13",46.4285714285714
"2016","New Brunswick","Wastewater assets","Urban municipalities, population 1 to 4,999","13",41.1764705882353
"2016","New Brunswick","Wastewater assets","Urban municipalities, population 5,000 to 29,999","13",75
"2016","New Brunswick","Wastewater assets","Urban municipalities, population 30,000 or more","13",0
"2016","New Brunswick","Wastewater assets","All rural municipalities","13",44.1176470588235
"2016","New Brunswick","Wastewater assets","Rural municipalities, population 1 to 4,999","13",50
"2016","New Brunswick","Wastewater assets","Rural municipalities, population 5,000 or more","13",0
"2016","New Brunswick","Solid waste assets","All municipalities","13",5
"2016","New Brunswick","Solid waste assets","All urban municipalities","13",0
"2016","New Brunswick","Solid waste assets","Urban municipalities, population 1 to 4,999","13",0
"2016","New Brunswick","Solid waste assets","Urban municipalities, population 5,000 to 29,999","13",0
"2016","New Brunswick","Solid waste assets","Urban municipalities, population 30,000 or more","13",0
"2016","New Brunswick","Solid waste assets","All rural municipalities","13",7.69230769230769
"2016","New Brunswick","Solid waste assets","Rural municipalities, population 1 to 4,999","13",10
"2016","New Brunswick","Solid waste assets","Rural municipalities, population 5,000 or more","13",0
"2016","New Brunswick","Roads","All municipalities","13",43.0769230769231
"2016","New Brunswick","Roads","All urban municipalities","13",46.4285714285714
"2016","New Brunswick","Roads","Urban municipalities, population 1 to 4,999","13",41.1764705882353
"2016","New Brunswick","Roads","Urban municipalities, population 5,000 to 29,999","13",75
"2016","New Brunswick","Roads","Urban municipalities, population 30,000 or more","13",0
"2016","New Brunswick","Roads","All rural municipalities","13",40.5405405405405
"2016","New Brunswick","Roads","Rural municipalities, population 1 to 4,999","13",43.75
"2016","New Brunswick","Roads","Rural municipalities, population 5,000 or more","13",20
"2016","New Brunswick","Bridges and tunnels","All municipalities","13",14.2857142857143
"2016","New Brunswick","Bridges and tunnels","All urban municipalities","13",20
"2016","New Brunswick","Bridges and tunnels","Urban municipalities, population 1 to 4,999","13",33.3333333333333
