"Year","Geography","Source","GeoCode","Value"
1998,"Quebec","Provincial Inventory Total",24,85.042
1998,"Quebec","Oil and Gas",24,3.928
1998,"Quebec","Transport",24,27.877
1998,"Quebec","Heavy Industry",24,23.81
1998,"Quebec","Light Manufacturing, Construction and Forest Resources",24,4.309
1998,"Quebec","Buildings",24,10.557
1998,"Quebec","Waste",24,5.024
1998,"Quebec","Agriculture",24,7.926
1998,"Saskatchewan","Provincial Inventory Total",47,75.539
1998,"Saskatchewan","Oil and Gas",47,34.944
1998,"Saskatchewan","Transport",47,5.676
1998,"Saskatchewan","Heavy Industry",47,2.664
1998,"Saskatchewan","Light Manufacturing, Construction and Forest Resources",47,0.988
1998,"Saskatchewan","Buildings",47,3.212
1998,"Saskatchewan","Waste",47,1.288
1998,"Saskatchewan","Agriculture",47,11.548
1998,"Yukon","Territorial Inventory Total",60,0.498
1998,"Yukon","Oil and Gas",60,0.14
1998,"Yukon","Transport",60,0.202
1998,"Yukon","Heavy Industry",60,0.011
1998,"Yukon","Light Manufacturing, Construction and Forest Resources",60,0.013
1998,"Yukon","Buildings",60,0.067
1998,"Yukon","Waste",60,0.025
1998,"Yukon","Agriculture",60,0.009
1999,"Alberta","Provincial Inventory Total",48,225.815
1999,"Alberta","Oil and Gas",48,100.361
1999,"Alberta","Transport",48,19.211
1999,"Alberta","Heavy Industry",48,16.788
1999,"Alberta","Light Manufacturing, Construction and Forest Resources",48,4.606
1999,"Alberta","Buildings",48,13.759
1999,"Alberta","Waste",48,2.676
1999,"Alberta","Agriculture",48,19.538
1999,"British Columbia","Provincial Inventory Total",59,61.772
1999,"British Columbia","Oil and Gas",59,12.216
1999,"British Columbia","Transport",59,19.183
1999,"British Columbia","Heavy Industry",59,9.353
1999,"British Columbia","Light Manufacturing, Construction and Forest Resources",59,3.933
1999,"British Columbia","Buildings",59,8.417
1999,"British Columbia","Waste",59,2.845
1999,"British Columbia","Agriculture",59,2.862
1999,"Canada","Oil and Gas",,171.477
1999,"Canada","Transport",,140.533
1999,"Canada","Heavy Industry",,97.512
1999,"Canada","Light Manufacturing, Construction and Forest Resources",,27.179
1999,"Canada","Buildings",,77.073
1999,"Canada","Waste",,23.225
1999,"Canada","Agriculture",,61.493
1999,"Manitoba","Provincial Inventory Total",46,20.288
1999,"Manitoba","Oil and Gas",46,1.555
1999,"Manitoba","Transport",46,5.363
1999,"Manitoba","Heavy Industry",46,1.466
1999,"Manitoba","Light Manufacturing, Construction and Forest Resources",46,0.791
1999,"Manitoba","Buildings",46,2.882
1999,"Manitoba","Waste",46,1.181
1999,"Manitoba","Agriculture",46,6.442
1999,"New Brunswick","Provincial Inventory Total",13,19.443
1999,"New Brunswick","Oil and Gas",13,1.538
1999,"New Brunswick","Transport",13,4.196
1999,"New Brunswick","Heavy Industry",13,1.668
1999,"New Brunswick","Light Manufacturing, Construction and Forest Resources",13,0.778
1999,"New Brunswick","Buildings",13,1.209
1999,"New Brunswick","Waste",13,0.888
1999,"New Brunswick","Agriculture",13,0.621
1999,"Newfoundland and Labrador","Provincial Inventory Total",10,9.913
1999,"Newfoundland and Labrador","Oil and Gas",10,2.741
1999,"Newfoundland and Labrador","Transport",10,2.828
1999,"Newfoundland and Labrador","Heavy Industry",10,1.694
1999,"Newfoundland and Labrador","Light Manufacturing, Construction and Forest Resources",10,0.229
1999,"Newfoundland and Labrador","Buildings",10,0.823
1999,"Newfoundland and Labrador","Waste",10,0.648
1999,"Newfoundland and Labrador","Agriculture",10,0.122
1999,"Northwest Territories","Territorial Inventory Total",61,1.252
1999,"Northwest Territories","Oil and Gas",61,0.162
1999,"Northwest Territories","Transport",61,0.3
1999,"Northwest Territories","Heavy Industry",61,0.38
1999,"Northwest Territories","Light Manufacturing, Construction and Forest Resources",61,0.011
1999,"Northwest Territories","Buildings",61,0.282
1999,"Northwest Territories","Waste",61,0.03
1999,"Northwest Territories","Agriculture",61,0
1999,"Nova Scotia","Provincial Inventory Total",12,20.393
1999,"Nova Scotia","Oil and Gas",12,0.649
1999,"Nova Scotia","Transport",12,4.762
1999,"Nova Scotia","Heavy Industry",12,1.091
1999,"Nova Scotia","Light Manufacturing, Construction and Forest Resources",12,0.598
1999,"Nova Scotia","Buildings",12,2.681
1999,"Nova Scotia","Waste",12,0.775
1999,"Nova Scotia","Agriculture",12,0.672
1999,"Nunavut","Territorial Inventory Total",62,0.467
1999,"Nunavut","Transport",62,0.284
1999,"Nunavut","Heavy Industry",62,0.087
1999,"Nunavut","Light Manufacturing, Construction and Forest Resources",62,0.013
1999,"Nunavut","Buildings",62,0.046
1999,"Nunavut","Waste",62,0.02
1999,"Ontario","Provincial Inventory Total",35,199.378
1999,"Ontario","Oil and Gas",35,13.473
1999,"Ontario","Transport",35,49.417
1999,"Ontario","Heavy Industry",35,39.925
1999,"Ontario","Light Manufacturing, Construction and Forest Resources",35,10.657
1999,"Ontario","Buildings",35,31.727
1999,"Ontario","Waste",35,7.273
1999,"Ontario","Agriculture",35,11.391
1999,"Prince Edward Island","Provincial Inventory Total",11,1.844
1999,"Prince Edward Island","Oil and Gas",11,0
1999,"Prince Edward Island","Transport",11,0.693
1999,"Prince Edward Island","Heavy Industry",11,0.009
1999,"Prince Edward Island","Light Manufacturing, Construction and Forest Resources",11,0.123
1999,"Prince Edward Island","Buildings",11,0.503
1999,"Prince Edward Island","Waste",11,0.091
1999,"Prince Edward Island","Agriculture",11,0.408
1999,"Quebec","Provincial Inventory Total",24,84.565
1999,"Quebec","Oil and Gas",24,3.737
1999,"Quebec","Transport",24,28.283
1999,"Quebec","Heavy Industry",24,22.471
1999,"Quebec","Light Manufacturing, Construction and Forest Resources",24,4.491
1999,"Quebec","Buildings",24,11.059
1999,"Quebec","Waste",24,5.461
1999,"Quebec","Agriculture",24,7.874
1999,"Saskatchewan","Provincial Inventory Total",47,75.492
1999,"Saskatchewan","Oil and Gas",47,34.848
1999,"Saskatchewan","Transport",47,5.791
1999,"Saskatchewan","Heavy Industry",47,2.572
1999,"Saskatchewan","Light Manufacturing, Construction and Forest Resources",47,0.937
1999,"Saskatchewan","Buildings",47,3.6
1999,"Saskatchewan","Waste",47,1.313
1999,"Saskatchewan","Agriculture",47,11.549
1999,"Yukon","Territorial Inventory Total",60,0.59
1999,"Yukon","Oil and Gas",60,0.197
1999,"Yukon","Transport",60,0.221
1999,"Yukon","Heavy Industry",60,0.009
1999,"Yukon","Light Manufacturing, Construction and Forest Resources",60,0.012
1999,"Yukon","Buildings",60,0.084
1999,"Yukon","Waste",60,0.025
1999,"Yukon","Agriculture",60,0.013
2000,"Alberta","Provincial Inventory Total",48,235.601
2000,"Alberta","Oil and Gas",48,105.985
2000,"Alberta","Transport",48,19.333
2000,"Alberta","Heavy Industry",48,17.155
2000,"Alberta","Light Manufacturing, Construction and Forest Resources",48,4.572
2000,"Alberta","Buildings",48,15.646
2000,"Alberta","Waste",48,2.773
2000,"Alberta","Agriculture",48,20.36
2000,"British Columbia","Provincial Inventory Total",59,63.244
2000,"British Columbia","Oil and Gas",59,11.684
2000,"British Columbia","Transport",59,18.867
2000,"British Columbia","Heavy Industry",59,9.525
2000,"British Columbia","Light Manufacturing, Construction and Forest Resources",59,4.647
2000,"British Columbia","Buildings",59,8.722
2000,"British Columbia","Waste",59,2.937
2000,"British Columbia","Agriculture",59,2.959
2000,"Canada","Oil and Gas",,179.086
2000,"Canada","Transport",,141.729
2000,"Canada","Heavy Industry",,97.3
2000,"Canada","Light Manufacturing, Construction and Forest Resources",,28.359
2000,"Canada","Buildings",,83.637
2000,"Canada","Waste",,23.681
2000,"Canada","Agriculture",,62.586
2000,"Manitoba","Provincial Inventory Total",46,20.918
2000,"Manitoba","Oil and Gas",46,1.302
2000,"Manitoba","Transport",46,5.372
2000,"Manitoba","Heavy Industry",46,1.435
2000,"Manitoba","Light Manufacturing, Construction and Forest Resources",46,0.792
2000,"Manitoba","Buildings",46,3.167
2000,"Manitoba","Waste",46,1.206
2000,"Manitoba","Agriculture",46,6.571
2000,"New Brunswick","Provincial Inventory Total",13,20.683
2000,"New Brunswick","Oil and Gas",13,1.904
2000,"New Brunswick","Transport",13,4.274
2000,"New Brunswick","Heavy Industry",13,1.753
2000,"New Brunswick","Light Manufacturing, Construction and Forest Resources",13,0.822
2000,"New Brunswick","Buildings",13,1.465
2000,"New Brunswick","Waste",13,0.885
2000,"New Brunswick","Agriculture",13,0.592
2000,"Newfoundland and Labrador","Provincial Inventory Total",10,9.484
2000,"Newfoundland and Labrador","Oil and Gas",10,1.881
2000,"Newfoundland and Labrador","Transport",10,2.921
2000,"Newfoundland and Labrador","Heavy Industry",10,2.009
2000,"Newfoundland and Labrador","Light Manufacturing, Construction and Forest Resources",10,0.236
2000,"Newfoundland and Labrador","Buildings",10,0.859
2000,"Newfoundland and Labrador","Waste",10,0.645
2000,"Newfoundland and Labrador","Agriculture",10,0.111
2000,"Northwest Territories","Territorial Inventory Total",61,1.527
2000,"Northwest Territories","Oil and Gas",61,0.391
2000,"Northwest Territories","Transport",61,0.326
2000,"Northwest Territories","Heavy Industry",61,0.376
2000,"Northwest Territories","Light Manufacturing, Construction and Forest Resources",61,0.008
2000,"Northwest Territories","Buildings",61,0.289
2000,"Northwest Territories","Waste",61,0.03
2000,"Northwest Territories","Agriculture",61,0
2000,"Nova Scotia","Provincial Inventory Total",12,21.894
2000,"Nova Scotia","Oil and Gas",12,1.136
2000,"Nova Scotia","Transport",12,4.732
2000,"Nova Scotia","Heavy Industry",12,1.116
2000,"Nova Scotia","Light Manufacturing, Construction and Forest Resources",12,0.557
2000,"Nova Scotia","Buildings",12,2.747
2000,"Nova Scotia","Waste",12,0.764
2000,"Nova Scotia","Agriculture",12,0.715
2000,"Nunavut","Territorial Inventory Total",62,0.58
2000,"Nunavut","Transport",62,0.323
2000,"Nunavut","Heavy Industry",62,0.141
2000,"Nunavut","Light Manufacturing, Construction and Forest Resources",62,0.003
2000,"Nunavut","Buildings",62,0.059
2000,"Nunavut","Waste",62,0.02
2000,"Ontario","Provincial Inventory Total",35,209.442
2000,"Ontario","Oil and Gas",35,12.974
2000,"Ontario","Transport",35,50.751
2000,"Ontario","Heavy Industry",35,38.687
2000,"Ontario","Light Manufacturing, Construction and Forest Resources",35,10.945
2000,"Ontario","Buildings",35,34.341
2000,"Ontario","Waste",35,7.475
2000,"Ontario","Agriculture",35,11.286
2000,"Prince Edward Island","Provincial Inventory Total",11,1.972
2000,"Prince Edward Island","Oil and Gas",11,0
2000,"Prince Edward Island","Transport",11,0.684
2000,"Prince Edward Island","Heavy Industry",11,0.013
2000,"Prince Edward Island","Light Manufacturing, Construction and Forest Resources",11,0.209
2000,"Prince Edward Island","Buildings",11,0.524
2000,"Prince Edward Island","Waste",11,0.092
2000,"Prince Edward Island","Agriculture",11,0.396
2000,"Quebec","Provincial Inventory Total",24,85.005
2000,"Quebec","Oil and Gas",24,3.99
2000,"Quebec","Transport",24,27.973
2000,"Quebec","Heavy Industry",24,22.525
2000,"Quebec","Light Manufacturing, Construction and Forest Resources",24,4.616
2000,"Quebec","Buildings",24,11.984
2000,"Quebec","Waste",24,5.493
2000,"Quebec","Agriculture",24,7.817
2000,"Saskatchewan","Provincial Inventory Total",47,77.816
2000,"Saskatchewan","Oil and Gas",47,37.694
2000,"Saskatchewan","Transport",47,5.974
2000,"Saskatchewan","Heavy Industry",47,2.535
2000,"Saskatchewan","Light Manufacturing, Construction and Forest Resources",47,0.939
2000,"Saskatchewan","Buildings",47,3.743
2000,"Saskatchewan","Waste",47,1.335
2000,"Saskatchewan","Agriculture",47,11.776
2000,"Yukon","Territorial Inventory Total",60,0.53
2000,"Yukon","Oil and Gas",60,0.146
2000,"Yukon","Transport",60,0.199
2000,"Yukon","Heavy Industry",60,0.032
2000,"Yukon","Light Manufacturing, Construction and Forest Resources",60,0.013
2000,"Yukon","Buildings",60,0.091
2000,"Yukon","Waste",60,0.025
2000,"Yukon","Agriculture",60,0.002
2001,"Alberta","Provincial Inventory Total",48,235.999
2001,"Alberta","Oil and Gas",48,108.513
2001,"Alberta","Transport",48,20.175
2001,"Alberta","Heavy Industry",48,16.95
2001,"Alberta","Light Manufacturing, Construction and Forest Resources",48,3.562
2001,"Alberta","Buildings",48,13.694
2001,"Alberta","Waste",48,2.855
2001,"Alberta","Agriculture",48,20.566
2001,"British Columbia","Provincial Inventory Total",59,64.555
2001,"British Columbia","Oil and Gas",59,13.254
2001,"British Columbia","Transport",59,18.573
2001,"British Columbia","Heavy Industry",59,8.57
2001,"British Columbia","Light Manufacturing, Construction and Forest Resources",59,5.003
2001,"British Columbia","Buildings",59,8.621
2001,"British Columbia","Waste",59,2.737
2001,"British Columbia","Agriculture",59,3.053
2001,"Canada","Oil and Gas",,182.347
2001,"Canada","Transport",,141.84
2001,"Canada","Heavy Industry",,91.705
2001,"Canada","Light Manufacturing, Construction and Forest Resources",,26.81
2001,"Canada","Buildings",,80.327
2001,"Canada","Waste",,23.282
2001,"Canada","Agriculture",,62.539
2001,"Manitoba","Provincial Inventory Total",46,19.762
2001,"Manitoba","Oil and Gas",46,0.976
2001,"Manitoba","Transport",46,5.318
2001,"Manitoba","Heavy Industry",46,1.401
2001,"Manitoba","Light Manufacturing, Construction and Forest Resources",46,0.815
2001,"Manitoba","Buildings",46,2.931
2001,"Manitoba","Waste",46,1.229
2001,"Manitoba","Agriculture",46,6.536
2001,"New Brunswick","Provincial Inventory Total",13,22.533
2001,"New Brunswick","Oil and Gas",13,2.54
2001,"New Brunswick","Transport",13,4.245
2001,"New Brunswick","Heavy Industry",13,1.843
2001,"New Brunswick","Light Manufacturing, Construction and Forest Resources",13,0.793
2001,"New Brunswick","Buildings",13,1.213
2001,"New Brunswick","Waste",13,0.879
2001,"New Brunswick","Agriculture",13,0.533
2001,"Newfoundland and Labrador","Provincial Inventory Total",10,10.185
2001,"Newfoundland and Labrador","Oil and Gas",10,1.792
2001,"Newfoundland and Labrador","Transport",10,2.963
2001,"Newfoundland and Labrador","Heavy Industry",10,1.796
2001,"Newfoundland and Labrador","Light Manufacturing, Construction and Forest Resources",10,0.284
2001,"Newfoundland and Labrador","Buildings",10,0.93
2001,"Newfoundland and Labrador","Waste",10,0.644
2001,"Newfoundland and Labrador","Agriculture",10,0.066
2001,"Northwest Territories","Territorial Inventory Total",61,1.914
2001,"Northwest Territories","Oil and Gas",61,0.514
2001,"Northwest Territories","Transport",61,0.346
2001,"Northwest Territories","Heavy Industry",61,0.572
2001,"Northwest Territories","Light Manufacturing, Construction and Forest Resources",61,0.011
2001,"Northwest Territories","Buildings",61,0.285
2001,"Northwest Territories","Waste",61,0.031
2001,"Northwest Territories","Agriculture",61,0.021
2001,"Nova Scotia","Provincial Inventory Total",12,21.113
2001,"Nova Scotia","Oil and Gas",12,1.001
2001,"Nova Scotia","Transport",12,4.641
2001,"Nova Scotia","Heavy Industry",12,0.868
2001,"Nova Scotia","Light Manufacturing, Construction and Forest Resources",12,0.555
2001,"Nova Scotia","Buildings",12,2.967
2001,"Nova Scotia","Waste",12,0.75
2001,"Nova Scotia","Agriculture",12,0.606
2001,"Nunavut","Territorial Inventory Total",62,0.683
2001,"Nunavut","Transport",62,0.325
2001,"Nunavut","Heavy Industry",62,0.22
2001,"Nunavut","Light Manufacturing, Construction and Forest Resources",62,0.004
2001,"Nunavut","Buildings",62,0.059
2001,"Nunavut","Waste",62,0.021
2001,"Ontario","Provincial Inventory Total",35,201.391
2001,"Ontario","Oil and Gas",35,11.789
2001,"Ontario","Transport",35,50.746
2001,"Ontario","Heavy Industry",35,35.795
2001,"Ontario","Light Manufacturing, Construction and Forest Resources",35,10.293
2001,"Ontario","Buildings",35,33.63
2001,"Ontario","Waste",35,7.394
2001,"Ontario","Agriculture",35,11.135
2001,"Prince Edward Island","Provincial Inventory Total",11,1.876
2001,"Prince Edward Island","Oil and Gas",11,0
2001,"Prince Edward Island","Transport",11,0.68
2001,"Prince Edward Island","Heavy Industry",11,0.009
2001,"Prince Edward Island","Light Manufacturing, Construction and Forest Resources",11,0.19
2001,"Prince Edward Island","Buildings",11,0.503
2001,"Prince Edward Island","Waste",11,0.093
2001,"Prince Edward Island","Agriculture",11,0.355
2001,"Quebec","Provincial Inventory Total",24,83.117
2001,"Quebec","Oil and Gas",24,3.995
2001,"Quebec","Transport",24,27.602
2001,"Quebec","Heavy Industry",24,21.131
2001,"Quebec","Light Manufacturing, Construction and Forest Resources",24,4.499
2001,"Quebec","Buildings",24,11.823
2001,"Quebec","Waste",24,5.267
2001,"Quebec","Agriculture",24,8.212
2001,"Saskatchewan","Provincial Inventory Total",47,77.881
2001,"Saskatchewan","Oil and Gas",47,37.858
2001,"Saskatchewan","Transport",47,6.002
2001,"Saskatchewan","Heavy Industry",47,2.525
2001,"Saskatchewan","Light Manufacturing, Construction and Forest Resources",47,0.789
2001,"Saskatchewan","Buildings",47,3.585
2001,"Saskatchewan","Waste",47,1.356
2001,"Saskatchewan","Agriculture",47,11.442
2001,"Yukon","Territorial Inventory Total",60,0.526
2001,"Yukon","Oil and Gas",60,0.115
2001,"Yukon","Transport",60,0.224
2001,"Yukon","Heavy Industry",60,0.025
2001,"Yukon","Light Manufacturing, Construction and Forest Resources",60,0.012
2001,"Yukon","Buildings",60,0.087
2001,"Yukon","Waste",60,0.026
2001,"Yukon","Agriculture",60,0.016
2002,"Alberta","Provincial Inventory Total",48,237.993
2002,"Alberta","Oil and Gas",48,110.156
2002,"Alberta","Transport",48,19.755
2002,"Alberta","Heavy Industry",48,16.687
2002,"Alberta","Light Manufacturing, Construction and Forest Resources",48,3.441
2002,"Alberta","Buildings",48,15.873
2002,"Alberta","Waste",48,2.933
2002,"Alberta","Agriculture",48,19.903
2002,"British Columbia","Provincial Inventory Total",59,61.671
2002,"British Columbia","Oil and Gas",59,12.891
2002,"British Columbia","Transport",59,18.435
2002,"British Columbia","Heavy Industry",59,8.089
2002,"British Columbia","Light Manufacturing, Construction and Forest Resources",59,4.541
2002,"British Columbia","Buildings",59,9.134
2002,"British Columbia","Waste",59,2.741
2002,"British Columbia","Agriculture",59,2.854
2002,"Canada","Oil and Gas",,188.13
2002,"Canada","Transport",,143.944
2002,"Canada","Heavy Industry",,92.15
2002,"Canada","Light Manufacturing, Construction and Forest Resources",,27.148
2002,"Canada","Buildings",,84.723
2002,"Canada","Waste",,23.728
2002,"Canada","Agriculture",,62.203
2002,"Manitoba","Provincial Inventory Total",46,20.62
2002,"Manitoba","Oil and Gas",46,1.078
2002,"Manitoba","Transport",46,5.432
2002,"Manitoba","Heavy Industry",46,1.397
2002,"Manitoba","Light Manufacturing, Construction and Forest Resources",46,0.97
2002,"Manitoba","Buildings",46,3.121
2002,"Manitoba","Waste",46,1.25
2002,"Manitoba","Agriculture",46,6.91
2002,"New Brunswick","Provincial Inventory Total",13,21.193
2002,"New Brunswick","Oil and Gas",13,2.868
2002,"New Brunswick","Transport",13,4.311
2002,"New Brunswick","Heavy Industry",13,1.727
2002,"New Brunswick","Light Manufacturing, Construction and Forest Resources",13,0.728
2002,"New Brunswick","Buildings",13,1.179
2002,"New Brunswick","Waste",13,0.873
2002,"New Brunswick","Agriculture",13,0.551
2002,"Newfoundland and Labrador","Provincial Inventory Total",10,12.182
2002,"Newfoundland and Labrador","Oil and Gas",10,3.459
2002,"Newfoundland and Labrador","Transport",10,3.063
2002,"Newfoundland and Labrador","Heavy Industry",10,1.78
2002,"Newfoundland and Labrador","Light Manufacturing, Construction and Forest Resources",10,0.259
2002,"Newfoundland and Labrador","Buildings",10,1.012
2002,"Newfoundland and Labrador","Waste",10,0.643
2002,"Newfoundland and Labrador","Agriculture",10,0.068
2002,"Northwest Territories","Territorial Inventory Total",61,1.588
2002,"Northwest Territories","Oil and Gas",61,0.486
2002,"Northwest Territories","Transport",61,0.32
2002,"Northwest Territories","Heavy Industry",61,0.38
2002,"Northwest Territories","Light Manufacturing, Construction and Forest Resources",61,0.009
2002,"Northwest Territories","Buildings",61,0.259
2002,"Northwest Territories","Waste",61,0.031
2002,"Northwest Territories","Agriculture",61,0.024
2002,"Nova Scotia","Provincial Inventory Total",12,20.376
2002,"Nova Scotia","Oil and Gas",12,1.378
2002,"Nova Scotia","Transport",12,4.75
2002,"Nova Scotia","Heavy Industry",12,1.056
2002,"Nova Scotia","Light Manufacturing, Construction and Forest Resources",12,0.629
2002,"Nova Scotia","Buildings",12,2.937
2002,"Nova Scotia","Waste",12,0.753
2002,"Nova Scotia","Agriculture",12,0.589
2002,"Nunavut","Territorial Inventory Total",62,0.735
2002,"Nunavut","Transport",62,0.33
2002,"Nunavut","Heavy Industry",62,0.251
2002,"Nunavut","Light Manufacturing, Construction and Forest Resources",62,0.003
2002,"Nunavut","Buildings",62,0.062
2002,"Nunavut","Waste",62,0.022
2002,"Ontario","Provincial Inventory Total",35,206.218
2002,"Ontario","Oil and Gas",35,13.049
2002,"Ontario","Transport",35,51.946
2002,"Ontario","Heavy Industry",35,36.843
2002,"Ontario","Light Manufacturing, Construction and Forest Resources",35,10.996
2002,"Ontario","Buildings",35,34.07
2002,"Ontario","Waste",35,7.793
2002,"Ontario","Agriculture",35,11.453
2002,"Prince Edward Island","Provincial Inventory Total",11,1.884
2002,"Prince Edward Island","Oil and Gas",11,0
2002,"Prince Edward Island","Transport",11,0.695
2002,"Prince Edward Island","Heavy Industry",11,0.003
2002,"Prince Edward Island","Light Manufacturing, Construction and Forest Resources",11,0.182
2002,"Prince Edward Island","Buildings",11,0.517
2002,"Prince Edward Island","Waste",11,0.095
2002,"Prince Edward Island","Agriculture",11,0.368
2002,"Quebec","Provincial Inventory Total",24,84.458
2002,"Quebec","Oil and Gas",24,4.105
2002,"Quebec","Transport",24,28.171
2002,"Quebec","Heavy Industry",24,21.438
2002,"Quebec","Light Manufacturing, Construction and Forest Resources",24,4.673
2002,"Quebec","Buildings",24,12.402
2002,"Quebec","Waste",24,5.194
2002,"Quebec","Agriculture",24,8.027
2002,"Saskatchewan","Provincial Inventory Total",47,79.317
2002,"Saskatchewan","Oil and Gas",47,38.564
2002,"Saskatchewan","Transport",47,6.501
2002,"Saskatchewan","Heavy Industry",47,2.477
2002,"Saskatchewan","Light Manufacturing, Construction and Forest Resources",47,0.706
2002,"Saskatchewan","Buildings",47,4.073
2002,"Saskatchewan","Waste",47,1.374
2002,"Saskatchewan","Agriculture",47,11.439
2002,"Yukon","Territorial Inventory Total",60,0.516
2002,"Yukon","Oil and Gas",60,0.095
2002,"Yukon","Transport",60,0.235
2002,"Yukon","Heavy Industry",60,0.022
2002,"Yukon","Light Manufacturing, Construction and Forest Resources",60,0.012
2002,"Yukon","Buildings",60,0.085
2002,"Yukon","Waste",60,0.026
2002,"Yukon","Agriculture",60,0.017
2003,"Alberta","Provincial Inventory Total",48,246.459
2003,"Alberta","Oil and Gas",48,115.517
2003,"Alberta","Transport",48,20.337
2003,"Alberta","Heavy Industry",48,16.42
2003,"Alberta","Light Manufacturing, Construction and Forest Resources",48,3.039
2003,"Alberta","Buildings",48,18.139
2003,"Alberta","Waste",48,2.98
2003,"Alberta","Agriculture",48,19.869
2003,"British Columbia","Provincial Inventory Total",59,61.702
2003,"British Columbia","Oil and Gas",59,12.577
2003,"British Columbia","Transport",59,19.28
2003,"British Columbia","Heavy Industry",59,8.234
2003,"British Columbia","Light Manufacturing, Construction and Forest Resources",59,4.76
2003,"British Columbia","Buildings",59,8.175
2003,"British Columbia","Waste",59,2.851
2003,"British Columbia","Agriculture",59,2.893
2003,"Canada","Oil and Gas",,192.284
2003,"Canada","Transport",,149.198
2003,"Canada","Heavy Industry",,91.001
2003,"Canada","Light Manufacturing, Construction and Forest Resources",,27.089
2003,"Canada","Buildings",,89.988
2003,"Canada","Waste",,23.403
2003,"Canada","Agriculture",,64.04
2003,"Manitoba","Provincial Inventory Total",46,20.89
2003,"Manitoba","Oil and Gas",46,0.821
2003,"Manitoba","Transport",46,5.624
2003,"Manitoba","Heavy Industry",46,1.366
2003,"Manitoba","Light Manufacturing, Construction and Forest Resources",46,0.852
2003,"Manitoba","Buildings",46,2.949
2003,"Manitoba","Waste",46,1.266
2003,"Manitoba","Agriculture",46,7.194
2003,"New Brunswick","Provincial Inventory Total",13,20.881
2003,"New Brunswick","Oil and Gas",13,2.667
2003,"New Brunswick","Transport",13,4.273
2003,"New Brunswick","Heavy Industry",13,1.651
2003,"New Brunswick","Light Manufacturing, Construction and Forest Resources",13,0.737
2003,"New Brunswick","Buildings",13,1.403
2003,"New Brunswick","Waste",13,0.847
2003,"New Brunswick","Agriculture",13,0.56
2003,"Newfoundland and Labrador","Provincial Inventory Total",10,12.02
2003,"Newfoundland and Labrador","Oil and Gas",10,2.949
2003,"Newfoundland and Labrador","Transport",10,3.42
2003,"Newfoundland and Labrador","Heavy Industry",10,2.021
2003,"Newfoundland and Labrador","Light Manufacturing, Construction and Forest Resources",10,0.226
2003,"Newfoundland and Labrador","Buildings",10,1.085
2003,"Newfoundland and Labrador","Waste",10,0.641
2003,"Newfoundland and Labrador","Agriculture",10,0.091
2003,"Northwest Territories","Territorial Inventory Total",61,1.462
2003,"Northwest Territories","Oil and Gas",61,0.385
2003,"Northwest Territories","Transport",61,0.311
2003,"Northwest Territories","Heavy Industry",61,0.367
2003,"Northwest Territories","Light Manufacturing, Construction and Forest Resources",61,0.015
2003,"Northwest Territories","Buildings",61,0.282
2003,"Northwest Territories","Waste",61,0.031
2003,"Northwest Territories","Agriculture",61,0.016
2003,"Nova Scotia","Provincial Inventory Total",12,21.901
2003,"Nova Scotia","Oil and Gas",12,1.722
2003,"Nova Scotia","Transport",12,5.006
2003,"Nova Scotia","Heavy Industry",12,1.063
2003,"Nova Scotia","Light Manufacturing, Construction and Forest Resources",12,0.554
2003,"Nova Scotia","Buildings",12,3.269
2003,"Nova Scotia","Waste",12,0.705
2003,"Nova Scotia","Agriculture",12,0.542
2003,"Nunavut","Territorial Inventory Total",62,0.774
2003,"Nunavut","Transport",62,0.338
2003,"Nunavut","Heavy Industry",62,0.225
2003,"Nunavut","Light Manufacturing, Construction and Forest Resources",62,0.007
2003,"Nunavut","Buildings",62,0.062
2003,"Nunavut","Waste",62,0.022
2003,"Ontario","Provincial Inventory Total",35,208.254
2003,"Ontario","Oil and Gas",35,12.299
2003,"Ontario","Transport",35,52.93
2003,"Ontario","Heavy Industry",35,35.406
2003,"Ontario","Light Manufacturing, Construction and Forest Resources",35,11.56
2003,"Ontario","Buildings",35,36.808
2003,"Ontario","Waste",35,7.824
2003,"Ontario","Agriculture",35,11.782
2003,"Prince Edward Island","Provincial Inventory Total",11,1.96
2003,"Prince Edward Island","Oil and Gas",11,0
2003,"Prince Edward Island","Transport",11,0.719
2003,"Prince Edward Island","Heavy Industry",11,0.003
2003,"Prince Edward Island","Light Manufacturing, Construction and Forest Resources",11,0.195
2003,"Prince Edward Island","Buildings",11,0.521
2003,"Prince Edward Island","Waste",11,0.106
2003,"Prince Edward Island","Agriculture",11,0.38
2003,"Quebec","Provincial Inventory Total",24,88.888
2003,"Quebec","Oil and Gas",24,4.247
2003,"Quebec","Transport",24,29.956
2003,"Quebec","Heavy Industry",24,21.774
2003,"Quebec","Light Manufacturing, Construction and Forest Resources",24,4.654
2003,"Quebec","Buildings",24,13.501
2003,"Quebec","Waste",24,4.728
2003,"Quebec","Agriculture",24,8.056
2003,"Saskatchewan","Provincial Inventory Total",47,81.51
2003,"Saskatchewan","Oil and Gas",47,39.019
2003,"Saskatchewan","Transport",47,6.791
2003,"Saskatchewan","Heavy Industry",47,2.439
2003,"Saskatchewan","Light Manufacturing, Construction and Forest Resources",47,0.478
2003,"Saskatchewan","Buildings",47,3.69
2003,"Saskatchewan","Waste",47,1.375
2003,"Saskatchewan","Agriculture",47,12.632
