Year,Units,Geography,Type of event,GeoCode,Value
2019,"data.Rate per 100,000 population",data.Manitoba,data.Apparent opioid toxicity deaths,46,4.50
2019,data.Number,data.Manitoba,data.Apparent opioid toxicity deaths,46,62.00
2020,"data.Rate per 100,000 population",data.Manitoba,data.Apparent opioid toxicity deaths,46,18.80
2020,data.Number,data.Manitoba,data.Apparent opioid toxicity deaths,46,260.00
2021,"data.Rate per 100,000 population",data.Manitoba,data.Apparent opioid toxicity deaths,46,18.70
2021,data.Number,data.Manitoba,data.Apparent opioid toxicity deaths,46,260.00
2016,"data.Rate per 100,000 population",data.Ontario,data.Apparent opioid toxicity deaths,35,6.20
2016,data.Number,data.Ontario,data.Apparent opioid toxicity deaths,35,867.00
2017,"data.Rate per 100,000 population",data.Ontario,data.Apparent opioid toxicity deaths,35,9.00
2017,data.Number,data.Ontario,data.Apparent opioid toxicity deaths,35,1265.00
2018,"data.Rate per 100,000 population",data.Ontario,data.Apparent opioid toxicity deaths,35,10.50
2018,data.Number,data.Ontario,data.Apparent opioid toxicity deaths,35,1507.00
2019,"data.Rate per 100,000 population",data.Ontario,data.Apparent opioid toxicity deaths,35,10.70
2019,data.Number,data.Ontario,data.Apparent opioid toxicity deaths,35,1558.00
2020,"data.Rate per 100,000 population",data.Ontario,data.Apparent opioid toxicity deaths,35,16.70
2020,data.Number,data.Ontario,data.Apparent opioid toxicity deaths,35,2461.00
2021,"data.Rate per 100,000 population",data.Ontario,data.Apparent opioid toxicity deaths,35,19.30
2021,data.Number,data.Ontario,data.Apparent opioid toxicity deaths,35,2864.00
2016,"data.Rate per 100,000 population",data.Quebec,data.Apparent opioid toxicity deaths,24,3.20
2016,data.Number,data.Quebec,data.Apparent opioid toxicity deaths,24,263.00
2017,"data.Rate per 100,000 population",data.Quebec,data.Apparent opioid toxicity deaths,24,3.40
2017,data.Number,data.Quebec,data.Apparent opioid toxicity deaths,24,280.00
2018,"data.Rate per 100,000 population",data.Quebec,data.Apparent opioid toxicity deaths,24,2.50
2018,data.Number,data.Quebec,data.Apparent opioid toxicity deaths,24,211.00
2019,"data.Rate per 100,000 population",data.Quebec,data.Apparent opioid toxicity deaths,24,2.40
2019,data.Number,data.Quebec,data.Apparent opioid toxicity deaths,24,208.00
2020,"data.Rate per 100,000 population",data.Quebec,data.Apparent opioid toxicity deaths,24,3.70
2020,data.Number,data.Quebec,data.Apparent opioid toxicity deaths,24,316.00
2021,"data.Rate per 100,000 population",data.Quebec,data.Apparent opioid toxicity deaths,24,5.20
2021,data.Number,data.Quebec,data.Apparent opioid toxicity deaths,24,450.00
2016,"data.Rate per 100,000 population",data.New Brunswick,data.Apparent opioid toxicity deaths,13,4.50
2016,data.Number,data.New Brunswick,data.Apparent opioid toxicity deaths,13,34.00
2017,"data.Rate per 100,000 population",data.New Brunswick,data.Apparent opioid toxicity deaths,13,5.00
2017,data.Number,data.New Brunswick,data.Apparent opioid toxicity deaths,13,38.00
2018,"data.Rate per 100,000 population",data.New Brunswick,data.Apparent opioid toxicity deaths,13,3.90
2018,data.Number,data.New Brunswick,data.Apparent opioid toxicity deaths,13,30.00
2019,"data.Rate per 100,000 population",data.New Brunswick,data.Apparent opioid toxicity deaths,13,4.50
2019,data.Number,data.New Brunswick,data.Apparent opioid toxicity deaths,13,35.00
2020,"data.Rate per 100,000 population",data.New Brunswick,data.Apparent opioid toxicity deaths,13,5.70
2020,data.Number,data.New Brunswick,data.Apparent opioid toxicity deaths,13,45.00
2021,"data.Rate per 100,000 population",data.New Brunswick,data.Apparent opioid toxicity deaths,13,5.60
2021,data.Number,data.New Brunswick,data.Apparent opioid toxicity deaths,13,44.00
2016,"data.Rate per 100,000 population",data.Nova Scotia,data.Apparent opioid toxicity deaths,12,5.60
2016,data.Number,data.Nova Scotia,data.Apparent opioid toxicity deaths,12,53.00
2017,"data.Rate per 100,000 population",data.Nova Scotia,data.Apparent opioid toxicity deaths,12,6.70
2017,data.Number,data.Nova Scotia,data.Apparent opioid toxicity deaths,12,64.00
2018,"data.Rate per 100,000 population",data.Nova Scotia,data.Apparent opioid toxicity deaths,12,5.60
2018,data.Number,data.Nova Scotia,data.Apparent opioid toxicity deaths,12,54.00
2019,"data.Rate per 100,000 population",data.Nova Scotia,data.Apparent opioid toxicity deaths,12,5.90
2019,data.Number,data.Nova Scotia,data.Apparent opioid toxicity deaths,12,57.00
2020,"data.Rate per 100,000 population",data.Nova Scotia,data.Apparent opioid toxicity deaths,12,5.10
2020,data.Number,data.Nova Scotia,data.Apparent opioid toxicity deaths,12,50.00
2021,"data.Rate per 100,000 population",data.Nova Scotia,data.Apparent opioid toxicity deaths,12,3.90
2021,data.Number,data.Nova Scotia,data.Apparent opioid toxicity deaths,12,39.00
2016,"data.Rate per 100,000 population",data.Prince Edward Island,data.Apparent opioid toxicity deaths,11,3.40
2016,data.Number,data.Prince Edward Island,data.Apparent opioid toxicity deaths,11,5.00
2017,"data.Rate per 100,000 population",data.Prince Edward Island,data.Apparent opioid toxicity deaths,11,3.30
2017,data.Number,data.Prince Edward Island,data.Apparent opioid toxicity deaths,11,5.00
2018,"data.Rate per 100,000 population",data.Prince Edward Island,data.Apparent opioid toxicity deaths,11,5.20
2018,data.Number,data.Prince Edward Island,data.Apparent opioid toxicity deaths,11,8.00
2019,"data.Rate per 100,000 population",data.Prince Edward Island,data.Apparent opioid toxicity deaths,11,3.20
2019,data.Number,data.Prince Edward Island,data.Apparent opioid toxicity deaths,11,5.00
2020,"data.Rate per 100,000 population",data.Prince Edward Island,data.Apparent opioid toxicity deaths,11,5.00
2020,data.Number,data.Prince Edward Island,data.Apparent opioid toxicity deaths,11,8.00
2021,"data.Rate per 100,000 population",data.Prince Edward Island,data.Apparent opioid toxicity deaths,11,7.30
2021,data.Number,data.Prince Edward Island,data.Apparent opioid toxicity deaths,11,12.00
2016,"data.Rate per 100,000 population",data.Newfoundland and Labrador,data.Apparent opioid toxicity deaths,10,3.40
2016,data.Number,data.Newfoundland and Labrador,data.Apparent opioid toxicity deaths,10,18.00
2017,"data.Rate per 100,000 population",data.Newfoundland and Labrador,data.Apparent opioid toxicity deaths,10,6.20
2017,data.Number,data.Newfoundland and Labrador,data.Apparent opioid toxicity deaths,10,33.00
2018,"data.Rate per 100,000 population",data.Newfoundland and Labrador,data.Apparent opioid toxicity deaths,10,2.30
2018,data.Number,data.Newfoundland and Labrador,data.Apparent opioid toxicity deaths,10,12.00
2019,"data.Rate per 100,000 population",data.Newfoundland and Labrador,data.Apparent opioid toxicity deaths,10,3.40
2019,data.Number,data.Newfoundland and Labrador,data.Apparent opioid toxicity deaths,10,18.00
2020,"data.Rate per 100,000 population",data.Newfoundland and Labrador,data.Apparent opioid toxicity deaths,10,4.60
2020,data.Number,data.Newfoundland and Labrador,data.Apparent opioid toxicity deaths,10,24.00
2021,"data.Rate per 100,000 population",data.Newfoundland and Labrador,data.Apparent opioid toxicity deaths,10,4.80
2021,data.Number,data.Newfoundland and Labrador,data.Apparent opioid toxicity deaths,10,25.00
2016,"data.Rate per 100,000 population",data.Yukon,data.Apparent opioid toxicity deaths,60,18.20
2016,data.Number,data.Yukon,data.Apparent opioid toxicity deaths,60,7.00
2017,"data.Rate per 100,000 population",data.Yukon,data.Apparent opioid toxicity deaths,60,17.70
2017,data.Number,data.Yukon,data.Apparent opioid toxicity deaths,60,7.00
2018,"data.Rate per 100,000 population",data.Yukon,data.Apparent opioid toxicity deaths,60,12.30
2018,data.Number,data.Yukon,data.Apparent opioid toxicity deaths,60,5.00
2019,"data.Rate per 100,000 population",data.Yukon,data.Apparent opioid toxicity deaths,60,9.70
2019,data.Number,data.Yukon,data.Apparent opioid toxicity deaths,60,4.00
2020,"data.Rate per 100,000 population",data.Yukon,data.Apparent opioid toxicity deaths,60,23.70
2020,data.Number,data.Yukon,data.Apparent opioid toxicity deaths,60,10.00
2021,"data.Rate per 100,000 population",data.Yukon,data.Apparent opioid toxicity deaths,60,53.20
2021,data.Number,data.Yukon,data.Apparent opioid toxicity deaths,60,23.00
2016,"data.Rate per 100,000 population",data.Northwest Territories,data.Apparent opioid toxicity deaths,61,11.20
2016,data.Number,data.Northwest Territories,data.Apparent opioid toxicity deaths,61,5.00
2017,"data.Rate per 100,000 population",data.Northwest Territories,data.Apparent opioid toxicity deaths,61,2.20
2017,data.Number,data.Northwest Territories,data.Apparent opioid toxicity deaths,61,1.00
2018,"data.Rate per 100,000 population",data.Northwest Territories,data.Apparent opioid toxicity deaths,61,4.40
2018,data.Number,data.Northwest Territories,data.Apparent opioid toxicity deaths,61,2.00
2019,"data.Rate per 100,000 population",data.Northwest Territories,data.Apparent opioid toxicity deaths,61,2.20
2019,data.Number,data.Northwest Territories,data.Apparent opioid toxicity deaths,61,1.00
2020,"data.Rate per 100,000 population",data.Northwest Territories,data.Apparent opioid toxicity deaths,61,6.60
2020,data.Number,data.Northwest Territories,data.Apparent opioid toxicity deaths,61,3.00
2021,"data.Rate per 100,000 population",data.Northwest Territories,data.Apparent opioid toxicity deaths,61,8.80
2021,data.Number,data.Northwest Territories,data.Apparent opioid toxicity deaths,61,4.00
2016,"data.Rate per 100,000 population",data.Nunavut,data.Apparent opioid toxicity deaths,62,
2016,data.Number,data.Nunavut,data.Apparent opioid toxicity deaths,62,
2017,"data.Rate per 100,000 population",data.Nunavut,data.Apparent opioid toxicity deaths,62,
2017,data.Number,data.Nunavut,data.Apparent opioid toxicity deaths,62,
2018,"data.Rate per 100,000 population",data.Nunavut,data.Apparent opioid toxicity deaths,62,
2018,data.Number,data.Nunavut,data.Apparent opioid toxicity deaths,62,
2019,"data.Rate per 100,000 population",data.Nunavut,data.Apparent opioid toxicity deaths,62,
2019,data.Number,data.Nunavut,data.Apparent opioid toxicity deaths,62,
2020,"data.Rate per 100,000 population",data.Nunavut,data.Apparent opioid toxicity deaths,62,
2020,data.Number,data.Nunavut,data.Apparent opioid toxicity deaths,62,
2021,"data.Rate per 100,000 population",data.Nunavut,data.Apparent opioid toxicity deaths,62,
2021,data.Number,data.Nunavut,data.Apparent opioid toxicity deaths,62,
2016,"data.Rate per 100,000 population",data.Canada,data.Opioid-related poisoning hospitalizations,,16.80
2016,data.Number,data.Canada,data.Opioid-related poisoning hospitalizations,,4687.00
2017,"data.Rate per 100,000 population",data.Canada,data.Opioid-related poisoning hospitalizations,,18.40
2017,data.Number,data.Canada,data.Opioid-related poisoning hospitalizations,,5203.00
2018,"data.Rate per 100,000 population",data.Canada,data.Opioid-related poisoning hospitalizations,,17.60
2018,data.Number,data.Canada,data.Opioid-related poisoning hospitalizations,,5052.00
2019,"data.Rate per 100,000 population",data.Canada,data.Opioid-related poisoning hospitalizations,,15.50
2019,data.Number,data.Canada,data.Opioid-related poisoning hospitalizations,,4514.00
2020,"data.Rate per 100,000 population",data.Canada,data.Opioid-related poisoning hospitalizations,,17.80
2020,data.Number,data.Canada,data.Opioid-related poisoning hospitalizations,,5240.00
2021,"data.Rate per 100,000 population",data.Canada,data.Opioid-related poisoning hospitalizations,,21.20
2021,data.Number,data.Canada,data.Opioid-related poisoning hospitalizations,,6273.00
2016,"data.Rate per 100,000 population",data.British Columbia,data.Opioid-related poisoning hospitalizations,59,23.80
2016,data.Number,data.British Columbia,data.Opioid-related poisoning hospitalizations,59,1156.00
2017,"data.Rate per 100,000 population",data.British Columbia,data.Opioid-related poisoning hospitalizations,59,28.50
2017,data.Number,data.British Columbia,data.Opioid-related poisoning hospitalizations,59,1407.00
2018,"data.Rate per 100,000 population",data.British Columbia,data.Opioid-related poisoning hospitalizations,59,28.30
2018,data.Number,data.British Columbia,data.Opioid-related poisoning hospitalizations,59,1418.00
2019,"data.Rate per 100,000 population",data.British Columbia,data.Opioid-related poisoning hospitalizations,59,23.50
2019,data.Number,data.British Columbia,data.Opioid-related poisoning hospitalizations,59,1196.00
2020,"data.Rate per 100,000 population",data.British Columbia,data.Opioid-related poisoning hospitalizations,59,30.70
2020,data.Number,data.British Columbia,data.Opioid-related poisoning hospitalizations,59,1586.00
2021,"data.Rate per 100,000 population",data.British Columbia,data.Opioid-related poisoning hospitalizations,59,37.60
2021,data.Number,data.British Columbia,data.Opioid-related poisoning hospitalizations,59,1955.00
2016,"data.Rate per 100,000 population",data.Alberta,data.Opioid-related poisoning hospitalizations,48,22.20
2016,data.Number,data.Alberta,data.Opioid-related poisoning hospitalizations,48,930.00
2017,"data.Rate per 100,000 population",data.Alberta,data.Opioid-related poisoning hospitalizations,48,22.30
2017,data.Number,data.Alberta,data.Opioid-related poisoning hospitalizations,48,947.00
2018,"data.Rate per 100,000 population",data.Alberta,data.Opioid-related poisoning hospitalizations,48,21.50
2018,data.Number,data.Alberta,data.Opioid-related poisoning hospitalizations,48,922.00
2019,"data.Rate per 100,000 population",data.Alberta,data.Opioid-related poisoning hospitalizations,48,16.30
2019,data.Number,data.Alberta,data.Opioid-related poisoning hospitalizations,48,709.00
2020,"data.Rate per 100,000 population",data.Alberta,data.Opioid-related poisoning hospitalizations,48,20.10
2020,data.Number,data.Alberta,data.Opioid-related poisoning hospitalizations,48,890.00
2021,"data.Rate per 100,000 population",data.Alberta,data.Opioid-related poisoning hospitalizations,48,25.70
2021,data.Number,data.Alberta,data.Opioid-related poisoning hospitalizations,48,1144.00
2016,"data.Rate per 100,000 population",data.Saskatchewan,data.Opioid-related poisoning hospitalizations,47,23.20
2016,data.Number,data.Saskatchewan,data.Opioid-related poisoning hospitalizations,47,264.00
2017,"data.Rate per 100,000 population",data.Saskatchewan,data.Opioid-related poisoning hospitalizations,47,21.20
2017,data.Number,data.Saskatchewan,data.Opioid-related poisoning hospitalizations,47,244.00
2018,"data.Rate per 100,000 population",data.Saskatchewan,data.Opioid-related poisoning hospitalizations,47,19.70
2018,data.Number,data.Saskatchewan,data.Opioid-related poisoning hospitalizations,47,229.00
2019,"data.Rate per 100,000 population",data.Saskatchewan,data.Opioid-related poisoning hospitalizations,47,22.50
2019,data.Number,data.Saskatchewan,data.Opioid-related poisoning hospitalizations,47,264.00
2020,"data.Rate per 100,000 population",data.Saskatchewan,data.Opioid-related poisoning hospitalizations,47,26.70
2020,data.Number,data.Saskatchewan,data.Opioid-related poisoning hospitalizations,47,315.00
2021,"data.Rate per 100,000 population",data.Saskatchewan,data.Opioid-related poisoning hospitalizations,47,27.20
2021,data.Number,data.Saskatchewan,data.Opioid-related poisoning hospitalizations,47,321.00
2016,"data.Rate per 100,000 population",data.Manitoba,data.Opioid-related poisoning hospitalizations,46,9.40
2016,data.Number,data.Manitoba,data.Opioid-related poisoning hospitalizations,46,123.00
2017,"data.Rate per 100,000 population",data.Manitoba,data.Opioid-related poisoning hospitalizations,46,12.10
2017,data.Number,data.Manitoba,data.Opioid-related poisoning hospitalizations,46,161.00
2018,"data.Rate per 100,000 population",data.Manitoba,data.Opioid-related poisoning hospitalizations,46,8.00
2018,data.Number,data.Manitoba,data.Opioid-related poisoning hospitalizations,46,108.00
2019,"data.Rate per 100,000 population",data.Manitoba,data.Opioid-related poisoning hospitalizations,46,6.10
2019,data.Number,data.Manitoba,data.Opioid-related poisoning hospitalizations,46,84.00
2020,"data.Rate per 100,000 population",data.Manitoba,data.Opioid-related poisoning hospitalizations,46,9.10
2020,data.Number,data.Manitoba,data.Opioid-related poisoning hospitalizations,46,126.00
2021,"data.Rate per 100,000 population",data.Manitoba,data.Opioid-related poisoning hospitalizations,46,8.80
2021,data.Number,data.Manitoba,data.Opioid-related poisoning hospitalizations,46,122.00
2016,"data.Rate per 100,000 population",data.Ontario,data.Opioid-related poisoning hospitalizations,35,13.50
2016,data.Number,data.Ontario,data.Opioid-related poisoning hospitalizations,35,1875.00
2017,"data.Rate per 100,000 population",data.Ontario,data.Opioid-related poisoning hospitalizations,35,15.10
2017,data.Number,data.Ontario,data.Opioid-related poisoning hospitalizations,35,2124.00
2018,"data.Rate per 100,000 population",data.Ontario,data.Opioid-related poisoning hospitalizations,35,14.60
2018,data.Number,data.Ontario,data.Opioid-related poisoning hospitalizations,35,2095.00
2019,"data.Rate per 100,000 population",data.Ontario,data.Opioid-related poisoning hospitalizations,35,13.60
2019,data.Number,data.Ontario,data.Opioid-related poisoning hospitalizations,35,1981.00
2020,"data.Rate per 100,000 population",data.Ontario,data.Opioid-related poisoning hospitalizations,35,13.90
2020,data.Number,data.Ontario,data.Opioid-related poisoning hospitalizations,35,2044.00
2021,"data.Rate per 100,000 population",data.Ontario,data.Opioid-related poisoning hospitalizations,35,16.50
2021,data.Number,data.Ontario,data.Opioid-related poisoning hospitalizations,35,2446.00
2016,"data.Rate per 100,000 population",data.Quebec,data.Opioid-related poisoning hospitalizations,24,
2016,data.Number,data.Quebec,data.Opioid-related poisoning hospitalizations,24,
2017,"data.Rate per 100,000 population",data.Quebec,data.Opioid-related poisoning hospitalizations,24,
2017,data.Number,data.Quebec,data.Opioid-related poisoning hospitalizations,24,
2018,"data.Rate per 100,000 population",data.Quebec,data.Opioid-related poisoning hospitalizations,24,
2018,data.Number,data.Quebec,data.Opioid-related poisoning hospitalizations,24,
2019,"data.Rate per 100,000 population",data.Quebec,data.Opioid-related poisoning hospitalizations,24,
2019,data.Number,data.Quebec,data.Opioid-related poisoning hospitalizations,24,
2020,"data.Rate per 100,000 population",data.Quebec,data.Opioid-related poisoning hospitalizations,24,
2020,data.Number,data.Quebec,data.Opioid-related poisoning hospitalizations,24,
2021,"data.Rate per 100,000 population",data.Quebec,data.Opioid-related poisoning hospitalizations,24,
2021,data.Number,data.Quebec,data.Opioid-related poisoning hospitalizations,24,
2016,"data.Rate per 100,000 population",data.New Brunswick,data.Opioid-related poisoning hospitalizations,13,16.90
2016,data.Number,data.New Brunswick,data.Opioid-related poisoning hospitalizations,13,129.00
2017,"data.Rate per 100,000 population",data.New Brunswick,data.Opioid-related poisoning hospitalizations,13,13.20
2017,data.Number,data.New Brunswick,data.Opioid-related poisoning hospitalizations,13,101.00
2018,"data.Rate per 100,000 population",data.New Brunswick,data.Opioid-related poisoning hospitalizations,13,11.30
2018,data.Number,data.New Brunswick,data.Opioid-related poisoning hospitalizations,13,87.00
2019,"data.Rate per 100,000 population",data.New Brunswick,data.Opioid-related poisoning hospitalizations,13,13.40
2019,data.Number,data.New Brunswick,data.Opioid-related poisoning hospitalizations,13,104.00
2020,"data.Rate per 100,000 population",data.New Brunswick,data.Opioid-related poisoning hospitalizations,13,13.40
2020,data.Number,data.New Brunswick,data.Opioid-related poisoning hospitalizations,13,105.00
2021,"data.Rate per 100,000 population",data.New Brunswick,data.Opioid-related poisoning hospitalizations,13,12.40
2021,data.Number,data.New Brunswick,data.Opioid-related poisoning hospitalizations,13,98.00
2016,"data.Rate per 100,000 population",data.Nova Scotia,data.Opioid-related poisoning hospitalizations,12,10.70
2016,data.Number,data.Nova Scotia,data.Opioid-related poisoning hospitalizations,12,101.00
2017,"data.Rate per 100,000 population",data.Nova Scotia,data.Opioid-related poisoning hospitalizations,12,8.70
2017,data.Number,data.Nova Scotia,data.Opioid-related poisoning hospitalizations,12,83.00
2018,"data.Rate per 100,000 population",data.Nova Scotia,data.Opioid-related poisoning hospitalizations,12,8.30
2018,data.Number,data.Nova Scotia,data.Opioid-related poisoning hospitalizations,12,80.00
2019,"data.Rate per 100,000 population",data.Nova Scotia,data.Opioid-related poisoning hospitalizations,12,8.10
2019,data.Number,data.Nova Scotia,data.Opioid-related poisoning hospitalizations,12,79.00
2020,"data.Rate per 100,000 population",data.Nova Scotia,data.Opioid-related poisoning hospitalizations,12,7.30
2020,data.Number,data.Nova Scotia,data.Opioid-related poisoning hospitalizations,12,72.00
2021,"data.Rate per 100,000 population",data.Nova Scotia,data.Opioid-related poisoning hospitalizations,12,7.20
2021,data.Number,data.Nova Scotia,data.Opioid-related poisoning hospitalizations,12,71.00
2016,"data.Rate per 100,000 population",data.Prince Edward Island,data.Opioid-related poisoning hospitalizations,11,15.00
2016,data.Number,data.Prince Edward Island,data.Opioid-related poisoning hospitalizations,11,22.00
2017,"data.Rate per 100,000 population",data.Prince Edward Island,data.Opioid-related poisoning hospitalizations,11,10.60
2017,data.Number,data.Prince Edward Island,data.Opioid-related poisoning hospitalizations,11,16.00
2018,"data.Rate per 100,000 population",data.Prince Edward Island,data.Opioid-related poisoning hospitalizations,11,13.00
2018,data.Number,data.Prince Edward Island,data.Opioid-related poisoning hospitalizations,11,20.00
2019,"data.Rate per 100,000 population",data.Prince Edward Island,data.Opioid-related poisoning hospitalizations,11,15.20
2019,data.Number,data.Prince Edward Island,data.Opioid-related poisoning hospitalizations,11,24.00
2020,"data.Rate per 100,000 population",data.Prince Edward Island,data.Opioid-related poisoning hospitalizations,11,10.50
2020,data.Number,data.Prince Edward Island,data.Opioid-related poisoning hospitalizations,11,17.00
2021,"data.Rate per 100,000 population",data.Prince Edward Island,data.Opioid-related poisoning hospitalizations,11,10.30
2021,data.Number,data.Prince Edward Island,data.Opioid-related poisoning hospitalizations,11,17.00
2016,"data.Rate per 100,000 population",data.Newfoundland and Labrador,data.Opioid-related poisoning hospitalizations,10,10.60
2016,data.Number,data.Newfoundland and Labrador,data.Opioid-related poisoning hospitalizations,10,56.00
2017,"data.Rate per 100,000 population",data.Newfoundland and Labrador,data.Opioid-related poisoning hospitalizations,10,17.00
2017,data.Number,data.Newfoundland and Labrador,data.Opioid-related poisoning hospitalizations,10,90.00
2018,"data.Rate per 100,000 population",data.Newfoundland and Labrador,data.Opioid-related poisoning hospitalizations,10,12.70
2018,data.Number,data.Newfoundland and Labrador,data.Opioid-related poisoning hospitalizations,10,67.00
2019,"data.Rate per 100,000 population",data.Newfoundland and Labrador,data.Opioid-related poisoning hospitalizations,10,9.90
2019,data.Number,data.Newfoundland and Labrador,data.Opioid-related poisoning hospitalizations,10,52.00
2020,"data.Rate per 100,000 population",data.Newfoundland and Labrador,data.Opioid-related poisoning hospitalizations,10,12.30
2020,data.Number,data.Newfoundland and Labrador,data.Opioid-related poisoning hospitalizations,10,64.00
2021,"data.Rate per 100,000 population",data.Newfoundland and Labrador,data.Opioid-related poisoning hospitalizations,10,13.10
2021,data.Number,data.Newfoundland and Labrador,data.Opioid-related poisoning hospitalizations,10,68.00
2016,"data.Rate per 100,000 population",data.Territories,data.Opioid-related poisoning hospitalizations,,25.80
2016,data.Number,data.Territories,data.Opioid-related poisoning hospitalizations,,31.00
2017,"data.Rate per 100,000 population",data.Territories,data.Opioid-related poisoning hospitalizations,,24.60
2017,data.Number,data.Territories,data.Opioid-related poisoning hospitalizations,,30.00
2018,"data.Rate per 100,000 population",data.Territories,data.Opioid-related poisoning hospitalizations,,21.00
2018,data.Number,data.Territories,data.Opioid-related poisoning hospitalizations,,26.00
2019,"data.Rate per 100,000 population",data.Territories,data.Opioid-related poisoning hospitalizations,,16.80
2019,data.Number,data.Territories,data.Opioid-related poisoning hospitalizations,,21.00
2020,"data.Rate per 100,000 population",data.Territories,data.Opioid-related poisoning hospitalizations,,16.60
2020,data.Number,data.Territories,data.Opioid-related poisoning hospitalizations,,21.00
