Year,Géographie,Source,GeoCode,Value
1998,Terre-Neuve-et-Labrador,Bâtiments,10,0.848
1998,Terre-Neuve-et-Labrador,Déchets et autres,10,0.653
1998,Terre-Neuve-et-Labrador,Agriculture,10,0.134
1998,Territoires du Nord-Ouest,Inventaire territorial,61,1.756
1998,Territoires du Nord-Ouest,Exploitation pétrolière et gazière,61,0.146
1998,Territoires du Nord-Ouest,Transports,61,0.584
1998,Territoires du Nord-Ouest,Industrie lourde,61,0.492
1998,Territoires du Nord-Ouest,"Fabrication légère, construction et ressources forestières",61,0.01
1998,Territoires du Nord-Ouest,Bâtiments,61,0.301
1998,Territoires du Nord-Ouest,Déchets et autres,61,0.049
1998,Territoires du Nord-Ouest,Agriculture,61,0.0
1998,Nouvelle-Écosse,Inventaire provincial,12,19.781
1998,Nouvelle-Écosse,Exploitation pétrolière et gazière,12,0.671
1998,Nouvelle-Écosse,Transports,12,4.5
1998,Nouvelle-Écosse,Industrie lourde,12,1.04
1998,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",12,0.629
1998,Nouvelle-Écosse,Bâtiments,12,2.518
1998,Nouvelle-Écosse,Déchets et autres,12,0.781
1998,Nouvelle-Écosse,Agriculture,12,0.689
1998,Ontario,Inventaire provincial,35,194.383
1998,Ontario,Exploitation pétrolière et gazière,35,14.011
1998,Ontario,Transports,35,47.133
1998,Ontario,Industrie lourde,35,41.107
1998,Ontario,"Fabrication légère, construction et ressources forestières",35,10.882
1998,Ontario,Bâtiments,35,28.914
1998,Ontario,Déchets et autres,35,7.215
1998,Ontario,Agriculture,35,11.544
1998,Île-du-Prince-Édouard,Inventaire provincial,11,1.85
1998,Île-du-Prince-Édouard,Exploitation pétrolière et gazière,11,0.0
1998,Île-du-Prince-Édouard,Transports,11,0.657
1998,Île-du-Prince-Édouard,Industrie lourde,11,0.007
1998,Île-du-Prince-Édouard,"Fabrication légère, construction et ressources forestières",11,0.157
1998,Île-du-Prince-Édouard,Bâtiments,11,0.518
1998,Île-du-Prince-Édouard,Déchets et autres,11,0.089
1998,Île-du-Prince-Édouard,Agriculture,11,0.414
1998,Québec,Inventaire provincial,24,85.042
1998,Québec,Exploitation pétrolière et gazière,24,3.928
1998,Québec,Transports,24,27.877
1998,Québec,Industrie lourde,24,23.81
1998,Québec,"Fabrication légère, construction et ressources forestières",24,4.309
1998,Québec,Bâtiments,24,10.557
1998,Québec,Déchets et autres,24,5.024
1998,Québec,Agriculture,24,7.926
1998,Saskatchewan,Inventaire provincial,47,75.539
1998,Saskatchewan,Exploitation pétrolière et gazière,47,34.944
1998,Saskatchewan,Transports,47,5.676
1998,Saskatchewan,Industrie lourde,47,2.664
1998,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.988
1998,Saskatchewan,Bâtiments,47,3.212
1998,Saskatchewan,Déchets et autres,47,1.288
1998,Saskatchewan,Agriculture,47,11.548
1998,Yukon,Inventaire territorial,60,0.498
1998,Yukon,Exploitation pétrolière et gazière,60,0.14
1998,Yukon,Transports,60,0.202
1998,Yukon,Industrie lourde,60,0.011
1998,Yukon,"Fabrication légère, construction et ressources forestières",60,0.013
1998,Yukon,Bâtiments,60,0.067
1998,Yukon,Déchets et autres,60,0.025
1998,Yukon,Agriculture,60,0.009
1999,Alberta,Inventaire provincial,48,225.815
1999,Alberta,Exploitation pétrolière et gazière,48,100.361
1999,Alberta,Transports,48,19.211
1999,Alberta,Industrie lourde,48,16.788
1999,Alberta,"Fabrication légère, construction et ressources forestières",48,4.606
1999,Alberta,Bâtiments,48,13.759
1999,Alberta,Déchets et autres,48,2.676
1999,Alberta,Agriculture,48,19.538
1999,Colombie-Britannique,Inventaire provincial,59,61.772
1999,Colombie-Britannique,Exploitation pétrolière et gazière,59,12.216
1999,Colombie-Britannique,Transports,59,19.183
1999,Colombie-Britannique,Industrie lourde,59,9.353
1999,Colombie-Britannique,"Fabrication légère, construction et ressources forestières",59,3.933
1999,Colombie-Britannique,Bâtiments,59,8.417
1999,Colombie-Britannique,Déchets et autres,59,2.845
1999,Colombie-Britannique,Agriculture,59,2.862
1999,Canada,Exploitation pétrolière et gazière,,171.477
1999,Canada,Transports,,140.533
1999,Canada,Industrie lourde,,97.512
1999,Canada,"Fabrication légère, construction et ressources forestières",,27.179
1999,Canada,Bâtiments,,77.073
1999,Canada,Déchets et autres,,23.225
1999,Canada,Agriculture,,61.493
1999,Manitoba,Inventaire provincial,46,20.288
1999,Manitoba,Exploitation pétrolière et gazière,46,1.555
1999,Manitoba,Transports,46,5.363
1999,Manitoba,Industrie lourde,46,1.466
1999,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.791
1999,Manitoba,Bâtiments,46,2.882
1999,Manitoba,Déchets et autres,46,1.181
1999,Manitoba,Agriculture,46,6.442
1999,Nouveau-Brunswick,Inventaire provincial,13,19.443
1999,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,1.538
1999,Nouveau-Brunswick,Transports,13,4.196
1999,Nouveau-Brunswick,Industrie lourde,13,1.668
1999,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",13,0.778
1999,Nouveau-Brunswick,Bâtiments,13,1.209
1999,Nouveau-Brunswick,Déchets et autres,13,0.888
1999,Nouveau-Brunswick,Agriculture,13,0.621
1999,Terre-Neuve-et-Labrador,Inventaire provincial,10,9.913
1999,Terre-Neuve-et-Labrador,Exploitation pétrolière et gazière,10,2.741
1999,Terre-Neuve-et-Labrador,Transports,10,2.828
1999,Terre-Neuve-et-Labrador,Industrie lourde,10,1.694
1999,Terre-Neuve-et-Labrador,"Fabrication légère, construction et ressources forestières",10,0.229
1999,Terre-Neuve-et-Labrador,Bâtiments,10,0.823
1999,Terre-Neuve-et-Labrador,Déchets et autres,10,0.648
1999,Terre-Neuve-et-Labrador,Agriculture,10,0.122
1999,Territoires du Nord-Ouest,Inventaire territorial,61,1.252
1999,Territoires du Nord-Ouest,Exploitation pétrolière et gazière,61,0.162
1999,Territoires du Nord-Ouest,Transports,61,0.3
1999,Territoires du Nord-Ouest,Industrie lourde,61,0.38
1999,Territoires du Nord-Ouest,"Fabrication légère, construction et ressources forestières",61,0.011
1999,Territoires du Nord-Ouest,Bâtiments,61,0.282
1999,Territoires du Nord-Ouest,Déchets et autres,61,0.03
1999,Territoires du Nord-Ouest,Agriculture,61,0.0
1999,Nouvelle-Écosse,Inventaire provincial,12,20.393
1999,Nouvelle-Écosse,Exploitation pétrolière et gazière,12,0.649
1999,Nouvelle-Écosse,Transports,12,4.762
1999,Nouvelle-Écosse,Industrie lourde,12,1.091
1999,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",12,0.598
1999,Nouvelle-Écosse,Bâtiments,12,2.681
1999,Nouvelle-Écosse,Déchets et autres,12,0.775
1999,Nouvelle-Écosse,Agriculture,12,0.672
1999,Nunavut,Inventaire territorial,62,0.467
1999,Nunavut,Transports,62,0.284
1999,Nunavut,Industrie lourde,62,0.087
1999,Nunavut,"Fabrication légère, construction et ressources forestières",62,0.013
1999,Nunavut,Bâtiments,62,0.046
1999,Nunavut,Déchets et autres,62,0.02
1999,Ontario,Inventaire provincial,35,199.378
1999,Ontario,Exploitation pétrolière et gazière,35,13.473
1999,Ontario,Transports,35,49.417
1999,Ontario,Industrie lourde,35,39.925
1999,Ontario,"Fabrication légère, construction et ressources forestières",35,10.657
1999,Ontario,Bâtiments,35,31.727
1999,Ontario,Déchets et autres,35,7.273
1999,Ontario,Agriculture,35,11.391
1999,Île-du-Prince-Édouard,Inventaire provincial,11,1.844
1999,Île-du-Prince-Édouard,Exploitation pétrolière et gazière,11,0.0
1999,Île-du-Prince-Édouard,Transports,11,0.693
1999,Île-du-Prince-Édouard,Industrie lourde,11,0.009
1999,Île-du-Prince-Édouard,"Fabrication légère, construction et ressources forestières",11,0.123
1999,Île-du-Prince-Édouard,Bâtiments,11,0.503
1999,Île-du-Prince-Édouard,Déchets et autres,11,0.091
1999,Île-du-Prince-Édouard,Agriculture,11,0.408
1999,Québec,Inventaire provincial,24,84.565
1999,Québec,Exploitation pétrolière et gazière,24,3.737
1999,Québec,Transports,24,28.283
1999,Québec,Industrie lourde,24,22.471
1999,Québec,"Fabrication légère, construction et ressources forestières",24,4.491
1999,Québec,Bâtiments,24,11.059
1999,Québec,Déchets et autres,24,5.461
1999,Québec,Agriculture,24,7.874
1999,Saskatchewan,Inventaire provincial,47,75.492
1999,Saskatchewan,Exploitation pétrolière et gazière,47,34.848
1999,Saskatchewan,Transports,47,5.791
1999,Saskatchewan,Industrie lourde,47,2.572
1999,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.937
1999,Saskatchewan,Bâtiments,47,3.6
1999,Saskatchewan,Déchets et autres,47,1.313
1999,Saskatchewan,Agriculture,47,11.549
1999,Yukon,Inventaire territorial,60,0.59
1999,Yukon,Exploitation pétrolière et gazière,60,0.197
1999,Yukon,Transports,60,0.221
1999,Yukon,Industrie lourde,60,0.009
1999,Yukon,"Fabrication légère, construction et ressources forestières",60,0.012
1999,Yukon,Bâtiments,60,0.084
1999,Yukon,Déchets et autres,60,0.025
1999,Yukon,Agriculture,60,0.013
2000,Alberta,Inventaire provincial,48,235.601
2000,Alberta,Exploitation pétrolière et gazière,48,105.985
2000,Alberta,Transports,48,19.333
2000,Alberta,Industrie lourde,48,17.155
2000,Alberta,"Fabrication légère, construction et ressources forestières",48,4.572
2000,Alberta,Bâtiments,48,15.646
2000,Alberta,Déchets et autres,48,2.773
2000,Alberta,Agriculture,48,20.36
2000,Colombie-Britannique,Inventaire provincial,59,63.244
2000,Colombie-Britannique,Exploitation pétrolière et gazière,59,11.684
2000,Colombie-Britannique,Transports,59,18.867
2000,Colombie-Britannique,Industrie lourde,59,9.525
2000,Colombie-Britannique,"Fabrication légère, construction et ressources forestières",59,4.647
2000,Colombie-Britannique,Bâtiments,59,8.722
2000,Colombie-Britannique,Déchets et autres,59,2.937
2000,Colombie-Britannique,Agriculture,59,2.959
2000,Canada,Exploitation pétrolière et gazière,,179.086
2000,Canada,Transports,,141.729
2000,Canada,Industrie lourde,,97.3
2000,Canada,"Fabrication légère, construction et ressources forestières",,28.359
2000,Canada,Bâtiments,,83.637
2000,Canada,Déchets et autres,,23.681
2000,Canada,Agriculture,,62.586
2000,Manitoba,Inventaire provincial,46,20.918
2000,Manitoba,Exploitation pétrolière et gazière,46,1.302
2000,Manitoba,Transports,46,5.372
2000,Manitoba,Industrie lourde,46,1.435
2000,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.792
2000,Manitoba,Bâtiments,46,3.167
2000,Manitoba,Déchets et autres,46,1.206
2000,Manitoba,Agriculture,46,6.571
2000,Nouveau-Brunswick,Inventaire provincial,13,20.683
2000,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,1.904
2000,Nouveau-Brunswick,Transports,13,4.274
2000,Nouveau-Brunswick,Industrie lourde,13,1.753
2000,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",13,0.822
2000,Nouveau-Brunswick,Bâtiments,13,1.465
2000,Nouveau-Brunswick,Déchets et autres,13,0.885
2000,Nouveau-Brunswick,Agriculture,13,0.592
2000,Terre-Neuve-et-Labrador,Inventaire provincial,10,9.484
2000,Terre-Neuve-et-Labrador,Exploitation pétrolière et gazière,10,1.881
2000,Terre-Neuve-et-Labrador,Transports,10,2.921
2000,Terre-Neuve-et-Labrador,Industrie lourde,10,2.009
2000,Terre-Neuve-et-Labrador,"Fabrication légère, construction et ressources forestières",10,0.236
2000,Terre-Neuve-et-Labrador,Bâtiments,10,0.859
2000,Terre-Neuve-et-Labrador,Déchets et autres,10,0.645
2000,Terre-Neuve-et-Labrador,Agriculture,10,0.111
2000,Territoires du Nord-Ouest,Inventaire territorial,61,1.527
2000,Territoires du Nord-Ouest,Exploitation pétrolière et gazière,61,0.391
2000,Territoires du Nord-Ouest,Transports,61,0.326
2000,Territoires du Nord-Ouest,Industrie lourde,61,0.376
2000,Territoires du Nord-Ouest,"Fabrication légère, construction et ressources forestières",61,0.008
2000,Territoires du Nord-Ouest,Bâtiments,61,0.289
2000,Territoires du Nord-Ouest,Déchets et autres,61,0.03
2000,Territoires du Nord-Ouest,Agriculture,61,0.0
2000,Nouvelle-Écosse,Inventaire provincial,12,21.894
2000,Nouvelle-Écosse,Exploitation pétrolière et gazière,12,1.136
2000,Nouvelle-Écosse,Transports,12,4.732
2000,Nouvelle-Écosse,Industrie lourde,12,1.116
2000,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",12,0.557
2000,Nouvelle-Écosse,Bâtiments,12,2.747
2000,Nouvelle-Écosse,Déchets et autres,12,0.764
2000,Nouvelle-Écosse,Agriculture,12,0.715
2000,Nunavut,Inventaire territorial,62,0.58
2000,Nunavut,Transports,62,0.323
2000,Nunavut,Industrie lourde,62,0.141
2000,Nunavut,"Fabrication légère, construction et ressources forestières",62,0.003
2000,Nunavut,Bâtiments,62,0.059
2000,Nunavut,Déchets et autres,62,0.02
2000,Ontario,Inventaire provincial,35,209.442
2000,Ontario,Exploitation pétrolière et gazière,35,12.974
2000,Ontario,Transports,35,50.751
2000,Ontario,Industrie lourde,35,38.687
2000,Ontario,"Fabrication légère, construction et ressources forestières",35,10.945
2000,Ontario,Bâtiments,35,34.341
2000,Ontario,Déchets et autres,35,7.475
2000,Ontario,Agriculture,35,11.286
2000,Île-du-Prince-Édouard,Inventaire provincial,11,1.972
2000,Île-du-Prince-Édouard,Exploitation pétrolière et gazière,11,0.0
2000,Île-du-Prince-Édouard,Transports,11,0.684
2000,Île-du-Prince-Édouard,Industrie lourde,11,0.013
2000,Île-du-Prince-Édouard,"Fabrication légère, construction et ressources forestières",11,0.209
2000,Île-du-Prince-Édouard,Bâtiments,11,0.524
2000,Île-du-Prince-Édouard,Déchets et autres,11,0.092
2000,Île-du-Prince-Édouard,Agriculture,11,0.396
2000,Québec,Inventaire provincial,24,85.005
2000,Québec,Exploitation pétrolière et gazière,24,3.99
2000,Québec,Transports,24,27.973
2000,Québec,Industrie lourde,24,22.525
2000,Québec,"Fabrication légère, construction et ressources forestières",24,4.616
2000,Québec,Bâtiments,24,11.984
2000,Québec,Déchets et autres,24,5.493
2000,Québec,Agriculture,24,7.817
2000,Saskatchewan,Inventaire provincial,47,77.816
2000,Saskatchewan,Exploitation pétrolière et gazière,47,37.694
2000,Saskatchewan,Transports,47,5.974
2000,Saskatchewan,Industrie lourde,47,2.535
2000,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.939
2000,Saskatchewan,Bâtiments,47,3.743
2000,Saskatchewan,Déchets et autres,47,1.335
2000,Saskatchewan,Agriculture,47,11.776
2000,Yukon,Inventaire territorial,60,0.53
2000,Yukon,Exploitation pétrolière et gazière,60,0.146
2000,Yukon,Transports,60,0.199
2000,Yukon,Industrie lourde,60,0.032
2000,Yukon,"Fabrication légère, construction et ressources forestières",60,0.013
2000,Yukon,Bâtiments,60,0.091
2000,Yukon,Déchets et autres,60,0.025
2000,Yukon,Agriculture,60,0.002
2001,Alberta,Inventaire provincial,48,235.999
2001,Alberta,Exploitation pétrolière et gazière,48,108.513
2001,Alberta,Transports,48,20.175
2001,Alberta,Industrie lourde,48,16.95
2001,Alberta,"Fabrication légère, construction et ressources forestières",48,3.562
2001,Alberta,Bâtiments,48,13.694
2001,Alberta,Déchets et autres,48,2.855
2001,Alberta,Agriculture,48,20.566
2001,Colombie-Britannique,Inventaire provincial,59,64.555
2001,Colombie-Britannique,Exploitation pétrolière et gazière,59,13.254
2001,Colombie-Britannique,Transports,59,18.573
2001,Colombie-Britannique,Industrie lourde,59,8.57
2001,Colombie-Britannique,"Fabrication légère, construction et ressources forestières",59,5.003
2001,Colombie-Britannique,Bâtiments,59,8.621
2001,Colombie-Britannique,Déchets et autres,59,2.737
2001,Colombie-Britannique,Agriculture,59,3.053
2001,Canada,Exploitation pétrolière et gazière,,182.347
2001,Canada,Transports,,141.84
2001,Canada,Industrie lourde,,91.705
2001,Canada,"Fabrication légère, construction et ressources forestières",,26.81
2001,Canada,Bâtiments,,80.327
2001,Canada,Déchets et autres,,23.282
2001,Canada,Agriculture,,62.539
2001,Manitoba,Inventaire provincial,46,19.762
2001,Manitoba,Exploitation pétrolière et gazière,46,0.976
2001,Manitoba,Transports,46,5.318
2001,Manitoba,Industrie lourde,46,1.401
2001,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.815
2001,Manitoba,Bâtiments,46,2.931
2001,Manitoba,Déchets et autres,46,1.229
2001,Manitoba,Agriculture,46,6.536
2001,Nouveau-Brunswick,Inventaire provincial,13,22.533
2001,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,2.54
2001,Nouveau-Brunswick,Transports,13,4.245
2001,Nouveau-Brunswick,Industrie lourde,13,1.843
2001,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",13,0.793
2001,Nouveau-Brunswick,Bâtiments,13,1.213
2001,Nouveau-Brunswick,Déchets et autres,13,0.879
2001,Nouveau-Brunswick,Agriculture,13,0.533
2001,Terre-Neuve-et-Labrador,Inventaire provincial,10,10.185
2001,Terre-Neuve-et-Labrador,Exploitation pétrolière et gazière,10,1.792
2001,Terre-Neuve-et-Labrador,Transports,10,2.963
2001,Terre-Neuve-et-Labrador,Industrie lourde,10,1.796
2001,Terre-Neuve-et-Labrador,"Fabrication légère, construction et ressources forestières",10,0.284
2001,Terre-Neuve-et-Labrador,Bâtiments,10,0.93
2001,Terre-Neuve-et-Labrador,Déchets et autres,10,0.644
2001,Terre-Neuve-et-Labrador,Agriculture,10,0.066
2001,Territoires du Nord-Ouest,Inventaire territorial,61,1.914
2001,Territoires du Nord-Ouest,Exploitation pétrolière et gazière,61,0.514
2001,Territoires du Nord-Ouest,Transports,61,0.346
2001,Territoires du Nord-Ouest,Industrie lourde,61,0.572
2001,Territoires du Nord-Ouest,"Fabrication légère, construction et ressources forestières",61,0.011
2001,Territoires du Nord-Ouest,Bâtiments,61,0.285
2001,Territoires du Nord-Ouest,Déchets et autres,61,0.031
2001,Territoires du Nord-Ouest,Agriculture,61,0.021
2001,Nouvelle-Écosse,Inventaire provincial,12,21.113
2001,Nouvelle-Écosse,Exploitation pétrolière et gazière,12,1.001
2001,Nouvelle-Écosse,Transports,12,4.641
2001,Nouvelle-Écosse,Industrie lourde,12,0.868
2001,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",12,0.555
2001,Nouvelle-Écosse,Bâtiments,12,2.967
2001,Nouvelle-Écosse,Déchets et autres,12,0.75
2001,Nouvelle-Écosse,Agriculture,12,0.606
2001,Nunavut,Inventaire territorial,62,0.683
2001,Nunavut,Transports,62,0.325
2001,Nunavut,Industrie lourde,62,0.22
2001,Nunavut,"Fabrication légère, construction et ressources forestières",62,0.004
2001,Nunavut,Bâtiments,62,0.059
2001,Nunavut,Déchets et autres,62,0.021
2001,Ontario,Inventaire provincial,35,201.391
2001,Ontario,Exploitation pétrolière et gazière,35,11.789
2001,Ontario,Transports,35,50.746
2001,Ontario,Industrie lourde,35,35.795
2001,Ontario,"Fabrication légère, construction et ressources forestières",35,10.293
2001,Ontario,Bâtiments,35,33.63
2001,Ontario,Déchets et autres,35,7.394
2001,Ontario,Agriculture,35,11.135
2001,Île-du-Prince-Édouard,Inventaire provincial,11,1.876
2001,Île-du-Prince-Édouard,Exploitation pétrolière et gazière,11,0.0
2001,Île-du-Prince-Édouard,Transports,11,0.68
2001,Île-du-Prince-Édouard,Industrie lourde,11,0.009
2001,Île-du-Prince-Édouard,"Fabrication légère, construction et ressources forestières",11,0.19
2001,Île-du-Prince-Édouard,Bâtiments,11,0.503
2001,Île-du-Prince-Édouard,Déchets et autres,11,0.093
2001,Île-du-Prince-Édouard,Agriculture,11,0.355
2001,Québec,Inventaire provincial,24,83.117
2001,Québec,Exploitation pétrolière et gazière,24,3.995
2001,Québec,Transports,24,27.602
2001,Québec,Industrie lourde,24,21.131
2001,Québec,"Fabrication légère, construction et ressources forestières",24,4.499
2001,Québec,Bâtiments,24,11.823
2001,Québec,Déchets et autres,24,5.267
2001,Québec,Agriculture,24,8.212
2001,Saskatchewan,Inventaire provincial,47,77.881
2001,Saskatchewan,Exploitation pétrolière et gazière,47,37.858
2001,Saskatchewan,Transports,47,6.002
2001,Saskatchewan,Industrie lourde,47,2.525
2001,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.789
2001,Saskatchewan,Bâtiments,47,3.585
2001,Saskatchewan,Déchets et autres,47,1.356
2001,Saskatchewan,Agriculture,47,11.442
2001,Yukon,Inventaire territorial,60,0.526
2001,Yukon,Exploitation pétrolière et gazière,60,0.115
2001,Yukon,Transports,60,0.224
2001,Yukon,Industrie lourde,60,0.025
2001,Yukon,"Fabrication légère, construction et ressources forestières",60,0.012
2001,Yukon,Bâtiments,60,0.087
2001,Yukon,Déchets et autres,60,0.026
2001,Yukon,Agriculture,60,0.016
2002,Alberta,Inventaire provincial,48,237.993
2002,Alberta,Exploitation pétrolière et gazière,48,110.156
2002,Alberta,Transports,48,19.755
2002,Alberta,Industrie lourde,48,16.687
2002,Alberta,"Fabrication légère, construction et ressources forestières",48,3.441
2002,Alberta,Bâtiments,48,15.873
2002,Alberta,Déchets et autres,48,2.933
2002,Alberta,Agriculture,48,19.903
2002,Colombie-Britannique,Inventaire provincial,59,61.671
2002,Colombie-Britannique,Exploitation pétrolière et gazière,59,12.891
2002,Colombie-Britannique,Transports,59,18.435
2002,Colombie-Britannique,Industrie lourde,59,8.089
2002,Colombie-Britannique,"Fabrication légère, construction et ressources forestières",59,4.541
2002,Colombie-Britannique,Bâtiments,59,9.134
2002,Colombie-Britannique,Déchets et autres,59,2.741
2002,Colombie-Britannique,Agriculture,59,2.854
2002,Canada,Exploitation pétrolière et gazière,,188.13
2002,Canada,Transports,,143.944
2002,Canada,Industrie lourde,,92.15
2002,Canada,"Fabrication légère, construction et ressources forestières",,27.148
2002,Canada,Bâtiments,,84.723
2002,Canada,Déchets et autres,,23.728
2002,Canada,Agriculture,,62.203
2002,Manitoba,Inventaire provincial,46,20.62
2002,Manitoba,Exploitation pétrolière et gazière,46,1.078
2002,Manitoba,Transports,46,5.432
2002,Manitoba,Industrie lourde,46,1.397
2002,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.97
2002,Manitoba,Bâtiments,46,3.121
2002,Manitoba,Déchets et autres,46,1.25
2002,Manitoba,Agriculture,46,6.91
2002,Nouveau-Brunswick,Inventaire provincial,13,21.193
2002,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,2.868
2002,Nouveau-Brunswick,Transports,13,4.311
2002,Nouveau-Brunswick,Industrie lourde,13,1.727
2002,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",13,0.728
2002,Nouveau-Brunswick,Bâtiments,13,1.179
2002,Nouveau-Brunswick,Déchets et autres,13,0.873
2002,Nouveau-Brunswick,Agriculture,13,0.551
2002,Terre-Neuve-et-Labrador,Inventaire provincial,10,12.182
2002,Terre-Neuve-et-Labrador,Exploitation pétrolière et gazière,10,3.459
2002,Terre-Neuve-et-Labrador,Transports,10,3.063
2002,Terre-Neuve-et-Labrador,Industrie lourde,10,1.78
2002,Terre-Neuve-et-Labrador,"Fabrication légère, construction et ressources forestières",10,0.259
2002,Terre-Neuve-et-Labrador,Bâtiments,10,1.012
2002,Terre-Neuve-et-Labrador,Déchets et autres,10,0.643
2002,Terre-Neuve-et-Labrador,Agriculture,10,0.068
2002,Territoires du Nord-Ouest,Inventaire territorial,61,1.588
2002,Territoires du Nord-Ouest,Exploitation pétrolière et gazière,61,0.486
2002,Territoires du Nord-Ouest,Transports,61,0.32
2002,Territoires du Nord-Ouest,Industrie lourde,61,0.38
2002,Territoires du Nord-Ouest,"Fabrication légère, construction et ressources forestières",61,0.009
2002,Territoires du Nord-Ouest,Bâtiments,61,0.259
2002,Territoires du Nord-Ouest,Déchets et autres,61,0.031
2002,Territoires du Nord-Ouest,Agriculture,61,0.024
2002,Nouvelle-Écosse,Inventaire provincial,12,20.376
2002,Nouvelle-Écosse,Exploitation pétrolière et gazière,12,1.378
2002,Nouvelle-Écosse,Transports,12,4.75
2002,Nouvelle-Écosse,Industrie lourde,12,1.056
2002,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",12,0.629
2002,Nouvelle-Écosse,Bâtiments,12,2.937
2002,Nouvelle-Écosse,Déchets et autres,12,0.753
2002,Nouvelle-Écosse,Agriculture,12,0.589
2002,Nunavut,Inventaire territorial,62,0.735
2002,Nunavut,Transports,62,0.33
2002,Nunavut,Industrie lourde,62,0.251
2002,Nunavut,"Fabrication légère, construction et ressources forestières",62,0.003
2002,Nunavut,Bâtiments,62,0.062
2002,Nunavut,Déchets et autres,62,0.022
2002,Ontario,Inventaire provincial,35,206.218
2002,Ontario,Exploitation pétrolière et gazière,35,13.049
2002,Ontario,Transports,35,51.946
2002,Ontario,Industrie lourde,35,36.843
2002,Ontario,"Fabrication légère, construction et ressources forestières",35,10.996
2002,Ontario,Bâtiments,35,34.07
2002,Ontario,Déchets et autres,35,7.793
2002,Ontario,Agriculture,35,11.453
2002,Île-du-Prince-Édouard,Inventaire provincial,11,1.884
2002,Île-du-Prince-Édouard,Exploitation pétrolière et gazière,11,0.0
2002,Île-du-Prince-Édouard,Transports,11,0.695
2002,Île-du-Prince-Édouard,Industrie lourde,11,0.003
2002,Île-du-Prince-Édouard,"Fabrication légère, construction et ressources forestières",11,0.182
2002,Île-du-Prince-Édouard,Bâtiments,11,0.517
2002,Île-du-Prince-Édouard,Déchets et autres,11,0.095
2002,Île-du-Prince-Édouard,Agriculture,11,0.368
2002,Québec,Inventaire provincial,24,84.458
2002,Québec,Exploitation pétrolière et gazière,24,4.105
2002,Québec,Transports,24,28.171
2002,Québec,Industrie lourde,24,21.438
2002,Québec,"Fabrication légère, construction et ressources forestières",24,4.673
2002,Québec,Bâtiments,24,12.402
2002,Québec,Déchets et autres,24,5.194
2002,Québec,Agriculture,24,8.027
2002,Saskatchewan,Inventaire provincial,47,79.317
2002,Saskatchewan,Exploitation pétrolière et gazière,47,38.564
2002,Saskatchewan,Transports,47,6.501
2002,Saskatchewan,Industrie lourde,47,2.477
2002,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.706
2002,Saskatchewan,Bâtiments,47,4.073
2002,Saskatchewan,Déchets et autres,47,1.374
2002,Saskatchewan,Agriculture,47,11.439
2002,Yukon,Inventaire territorial,60,0.516
2002,Yukon,Exploitation pétrolière et gazière,60,0.095
2002,Yukon,Transports,60,0.235
2002,Yukon,Industrie lourde,60,0.022
2002,Yukon,"Fabrication légère, construction et ressources forestières",60,0.012
2002,Yukon,Bâtiments,60,0.085
2002,Yukon,Déchets et autres,60,0.026
2002,Yukon,Agriculture,60,0.017
2003,Alberta,Inventaire provincial,48,246.459
2003,Alberta,Exploitation pétrolière et gazière,48,115.517
2003,Alberta,Transports,48,20.337
2003,Alberta,Industrie lourde,48,16.42
2003,Alberta,"Fabrication légère, construction et ressources forestières",48,3.039
2003,Alberta,Bâtiments,48,18.139
2003,Alberta,Déchets et autres,48,2.98
2003,Alberta,Agriculture,48,19.869
2003,Colombie-Britannique,Inventaire provincial,59,61.702
2003,Colombie-Britannique,Exploitation pétrolière et gazière,59,12.577
2003,Colombie-Britannique,Transports,59,19.28
2003,Colombie-Britannique,Industrie lourde,59,8.234
2003,Colombie-Britannique,"Fabrication légère, construction et ressources forestières",59,4.76
2003,Colombie-Britannique,Bâtiments,59,8.175
2003,Colombie-Britannique,Déchets et autres,59,2.851
2003,Colombie-Britannique,Agriculture,59,2.893
2003,Canada,Exploitation pétrolière et gazière,,192.284
2003,Canada,Transports,,149.198
2003,Canada,Industrie lourde,,91.001
2003,Canada,"Fabrication légère, construction et ressources forestières",,27.089
